# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,2.185655636272077484e-01,7.214119604363268545e-02,5.031329341317365006e-02,2.185655636272077484e-01,7.214119604363268545e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.999724870418891659e-02,4.472726446270112177e-01,1.452806901448520094e-01,5.030434701831434235e-02,2.248243066596599116e-01,7.417343512306029396e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.968885417663047172e-02,6.863173725566434902e-01,2.194390490459567078e-01,5.027139069520356052e-02,2.479858192318475929e-01,8.167852005293511908e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.938791030973491147e-02,9.358822451513283402e-01,2.946369511549637443e-01,5.021616554049223441e-02,2.871739375642021752e-01,9.432164073696457096e-02
6.981317007977318190e-02,9.818181818181817277e+01,4.909426131843029617e-02,1.196006386296190049e+00,3.708883716832069299e-01,5.014041265083117593e-02,3.417054559804952318e-01,1.118019649941032617e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.880776017952363766e-02,1.466210192161495396e+00,4.481830365305199404e-01,5.004587312287121781e-02,4.110445070087943575e-01,1.338441907231704697e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.852824057231341220e-02,1.745715781321282245e+00,5.264915036438166940e-01,4.993428805326320663e-02,4.947620285059360912e-01,1.601909650658764062e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.825554908336385229e-02,2.033912707761483141e+00,6.057832164276982789e-01,4.980739853865797512e-02,5.924983824239262731e-01,1.905958755782572733e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.798953603783083499e-02,2.330223361778695157e+00,6.860292304246998762e-01,4.966694567570639068e-02,7.039276166086022579e-01,2.248167912448617300e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.772992439237255108e-02,2.634093816858851689e+00,7.672030566496328419e-01,4.951467056105929299e-02,8.287230978866921838e-01,2.626100060479484855e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.747633629577268505e-02,2.944988327634676661e+00,8.492808342311567449e-01,4.935231429136749393e-02,9.665225896409632700e-01,3.037252570970190302e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.722842149654044031e-02,3.262316421886531259e+00,9.322396332010313147e-01,4.918161796328189561e-02,1.116861463052351011e+00,3.478973768392902288e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.698586257371215741e-02,3.585374334535582186e+00,1.016055185760427193e+00,4.900432267345327525e-02,1.279067845386754110e+00,3.948374570710612708e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.674836277142474517e-02,3.913405500685665839e+00,1.100701728059898077e+00,4.882216951853253495e-02,1.452229182141255404e+00,4.442249452372366569e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.651564514982410581e-02,4.245625640794134625e+00,1.186152322192510988e+00,4.863689959517046579e-02,1.635175071530710067e+00,4.957013897679625747e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.628745244783858542e-02,4.581279473151397497e+00,1.272380003777128454e+00,4.845025400001798377e-02,1.826551699882307256e+00,5.488694216702534323e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.606354553160850462e-02,4.919614405323269324e+00,1.359358037508747286e+00,4.826397382972585914e-02,2.024775029410150307e+00,6.032892024939390252e-01
2.967059728390360474e-01,9.227272727272726627e+01,4.584370056015873995e-02,5.259873091312348592e+00,1.447059917158496578e+00,4.807980018094494545e-02,2.227979693187290611e+00,6.584719482096531573e-01
3.141592653589793116e-01,9.181818181818181301e+01,4.562770832839996987e-02,5.601296915297938384e+00,1.535459365573639268e+00,4.789938242959296266e-02,2.434095430877177169e+00,7.138941910975262761e-01
3.316125578789225758e-01,9.136363636363635976e+01,4.541537238898907258e-02,5.943129441265635471e+00,1.624530334677571242e+00,4.772308747985863631e-02,2.642293283385593217e+00,7.693795492241374268e-01
3.490658503988658956e-01,9.090909090909090651e+01,4.520650841630276945e-02,6.284619800181133975e+00,1.714247005469821783e+00,4.755033905577509684e-02,2.852825650985768569e+00,8.250407053118075096e-01
3.665191429188092154e-01,9.045454545454545325e+01,4.500094326503322611e-02,6.625025987438637465e+00,1.804583788026054014e+00,4.738053903395017530e-02,3.066047463514653959e+00,8.810157179355601054e-01
3.839724354387524796e-01,9.000000000000000000e+01,4.479851346513570587e-02,6.963594257334691839e+00,1.895515025098557294e+00,4.721308929099159168e-02,3.282371636242003010e+00,9.374595836054618880e-01
4.014257279586957439e-01,8.954545454545454675e+01,4.459906504412462086e-02,7.299508689668475547e+00,1.987014124713629926e+00,4.704739170350720479e-02,3.502264764185063495e+00,9.945435284524989372e-01
4.188790204786390636e-01,8.909090909090909349e+01,4.440245254008193254e-02,7.632037085697734646e+00,2.079054536553694987e+00,4.688284814810472767e-02,3.726258305850553842e+00,1.052454704047484757e+00
4.363323129985823834e-01,8.863636363636364024e+01,4.420853801124948607e-02,7.960554516890944399e+00,2.171610070152705241e+00,4.671886050139198443e-02,3.954940535270284663e+00,1.111396475580970433e+00
4.537856055185257032e-01,8.818181818181817277e+01,4.401719097220148369e-02,8.284855510299955483e+00,2.264654894896143578e+00,4.655483063997676446e-02,4.188958145125798893e+00,1.171588858664947885e+00
4.712388980384689674e-01,8.772727272727271952e+01,4.382828767529253072e-02,8.604968535705799226e+00,2.358163540021024129e+00,4.639016461617423426e-02,4.429018953233058831e+00,1.233267504561829320e+00
