# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,2.551349792542194073e-01,7.706129939510507343e-02,5.031329341317365006e-02,2.551349792542194073e-01,7.706129939510507343e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.998936051908760975e-02,5.195731275005929239e-01,1.549536657740417100e-01,5.030434701831434235e-02,2.622456833569444812e-01,7.918083803657297026e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.967180074458105166e-02,7.929739281783859672e-01,2.336625379442621719e-01,5.027139069520356052e-02,2.885333691424945557e-01,8.700405839981040224e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.936046120325900816e-02,1.074970063767907158e+00,3.131731829171592318e-01,5.021616554049223441e-02,3.329148448465028554e-01,1.001678622013075781e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.905520677229999876e-02,1.365165097844409869e+00,3.934705147894008159e-01,5.014041265083117593e-02,3.944709738210971928e-01,1.183362892887751261e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.875591839069513128e-02,1.663109622383968089e+00,4.745380175291563085e-01,5.004587312287121781e-02,4.723995463877764256e-01,1.411930146733122171e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.846247987702399784e-02,1.968298533275236295e+00,5.563573483583560408e-01,4.993428805326320663e-02,5.659720130636262114e-01,1.684345176698545943e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.817477177574961550e-02,2.280191954274785715e+00,6.389088447793602743e-01,4.980739853865797512e-02,6.744933495277871671e-01,1.997637787220957195e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.789267111769467816e-02,2.598271824889511361e+00,7.221733016896368929e-01,4.966694567570639068e-02,7.972645510927673929e-01,2.348843985911871490e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.761605032142651739e-02,2.922029002643503404e+00,8.061323600318273108e-01,4.951467056105929299e-02,9.335481122766027262e-01,2.734952311513874079e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.734477691722709103e-02,3.250957345306556778e+00,8.907684970275889791e-01,4.935231429136749393e-02,1.082537483793175159e+00,3.152857255395871139e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.707871875460841599e-02,3.584536817370897133e+00,9.760645992154932671e-01,4.918161796328189561e-02,1.243325927844697532e+00,3.599309560539248887e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.681775194145144231e-02,3.922218707217452138e+00,1.062003378780854046e+00,4.900432267345327525e-02,1.414877450450522378e+00,4.070874330641970906e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.656175898874536506e-02,4.263443706323714721e+00,1.148567331484474874e+00,4.882216951853253495e-02,1.596000794622569385e+00,4.563884823691609638e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.631061694757283853e-02,4.607645456490651270e+00,1.235738736662648440e+00,4.863689959517046579e-02,1.785327734456810811e+00,5.074402098001760120e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.606419482848082836e-02,4.954252613980988151e+00,1.323499657227156678e+00,4.845025400001798377e-02,1.981296386101830675e+00,5.598177633232892525e-01
