# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,2.482724670462138350e-01,7.795248212012433064e-02,5.031329341317365006e-02,2.482724670462138072e-01,7.795248212012433064e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.996690874312106206e-02,5.043367820310511451e-01,1.567827528620377997e-01,5.030434701831434235e-02,2.547163328742346744e-01,7.995468968954798361e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.962879275827530856e-02,7.677424772004153297e-01,2.364691891781502409e-01,5.027139069520356052e-02,2.785304127143085062e-01,8.734541286895219914e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.929909083140079223e-02,1.038014833428545280e+00,3.169899335585006916e-01,5.021616554049223441e-02,3.187068067026607721e-01,9.978371951192858968e-02
6.981317007977318190e-02,9.818181818181817277e+01,4.897782792734347440e-02,1.314660270672467934e+00,3.983231630935749057e-01,5.014041265083117593e-02,3.743738308662042935e-01,1.169562004613496908e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.866486211684763197e-02,1.597179812300359547e+00,4.804476657354663227e-01,5.004587312287121781e-02,4.447597314092370802e-01,1.385704624192763135e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.835998525042870672e-02,1.885068322748374214e+00,5.633429047781050025e-01,4.993428805326320663e-02,5.291596616279956589e-01,1.643492897190555191e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.806300093892788838e-02,2.177803645359051465e+00,6.469886299088666304e-01,4.980739853865797512e-02,6.269049395110496414e-01,1.940251786946444457e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.777376104959864950e-02,2.474836124442331364e+00,7.313643694619401669e-01,4.966694567570639068e-02,7.373338477946966840e-01,2.273350256031505534e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.749199453384420067e-02,2.775596638758706547e+00,8.164493962332394217e-01,4.951467056105929299e-02,8.597635340842246787e-01,2.640148320830673079e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.721730193567690026e-02,3.079499030676580151e+00,9.022227464647767370e-01,4.935231429136749393e-02,9.934632206742249894e-01,3.037944422328948124e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.694925436461805379e-02,3.385947753651741721e+00,9.886633775460224038e-01,4.918161796328189561e-02,1.137626822059063736e+00,3.463917492950335242e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.668745364843682882e-02,3.694347815580976579e+00,1.075750246127259446e+00,4.900432267345327525e-02,1.291337988924292191e+00,3.915039925358009265e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.643154202172674466e-02,4.004152676525637666e+00,1.163462308678507418e+00,4.882216951853253495e-02,1.453547861916710149e+00,4.388025890095263448e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.618118635357202489e-02,4.316074464654338527e+00,1.251778521489521401e+00,4.863689959517046579e-02,1.623058906297822901e+00,4.879293911334345313e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.593607663767652199e-02,4.630200389023191754e+00,1.340677840669793230e+00,4.845025400001798377e-02,1.798509563602299410e+00,5.384926046612791284e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.569592589797644849e-02,4.946982405554281925e+00,1.430139222148550493e+00,4.826397382972585914e-02,1.978363747398865113e+00,5.900636669934435918e-01
2.967059728390360474e-01,9.227272727272726627e+01,4.546046730439619321e-02,5.266108485135932327e+00,1.520141621674757193e+00,4.807980018094494545e-02,2.160915556998420417e+00,6.421778248777038067e-01
3.141592653589793116e-01,9.181818181818181301e+01,4.522945205009040737e-02,5.587335371782283566e+00,1.610663994817113531e+00,4.789938242959296266e-02,2.344373492693465622e+00,6.943562848299762447e-01
