# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.001371544697211236e-02,1.369437467266289843e-01,6.447522216375954629e-02,5.031329341317365700e-02,-1.203178879770189180e-05,-5.659442591637620563e-06
1.745329251994329547e-02,9.954337899543378398e+01,4.971430906400908095e-02,2.730550498764255374e-01,1.287206942209462857e-01,5.030424979726790674e-02,4.132481442995604957e-03,1.943857207244067834e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.941514381899972386e-02,4.082007881875703292e-01,1.927232482441203487e-01,5.027098456719000796e-02,1.937216647505541137e-02,9.113174163136361985e-03
5.235987755982988295e-02,9.863013698630136616e+01,4.911629303050505518e-02,5.422989813829610650e-01,2.564765979046154110e-01,5.021526277489678919e-02,4.488133938656888033e-02,2.111667147336992317e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.881783921129272813e-02,6.753015730862196309e-01,3.199813384725389009e-01,5.013884947234514139e-02,7.982403639122649663e-02,3.756606237571544910e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.851985499429199711e-02,8.070901210642885681e-01,3.832449468167717366e-01,5.004350971149195554e-02,1.233554842260752155e-01,5.807134577241219314e-02
1.047197551196597659e-01,9.726027397260273233e+01,4.822241269033908373e-02,9.376342624808172710e-01,4.462817814049684362e-01,4.993100854429406710e-02,1.746236557381222465e-01,8.224168374796146652e-02
1.221730476396030718e-01,9.680365296803653052e+01,4.792559475742343839e-02,1.066954456193609069e+00,5.091129966241725313e-01,4.980311102270837398e-02,2.327712455433171013e-01,1.096861881551445123e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.762947610649923696e-02,1.194954141119276336e+00,5.717628925042415045e-01,4.966158219869173246e-02,2.969382275899326573e-01,1.400146054136503782e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.733412221545489629e-02,1.321595749743230241e+00,6.342539792965005141e-01,4.950818712420100576e-02,3.662649912388901141e-01,1.728378934280025703e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.703960348983896034e-02,1.446935374154047160e+00,6.966066274122038049e-01,4.934469085119311954e-02,4.398960011159476213e-01,2.077687169726100402e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.674599561021852701e-02,1.570870523470731639e+00,7.588394330235050944e-01,4.917285843162488845e-02,5.169869263099268197e-01,2.444228110170811319e-01
2.094395102393195318e-01,9.452054794520547887e+01,4.645336501205925978e-02,1.693291765606138144e+00,8.209708720938035942e-01,4.899445491745319653e-02,5.967094170992622848e-01,2.824198163300254971e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.616178541662946389e-02,1.814849742844113267e+00,8.830197679075949546e-01,4.881124536063491393e-02,6.782289722353259664e-01,3.213826821244923360e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.587134255998574078e-02,1.935198034445182680e+00,9.450052812186738871e-01,4.862499481312695243e-02,7.607077076910236935e-01,3.609376801212190178e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.558211555918253305e-02,2.054443809066516025e+00,1.006946664671859004e+00,4.843746832688615445e-02,8.433465614559768619e-01,4.007147948521028180e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.529417267818399567e-02,2.172969766008975956e+00,1.068863006588180564e+00,4.825043095386937625e-02,9.253781526616591258e-01,4.403476464151661607e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.500757990937353376e-02,2.296165325695154635e+00,1.130773218955995141e+00,4.806564774603350881e-02,1.006055825337728526e+00,4.794727554272472103e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.472240664723452913e-02,2.448591453109157268e+00,1.192696079856565561e+00,4.788475030534903448e-02,1.084671824977258225e+00,5.177555936672512127e-01
3.316125578789225758e-01,9.132420091324200939e+01,4.443872578927142436e-02,2.604862677691132777e+00,1.254650411547785671e+00,4.770797476300283474e-02,1.161124446067256510e+00,5.551560734157121590e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.415661373600973660e-02,2.765112104647841740e+00,1.316655127182924323e+00,4.753472583284750613e-02,1.235689578194292482e+00,5.918081713192554494e-01
3.665191429188092154e-01,9.041095890410957736e+01,4.387614882748584050e-02,2.929025521464690307e+00,1.378729231913370379e+00,4.736439716206318484e-02,1.308659070432029115e+00,6.278472290437441261e-01
3.839724354387524796e-01,8.995433789954337556e+01,4.359740605670311964e-02,3.097121916420944476e+00,1.440891850062663071e+00,4.719638239783004174e-02,1.380330618711864465e+00,6.634079936155073964e-01
4.014257279586957439e-01,8.949771689497715954e+01,4.332045937610950331e-02,3.269635930585069072e+00,1.503162253348938604e+00,4.703007518732817832e-02,1.450974577261502141e+00,6.986249085262887792e-01
4.188790204786390636e-01,8.904109589041095774e+01,4.304538266509439631e-02,3.446326285239931675e+00,1.565559862197325458e+00,4.686486917773776545e-02,1.520834004386693916e+00,7.336322045339351838e-01
4.363323129985823834e-01,8.858447488584474172e+01,4.277224972998868585e-02,3.627837724234570516e+00,1.628104266874585315e+00,4.670015801623896012e-02,1.590106629327864285e+00,7.685638455531382807e-01
4.537856055185257032e-01,8.812785388127853992e+01,4.250113430406474851e-02,3.814306749686783959e+00,1.690815308479897139e+00,4.653533535001189159e-02,1.659066700445879006e+00,8.035542558213674136e-01
4.712388980384689674e-01,8.767123287671232390e+01,4.223211004753643638e-02,4.005344265585160102e+00,1.753713098342526644e+00,4.636980908165702631e-02,1.728165617446337121e+00,8.387357626836822178e-01
4.886921905584122872e-01,8.721461187214610788e+01,4.196525054755908396e-02,4.201672476385115651e+00,1.816818022000547428e+00,4.620367390920396972e-02,1.797420543123696035e+00,8.740956721130663798e-01
5.061454830783556069e-01,8.675799086757990608e+01,4.170062931822950819e-02,4.403688861747287575e+00,1.880150799920904836e+00,4.603800204354138725e-02,1.866247719471900490e+00,9.094132116076282246e-01
5.235987755982988157e-01,8.630136986301369006e+01,4.143831978938303934e-02,4.611147148344527658e+00,1.943732534856248861e+00,4.587394037491531601e-02,1.934125443847613868e+00,9.444499582150687189e-01
5.410520681182421354e-01,8.584474885844748826e+01,4.117839521460655433e-02,4.824210551233822919e+00,2.007584713470601301e+00,4.571263579357191797e-02,2.000636694205438548e+00,9.789652402026851608e-01
5.585053606381854552e-01,8.538812785388127224e+01,4.092092862611724363e-02,5.043766854411577683e+00,2.071729251194024179e+00,4.555523518975728575e-02,2.065539175127412364e+00,1.012715633415024019e+00
5.759586531581287749e-01,8.493150684931507044e+01,4.066599284191795699e-02,5.269566496140226874e+00,2.136188579287818801e+00,4.540288368951510278e-02,2.128396158509922031e+00,1.045455263524129874e+00
