# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.006010621530016663e-02,3.455576385576624165e-01,7.496961091083118034e-02,5.031329341317365700e-02,-1.604996115758617399e-04,-3.402188130833782963e-05
1.745329251994329547e-02,9.954337899543378398e+01,4.981234462800330359e-02,6.726165663645921056e-01,1.494525094709812651e-01,5.030424979726790674e-02,1.237299987385645506e-02,2.624873412701780092e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.956970863776077180e-02,9.813685554156009738e-01,2.233626846676004252e-01,5.027098456719000796e-02,5.836246078679949850e-02,1.241818931266455185e-02
5.235987755982988295e-02,9.863013698630136616e+01,4.933191950746135951e-02,1.272672410019288991e+00,2.966589540387264967e-01,5.021526277489678919e-02,1.349925665086575688e-01,2.886844416096812777e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.909871774422678442e-02,1.547208274046952603e+00,3.693449636732847319e-01,5.013884947234514139e-02,2.392233141004572183e-01,5.151911046932242805e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.886986130802145611e-02,1.806687964687859527e+00,4.414616098625041563e-01,5.004350971149195554e-02,3.678264559771148301e-01,7.992613974398610210e-02
1.047197551196597659e-01,9.726027397260273233e+01,4.864512401995681884e-02,2.051107462249915692e+00,5.130489913699418647e-01,4.993100854429406710e-02,5.174294853788916626e-01,1.136499567036808739e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.842429414450438729e-02,2.281832316504462277e+00,5.841353405028201218e-01,4.980311102270837398e-02,6.845776544555144394e-01,1.522481376167907074e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.820717312389028592e-02,2.500170326204615101e+00,6.547457776100040761e-01,4.966158219869173246e-02,8.658203581368502100e-01,1.952689534155707396e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.799357444561892783e-02,2.705229186582695178e+00,7.249074509325899029e-01,4.950818712420100576e-02,1.057820343944095853e+00,2.422460875709527006e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.778332262654085699e-02,2.899078028645717175e+00,7.946481017206588060e-01,4.934469085119311954e-02,1.257319860818401525e+00,2.927012441450325686e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.757625229913065024e-02,3.081994812440416176e+00,8.639941175497777293e-01,4.917285843162488845e-02,1.461072019326429050e+00,3.461495678664968101e-01
2.094395102393195318e-01,9.452054794520547887e+01,4.737220738766816791e-02,3.253677169443006445e+00,9.329706031399171984e-01,4.899445491745319653e-02,1.666664530776961417e+00,4.021026209477254754e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.717104036381512822e-02,3.416121624477959529e+00,1.001602104653233072e+00,4.881124536063491393e-02,1.871445024938868551e+00,4.600593868813260823e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.697261157264819714e-02,3.568300041368249076e+00,1.069912768250044222e+00,4.862499481312695243e-02,2.072506825688125609e+00,5.194981777024731961e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.677678862155108808e-02,3.711530616960986517e+00,1.137926266353173732e+00,4.843746832688615445e-02,2.268306377659868645e+00,5.798738466174051531e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.658344582548929608e-02,3.846932951945556400e+00,1.205665741430287596e+00,4.825043095386937625e-02,2.457434214314901055e+00,6.406209425259810075e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.639246370133899566e-02,3.973066109776961063e+00,1.273153842997735596e+00,4.806564774603350881e-02,2.637054064074644266e+00,7.011557650541155873e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.620372850110850138e-02,4.091665484674805953e+00,1.340412836642289829e+00,4.788475030534903448e-02,2.806510248454523904e+00,7.609202660184287703e-01
3.316125578789225758e-01,9.132420091324200939e+01,4.601713178859991732e-02,4.203527054397503626e+00,1.407464625731675412e+00,4.770797476300283474e-02,2.966630401004211937e+00,8.198054287644365168e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.583257005510262688e-02,4.306664608686535445e+00,1.474330792238744747e+00,4.753472583284750613e-02,3.117587074164521965e+00,8.779800993600592740e-01
3.665191429188092154e-01,9.041095890410957736e+01,4.564994436747515233e-02,4.403752040701647275e+00,1.541032629961260225e+00,4.736439716206318484e-02,3.260109228800781356e+00,9.356235440025605365e-01
3.839724354387524796e-01,8.995433789954337556e+01,4.546916003241565502e-02,4.495912663846674207e+00,1.607591160991378443e+00,4.719638239783004174e-02,3.396082059874436343e+00,9.929218353846549494e-01
4.014257279586957439e-01,8.949771689497715954e+01,4.529012629459200356e-02,4.580836438120828191e+00,1.674027197493905383e+00,4.703007518732817832e-02,3.525041591474010971e+00,1.050067651641369615e+00
4.188790204786390636e-01,8.904109589041095774e+01,4.511275606715853259e-02,4.660508472976206740e+00,1.740361357927994845e+00,4.686486917773776545e-02,3.647854160049956107e+00,1.107260091269613334e+00
4.363323129985823834e-01,8.858447488584474172e+01,4.493696566921926566e-02,4.734161555976093894e+00,1.806614101026898123e+00,4.670015801623896012e-02,3.766005499588812366e+00,1.164704554350622701e+00
4.537856055185257032e-01,8.812785388127853992e+01,4.476267458006177175e-02,4.802733962785462829e+00,1.872805770792464797e+00,4.653533535001189159e-02,3.879420167299600042e+00,1.222612707917237973e+00
4.712388980384689674e-01,8.767123287671232390e+01,4.458980523057713002e-02,4.867354272864690579e+00,1.938956605671458444e+00,4.636980908165702631e-02,3.987581181910397010e+00,1.281197488737164436e+00
4.886921905584122872e-01,8.721461187214610788e+01,4.441828279051441425e-02,4.926025961910030837e+00,2.005086789159336025e+00,4.620367390920396972e-02,4.091699075662798890e+00,1.340432372909112768e+00
5.061454830783556069e-01,8.675799086757990608e+01,4.424803497064148244e-02,5.033718909067431468e+00,2.071216474926050655e+00,4.603800204354138725e-02,4.191378905062300042e+00,1.399937600361720103e+00
5.235987755982988157e-01,8.630136986301369006e+01,4.407899185885708754e-02,5.201935946968473168e+00,2.137365806084380981e+00,4.587394037491531601e-02,4.284105605043642129e+00,1.459295111673693857e+00
5.410520681182421354e-01,8.584474885844748826e+01,4.391108573708979446e-02,5.370842507924217024e+00,2.203554967962936040e+00,4.571263579357191797e-02,4.370829697592543361e+00,1.518074932485401707e+00
5.585053606381854552e-01,8.538812785388127224e+01,4.374425093108325058e-02,5.540050229213121291e+00,2.269804198735472234e+00,4.555523518975728575e-02,4.452706595161693315e+00,1.575835408044244268e+00
5.759586531581287749e-01,8.493150684931507044e+01,4.357842366832876541e-02,5.711603040251735486e+00,2.336133828133346135e+00,4.540288368951510278e-02,4.528041734750064329e+00,1.632124335516987435e+00
5.934119456780720947e-01,8.447488584474885442e+01,4.341354192434918741e-02,5.883422022255427208e+00,2.402564317450285536e+00,4.525587110131409213e-02,4.596551084215145799e+00,1.686798124108613184e+00
6.108652381980153034e-01,8.401826484018263841e+01,4.324954531071742436e-02,6.055430032185377343e+00,2.469116270481406250e+00,4.511225922639046371e-02,4.660724733417289656e+00,1.740547893497036425e+00
6.283185307179586232e-01,8.356164383561643660e+01,4.308637493419505138e-02,6.229415784937084588e+00,2.535810488696320419e+00,4.496975168504233067e-02,4.720860695682517871e+00,1.794218923368789298e+00
