# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365700e-02,1.349538939731115827e-01,6.449956389788910616e-02,5.031329341317365700e-02,1.349538939731115827e-01,6.449956389788910616e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.968571272590952687e-02,2.761408362911945691e-01,1.291631279691313750e-01,5.030434701831434235e-02,1.369248267609801395e-01,6.542245381117506309e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.905546411294094133e-02,4.240906396843973081e-01,1.939777885630893095e-01,5.027139069520356052e-02,1.441952131923740221e-01,6.882185677840613192e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.842313585071491427e-02,5.783853439437104393e-01,2.589304290199079261e-01,5.021616554049224829e-02,1.564137046320243640e-01,7.451722922628559176e-02
6.981317007977318190e-02,9.818181818181817277e+01,4.778931577791280944e-02,7.388164097073355308e-01,3.240077196705146712e-01,5.014041265083118287e-02,1.732472719936924144e-01,8.232757631623750794e-02
8.726646259971647390e-02,9.772727272727271952e+01,4.715457977208563356e-02,9.051613466544662367e-01,3.891961178366193375e-01,5.004587312287123169e-02,1.943767335995520151e-01,9.207166832698492065e-02
1.047197551196597659e-01,9.727272727272726627e+01,4.651946753620015557e-02,1.077181187457731726e+00,4.544818678307143700e-01,4.993428805326320663e-02,2.194921832819921592e-01,1.035682435781604821e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.588452365334565880e-02,1.254621522901234298e+00,5.198510482516153219e-01,4.980739853865798206e-02,2.482879883844818225e-01,1.166361874844832475e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.525031822697867662e-02,1.437217069687173332e+00,5.852897611666244559e-01,4.966694567570639068e-02,2.804572612970908096e-01,1.310946802194636884e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.461742599303803597e-02,1.624691358214184866e+00,6.507841794070714503e-01,4.951467056105929299e-02,3.156859345982422904e-01,1.467633080818861735e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.398641221192155920e-02,1.816756669098447352e+00,7.163205465683133433e-01,4.935231429136750780e-02,3.536467567473386420e-01,1.634621360279675528e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.335782802751922405e-02,2.013114614411986469e+00,7.818851770097348108e-01,4.918161796328190255e-02,3.939936526427639252e-01,1.810117409744660677e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.273222742206654601e-02,2.213456419405821940e+00,8.474644558547479445e-01,4.900432267345328913e-02,4.363570527459948445e-01,1.992332071362146462e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.211017644797905579e-02,2.417467358006744060e+00,9.130448389907921403e-01,4.882216951853254189e-02,4.803504526437467614e-01,2.179480634311241338e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.149225331941343992e-02,2.624821963815481496e+00,9.786128530693343208e-01,4.863689959517047967e-02,5.255831306131432124e-01,2.369781927097902863e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.087903805225120285e-02,2.835707379507041992e+00,1.044155086705329749e+00,4.845025400001799071e-02,5.716502553627954564e-01,2.561457772933478094e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.027108305770740748e-02,3.050742855649966945e+00,1.109658105546298401e+00,4.826397382972586608e-02,6.181298751961813442e-01,2.752731954620745158e-01
2.967059728390360474e-01,9.227272727272726627e+01,3.966895091701076043e-02,3.269765093874875017e+00,1.175108404738823609e+00,4.807980018094495239e-02,6.645760476679459794e-01,2.941828849558174586e-01
3.141592653589793116e-01,9.181818181818181301e+01,3.907322641507773864e-02,3.492653130884751711e+00,1.240492408406809410e+00,4.789938242959296960e-02,7.105453933852319270e-01,3.127066687202198492e-01
3.316125578789225758e-01,9.136363636363635976e+01,3.848451654051259635e-02,3.719679214311296889e+00,1.305796425452290466e+00,4.772308747985864325e-02,7.559096256106693223e-01,3.308079308054246992e-01
3.490658503988658956e-01,9.090909090909090651e+01,3.790342759205458933e-02,3.950407560682726693e+00,1.371006415334184103e+00,4.755033905577510378e-02,8.007847943547797831e-01,3.485467109972872901e-01
3.665191429188092154e-01,9.045454545454545325e+01,3.733046980715206548e-02,4.184619574707478584e+00,1.436107910777621566e+00,4.738053903395018224e-02,8.453005652029106365e-01,3.659851317217276967e-01
3.839724354387524796e-01,9.000000000000000000e+01,3.676616108928618121e-02,4.422109672780465850e+00,1.501086232474098114e+00,4.721308929099159168e-02,8.895931361644898727e-01,3.831852657283414398e-01
4.014257279586957439e-01,8.954545454545454675e+01,3.621110586656713787e-02,4.663246491104930946e+00,1.565927482559091644e+00,4.704739170350721172e-02,9.338047952836183718e-01,4.002091708519869839e-01
4.188790204786390636e-01,8.909090909090909349e+01,3.566588622516229240e-02,4.907609214349582416e+00,1.630618810881509617e+00,4.688284814810473461e-02,9.780832747748272604e-01,4.171189235731752598e-01
4.363323129985823834e-01,8.863636363636364024e+01,3.513095907100186738e-02,5.154997036798719456e+00,1.695147768200612415e+00,4.671886050139199137e-02,1.022581631938233482e+00,4.339766417410038102e-01
4.537856055185257032e-01,8.818181818181817277e+01,3.460704271927429049e-02,5.405187495139238685e+00,1.759501546503758451e+00,4.655483063997677140e-02,1.067458357395942414e+00,4.508445047211541157e-01
4.712388980384689674e-01,8.772727272727271952e+01,3.409449954879793104e-02,5.658311685031736538e+00,1.823666259917613885e+00,4.639016461617424120e-02,1.112876165375645376e+00,4.677843547939141144e-01
4.886921905584122872e-01,8.727272727272726627e+01,3.359410053377328426e-02,5.913789299511471143e+00,1.887625426807358231e+00,4.622480638343461762e-02,1.158853194773718620e+00,4.848028167003780586e-01
5.061454830783556069e-01,8.681818181818181301e+01,3.310634952415971582e-02,6.171221807371134460e+00,1.951363548008377968e+00,4.605976261207797573e-02,1.205109210190083768e+00,5.017971115944218630e-01
5.235987755982988157e-01,8.636363636363635976e+01,3.263177085538350453e-02,6.431521908441605540e+00,2.014875933776281158e+00,4.589616462674245972e-02,1.251319757236772023e+00,5.186514072598520375e-01
5.410520681182421354e-01,8.590909090909090651e+01,3.217090000907038561e-02,6.695851266303588289e+00,2.078169613342983002e+00,4.573514375206620686e-02,1.297150637337288304e+00,5.352495897468295682e-01
5.585053606381854552e-01,8.545454545454545325e+01,3.172446195590795243e-02,6.966126031679240604e+00,2.141261896286032140e+00,4.557783131268731275e-02,1.342258294826002896e+00,5.514752257173483052e-01
5.759586531581287749e-01,8.500000000000000000e+01,3.129284596837440813e-02,7.242635166643681011e+00,2.204175058836768120e+00,4.542535863324394935e-02,1.386290380044185477e+00,5.672115203034200359e-01
5.934119456780720947e-01,8.454545454545454675e+01,3.087677705528199534e-02,7.525554917660094212e+00,2.266929449985708445e+00,4.527829875356095823e-02,1.429049329665253776e+00,5.823989659845021372e-01
6.108652381980153034e-01,8.409090909090909349e+01,3.047674384710173309e-02,7.815108852251991145e+00,2.329544380112985813e+00,4.513496042713534273e-02,1.470999237458088471e+00,5.972118850391907596e-01
6.283185307179586232e-01,8.363636363636364024e+01,3.009330448545464998e-02,8.111703578572482698e+00,2.392039440717389276e+00,4.499307844081341240e-02,1.512787423703762402e+00,6.118843762125719676e-01
6.457718232379019430e-01,8.318181818181817277e+01,2.972704725053026964e-02,8.415855417535933469e+00,2.454434190045918562e+00,4.485038758138577136e-02,1.555078320937472114e+00,6.266511553528384404e-01
6.632251157578451517e-01,8.272727272727271952e+01,2.937852187040772625e-02,8.728181543470668657e+00,2.516747894210382697e+00,4.470462263564307925e-02,1.598553219758936939e+00,6.417476359582547918e-01
6.806784082777884715e-01,8.227272727272726627e+01,2.904815793524739148e-02,9.048621426367169818e+00,2.578999670586318071e+00,4.455351839037597489e-02,1.643910687084172428e+00,6.574100406658380802e-01
6.981317007977317912e-01,8.181818181818181301e+01,2.873416422210001153e-02,9.377597812112897557e+00,2.641208574882748294e+00,4.439480963237503464e-02,1.691867645398086983e+00,6.738755503520139634e-01
7.155849933176750000e-01,8.136363636363635976e+01,2.843490786445144677e-02,9.715497291799911395e+00,2.703393604814361417e+00,4.422623114843095282e-02,1.743161078388775653e+00,6.913825036537343260e-01
7.330382858376184307e-01,8.090909090909090651e+01,2.814898429389224577e-02,1.006273464348569391e+01,2.765573708793390484e+00,4.404551772533431275e-02,1.798550324757007823e+00,7.101706606004087874e-01
7.504915783575616395e-01,8.045454545454545325e+01,2.787517630562505802e-02,1.041973423121363496e+01,2.827767831055512548e+00,4.385040414987573937e-02,1.858819963773269857e+00,7.304815446942795054e-01
7.679448708775049592e-01,8.000000000000000000e+01,2.761242209405811651e-02,1.078693455839690074e+01,2.889994935665153530e+00,4.363865010072872502e-02,1.924775436057452049e+00,7.525563321783311777e-01
7.853981633974482790e-01,7.954545454545454675e+01,2.735978982919843108e-02,1.116478864903838364e+01,2.952274041013707606e+00,4.341021886819890901e-02,1.996558783689118766e+00,7.764086845136347614e-01
8.028514559173914877e-01,7.909090909090909349e+01,2.711645721903030784e-02,1.155376252312419361e+01,3.014624240216309481e+00,4.316897580434139736e-02,2.073077886744485898e+00,8.016452843966603847e-01
8.203047484373349185e-01,7.863636363636364024e+01,2.688169494139060547e-02,1.195433882992231034e+01,3.077064739410386718e+00,4.291918601441425257e-02,2.153073639351919866e+00,8.278292714658497253e-01
8.377580409572781273e-01,7.818181818181817277e+01,2.665485308646437304e-02,1.236701443040453263e+01,3.139614879642185219e+00,4.266511460367548858e-02,2.235238228193365373e+00,8.545210432200099904e-01
8.552113334772214470e-01,7.772727272727271952e+01,2.643534997143679940e-02,1.279230405072582499e+01,3.202294174772314150e+00,4.241102667738318177e-02,2.318208148079999642e+00,8.812775365558467300e-01
8.726646259971647668e-01,7.727272727272726627e+01,2.622266288050367766e-02,1.323073819133598761e+01,3.265122335299377454e+00,4.216118734079535302e-02,2.400560367585252486e+00,9.076516594259547155e-01
8.901179185171079755e-01,7.681818181818181301e+01,2.601632030189183001e-02,1.368286676678417990e+01,3.328119306548082967e+00,4.191986169917003013e-02,2.480822502593913903e+00,9.331916292907755928e-01
9.075712110370514063e-01,7.636363636363635976e+01,2.581589539575451092e-02,1.414925767550072067e+01,3.391305296015410864e+00,4.169131485776525481e-02,2.557496493928288483e+00,9.574408441008664949e-01
9.250245035569946150e-01,7.590909090909090651e+01,2.562100048721441259e-02,1.463049990730586281e+01,3.454700810991880200e+00,4.147972639789908322e-02,2.629076084988891893e+00,9.799468491592567831e-01
