# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,6.380004445442224448e-01,9.307094755410950937e-02,5.031329341317365006e-02,6.380004445442224448e-01,9.307094755410950937e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.963934001639445925e-02,1.296123231383105256e+00,1.866149278594337324e-01,5.030434701831434235e-02,6.466202324048753169e-01,9.431170479965243769e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.896346281628300573e-02,1.973862575916782713e+00,2.806170305776085061e-01,5.027139069520356052e-02,6.784005108727807487e-01,9.888255299989939795e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.828619283204056006e-02,2.670521932328351777e+00,3.750620787165795944e-01,5.021616554049223441e-02,7.317504805001754375e-01,1.065426877723429505e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.760798429314571506e-02,3.385208350910796415e+00,4.699346286306024800e-01,5.014041265083117593e-02,8.051256772056135658e-01,1.170517094692655607e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.692927956208400864e-02,4.116980570285750929e+00,5.652189700202427947e-01,5.004587312287121781e-02,8.970132220144125812e-01,1.301695688039825327e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.625052107505651933e-02,4.864952174002674212e+00,6.608991259323758749e-01,4.993428805326320663e-02,1.005918227632162987e+00,1.456565211605098387e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.557217780726913192e-02,5.628193618349152771e+00,7.569588527601869288e-01,4.980739853865797512e-02,1.130351375024387650e+00,1.632730794216409598e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.489476374855497914e-02,6.405683426450314855e+00,8.533816402431710912e-01,4.966694567570639068e-02,1.268817678026326945e+00,1.827799579289107468e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.421868828823505293e-02,7.196352094315859205e+00,9.501507114671335907e-01,4.951467056105929299e-02,1.419806459579270319e+00,2.039380026930854295e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.354436232802455509e-02,7.999105803617807098e+00,1.047249022864189083e+00,4.935231429136749393e-02,1.581782567465420009e+00,2.265081052451967114e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.287228614086887463e-02,8.812827003839389661e+00,1.144659358636371582e+00,4.918161796328189561e-02,1.753178859075941620e+00,2.502510995808248651e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.220294068201178861e-02,9.636379367498012272e+00,1.242364679891749146e+00,4.900432267345327525e-02,1.932389983075301743e+00,2.749276435160238341e-01
