# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,1.825779435950209695e-01,7.400262287711539821e-02,5.031329341317365006e-02,1.825779435950209695e-01,7.400262287711539821e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.997506014333628899e-02,3.649770004438997462e-01,1.484980027419941784e-01,5.030434701831434235e-02,1.873836638690988543e-01,7.595802295264819648e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.964010764695683114e-02,5.471860870861195991e-01,2.234647758458538358e-01,5.027139069520356052e-02,2.050953509113268292e-01,8.316816476054629537e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.930859745254238813e-02,7.293781584095216930e-01,2.988968361137003815e-01,5.021616554049223441e-02,2.348054448715618803e-01,9.527481888805147681e-02
6.981317007977318190e-02,9.818181818181817277e+01,4.898069166767549804e-02,9.116503159822543223e-01,3.747853347797407420e-01,5.014041265083117593e-02,2.756220021605252923e-01,1.119321557223776770e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.865655297901412546e-02,1.094110775725607221e+00,4.511208140030425473e-01,5.004587312287121781e-02,3.266655068029612474e-01,1.328035172347614701e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.833634319326080703e-02,1.276867159499310844e+00,5.278935223777101449e-01,4.993428805326320663e-02,3.870670631161949871e-01,1.575584919486381352e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.802021960683629243e-02,1.460050494575696911e+00,6.050954845170211094e-01,4.980739853865797512e-02,4.559680968145562452e-01,1.858701995909899929e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.770834237003653694e-02,1.643754875810667926e+00,6.827185246824639675e-01,4.966694567570639068e-02,5.325214655319541190e-01,2.174127172586013679e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.740087669282969096e-02,1.827964859138237363e+00,7.607503392307983781e-01,4.951467056105929299e-02,6.158914726061101019e-01,2.518586207554905365e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.709799284485608611e-02,2.012780464329675389e+00,8.391801959229370222e-01,4.935231429136749393e-02,7.052371512533661679e-01,2.888767115982484590e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.679986100964130674e-02,2.198343327669708636e+00,9.179997244620059504e-01,4.918161796328189561e-02,7.997051377207009537e-01,3.281296962759482905e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.650662882792668679e-02,2.384736866030580771e+00,9.972003578684829339e-01,4.900432267345327525e-02,8.984404347789155532e-01,3.692723439266436536e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.621844098294464881e-02,2.572025890548276017e+00,1.076772902051238212e+00,4.882216951853253495e-02,1.000582884204564316e+00,4.119492603205527903e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.593548050398921223e-02,2.760267066502295918e+00,1.156707535807534049e+00,4.863689959517046579e-02,1.105252926801959745e+00,4.557930523163899461e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.565789960853938734e-02,2.949518001660239364e+00,1.236994034616720972e+00,4.845025400001798377e-02,1.211548794158091358e+00,5.004223578222842805e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.538584748838850325e-02,3.139863744992695160e+00,1.317622555982047361e+00,4.826397382972585914e-02,1.318548981643819840e+00,5.454405142191315337e-01
2.967059728390360474e-01,9.227272727272726627e+01,4.511945294089575453e-02,3.331386075459459306e+00,1.398583423892475919e+00,4.807980018094494545e-02,1.425300643228499808e+00,5.904339744552299374e-01
3.141592653589793116e-01,9.181818181818181301e+01,4.485890498056687575e-02,3.524170392675407104e+00,1.479867018989714733e+00,4.789938242959296266e-02,1.530863622615839859e+00,6.349938890426775062e-01
3.316125578789225758e-01,9.136363636363635976e+01,4.460411791930180697e-02,3.718296929279507612e+00,1.561463778568215721e+00,4.772308747985863631e-02,1.635000078040199423e+00,6.790146987599239292e-01
3.490658503988658956e-01,9.090909090909090651e+01,4.435497391659721372e-02,3.913844663061639917e+00,1.643364196575175962e+00,4.755033905577509684e-02,1.738015248664251056e+00,7.226253257054070511e-01
3.665191429188092154e-01,9.045454545454545325e+01,4.411141824569624753e-02,4.110893726911736934e+00,1.725558823610536363e+00,4.738053903395017530e-02,1.840265967310786843e+00,7.659669517395858440e-01
3.839724354387524796e-01,9.000000000000000000e+01,4.387333934999140816e-02,4.309518949205729754e+00,1.808038266926983217e+00,4.721308929099159168e-02,1.942132247523953525e+00,8.091873499176711615e-01
4.014257279586957439e-01,8.954545454545454675e+01,4.364062256664107131e-02,4.509743543247020980e+00,1.890793190429947535e+00,4.704739170350720479e-02,2.044010172208271303e+00,8.524417395224372918e-01
4.188790204786390636e-01,8.909090909090909349e+01,4.341321506452357204e-02,4.711568655381435988e+00,1.973814312086431100e+00,4.688284814810472767e-02,2.146305939413447827e+00,8.958919321329505969e-01
4.363323129985823834e-01,8.863636363636364024e+01,4.319097718730166569e-02,4.915172800854696433e+00,2.057092306227806588e+00,4.671886050139198443e-02,2.249432075045028956e+00,9.397066619137485199e-01
4.537856055185257032e-01,8.818181818181817277e+01,4.297385150657793279e-02,5.120833791915189614e+00,2.140617678365908993e+00,4.655483063997676446e-02,2.353818413222945605e+00,9.840624054790828579e-01
4.712388980384689674e-01,8.772727272727271952e+01,4.276172018960149035e-02,5.328259947325893364e+00,2.224380756998389330e+00,4.639016461617423426e-02,2.459913462062035538e+00,1.029143264078431930e+00
4.886921905584122872e-01,8.727272727272726627e+01,4.255449334514197629e-02,5.537495219684161363e+00,2.308371715487918419e+00,4.622480638343461068e-02,2.567842337759636884e+00,1.074995799007436803e+00
5.061454830783556069e-01,8.681818181818181301e+01,4.235204267955409302e-02,5.749324805580945608e+00,2.392581013383134891e+00,4.605976261207796879e-02,2.677031449342572866e+00,1.121369672554197283e+00
5.235987755982988157e-01,8.636363636363635976e+01,4.215410769889429976e-02,5.963354107335868015e+00,2.476999805865625959e+00,4.589616462674245972e-02,2.786785567398232466e+00,1.167963131947250988e+00
5.410520681182421354e-01,8.590909090909090651e+01,4.196043332036242246e-02,6.179679804336701388e+00,2.561619894786467899e+00,4.573514375206619992e-02,2.896371006032637752e+00,1.214457620804398452e+00
5.585053606381854552e-01,8.545454545454545325e+01,4.177078340725725453e-02,6.398454275405282665e+00,2.646432473514503503e+00,4.557783131268730581e-02,3.005018676149173729e+00,1.260518171323354197e+00
5.759586531581287749e-01,8.500000000000000000e+01,4.158493866832057434e-02,6.619609568691592116e+00,2.731426986435161464e+00,4.542535863324394241e-02,3.111903008131124970e+00,1.305787998320593557e+00
5.934119456780720947e-01,8.454545454545454675e+01,4.140269498693972816e-02,6.843138391613497795e+00,2.816591713586026113e+00,4.527829875356095130e-02,3.216541030288173175e+00,1.350058159922783441e+00
6.108652381980153034e-01,8.409090909090909349e+01,4.122386202493393687e-02,7.069114958974892282e+00,2.901916322913893342e+00,4.513496042713533579e-02,3.320087140451169816e+00,1.393812496191463079e+00
6.283185307179586232e-01,8.363636363636364024e+01,4.104826195687120982e-02,7.298651496111101977e+00,2.987392307058734708e+00,4.499307844081339852e-02,3.424190900075096522e+00,1.437741560506426985e+00
6.457718232379019430e-01,8.318181818181817277e+01,4.087572834921217313e-02,7.531027699772669060e+00,3.073011116388540742e+00,4.485038758138576442e-02,3.530568491505683859e+00,1.482560564795120328e+00
6.632251157578451517e-01,8.272727272727271952e+01,4.070610516014202401e-02,7.766083361143392594e+00,3.158763317801537518e+00,4.470462263564307231e-02,3.641036472479989516e+00,1.529021845739976238e+00
6.806784082777884715e-01,8.227272727272726627e+01,4.053924584451442520e-02,8.004510056934142526e+00,3.244639855529502626e+00,4.455351839037597489e-02,3.757540147220960414e+00,1.577924655783733865e+00
6.981317007977317912e-01,8.181818181818181301e+01,4.037501255109673948e-02,8.246849174367223867e+00,3.330632392754853122e+00,4.439480963237502770e-02,3.882180763336297691e+00,1.630124040363101656e+00
7.155849933176750000e-01,8.136363636363635976e+01,4.021327540096075043e-02,8.491548535908247430e+00,3.416730410416103147e+00,4.422623114843094588e-02,4.017252718638062881e+00,1.686542768544795790e+00
7.330382858376184307e-01,8.090909090909090651e+01,4.005391183722505077e-02,8.740928966863171112e+00,3.502921447616596851e+00,4.404551772533431275e-02,4.165264238985950662e+00,1.748174337224126296e+00
7.504915783575616395e-01,8.045454545454545325e+01,3.989680603681854121e-02,8.992753510843165543e+00,3.589196608201592475e+00,4.385040414987573937e-02,4.328979395135044150e+00,1.816098519345609841e+00
7.679448708775049592e-01,8.000000000000000000e+01,3.974184837791026881e-02,9.250043679862294255e+00,3.675548720058943619e+00,4.363865010072871808e-02,4.511467341458445190e+00,1.891503990295989590e+00
7.853981633974482790e-01,7.954545454545454675e+01,3.958893495721189926e-02,9.510581260019462135e+00,3.761968051427438731e+00,4.341021886819889514e-02,4.714270258932851121e+00,1.974922732824840876e+00
8.028514559173914877e-01,7.909090909090909349e+01,3.943796715210481918e-02,9.775413671043764907e+00,3.848444549833491379e+00,4.316897580434139042e-02,4.935703301240534024e+00,2.065456794409350483e+00
8.203047484373349185e-01,7.863636363636364024e+01,3.928885122330238316e-02,1.004540835123887987e+01,3.934968565439286081e+00,4.291918601441424563e-02,5.173670763347002932e+00,2.161994990454529919e+00
8.377580409572781273e-01,7.818181818181817277e+01,3.914149794959321388e-02,1.031930246904814119e+01,4.021529922997413742e+00,4.266511460367548164e-02,5.424912631002597685e+00,2.263263156837988177e+00
8.552113334772214470e-01,7.772727272727271952e+01,3.899582228918155313e-02,1.059799509069009460e+01,4.108120829478423275e+00,4.241102667738317483e-02,5.686853042265512137e+00,2.367824503283435078e+00
8.726646259971647668e-01,7.727272727272726627e+01,3.885174307661120457e-02,1.088306619103272688e+01,4.194733012951139095e+00,4.216118734079535302e-02,5.955578674249937698e+00,2.473944518429767037e+00
8.901179185171079755e-01,7.681818181818181301e+01,3.870918274796451147e-02,1.117275280545370286e+01,4.281352748187685187e+00,4.191986169917002319e-02,6.225899128025971230e+00,2.579601004321336433e+00
9.075712110370514063e-01,7.636363636363635976e+01,3.856806707806949980e-02,1.146781299438474555e+01,4.367971037622443653e+00,4.169131485776524787e-02,6.492190512965414051e+00,2.682548100470258046e+00
9.250245035569946150e-01,7.590909090909090651e+01,3.842832493818439804e-02,1.176908089958359938e+01,4.454582158689276206e+00,4.147972639789908322e-02,6.747858573447106600e+00,2.780374117774455645e+00
9.424777960769379348e-01,7.545454545454545325e+01,3.828988808614579992e-02,1.207656065443326732e+01,4.541176992974705229e+00,4.128464590144775848e-02,6.991476906823921311e+00,2.872720037102582058e+00
9.599310885968812546e-01,7.500000000000000000e+01,3.815269096077590627e-02,1.239025086140960852e+01,4.627740919860826807e+00,4.109872082387536901e-02,7.231935476970903665e+00,2.962658731320841010e+00
9.773843811168245743e-01,7.454545454545454675e+01,3.801667048589372350e-02,1.271118794478116598e+01,4.714265174987065876e+00,4.091403583837361496e-02,7.478862899273065246e+00,3.053861335300251056e+00
9.948376736367677831e-01,7.409090909090909349e+01,3.788176590895746959e-02,1.303957912396201202e+01,4.800742176015226903e+00,4.072267561813421033e-02,7.742815927580317670e+00,3.150317382929922250e+00
1.012290966156711214e+00,7.363636363636364024e+01,3.774791863077085752e-02,1.337566525984955135e+01,4.887163338594112005e+00,4.051672483634879279e-02,8.037322907116603687e+00,3.256345905244954597e+00
1.029744258676654312e+00,7.318181818181817277e+01,3.761507205213084071e-02,1.371984035790558565e+01,4.973519874465609725e+00,4.028826816620913881e-02,8.377165218094875243e+00,3.376635917026801881e+00
1.047197551196597631e+00,7.272727272727271952e+01,3.748317144535598389e-02,1.407223715488158788e+01,5.059801032595428794e+00,4.002939028090691381e-02,8.779809995558627733e+00,3.516302499069413390e+00
1.064650843716540951e+00,7.227272727272726627e+01,3.735216380596492747e-02,1.443315820419457474e+01,5.145995143625774482e+00,3.973217585363381793e-02,9.266342462539473246e+00,3.680979858395363902e+00
1.082104136236484271e+00,7.181818181818181301e+01,3.722199774268013933e-02,1.480352639731909292e+01,5.232093104437465669e+00,3.939095168534852837e-02,9.859682145011719356e+00,3.875607255765577186e+00
