# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,1.229384062104967174e-01,6.774748650854986454e-02,5.031329341317365006e-02,1.229384062104967174e-01,6.774748650854986454e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.997246118328429326e-02,2.479173900292591104e-01,1.360252874612142560e-01,5.030434701831434235e-02,1.261707107858824894e-01,6.952053522063653124e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.963673782460340661e-02,3.748660845117348650e-01,2.048131601887412112e-01,5.027139069520356052e-02,1.380998488577993011e-01,7.606073558506837307e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.930631802083316334e-02,5.038378163188230729e-01,2.741043346358132404e-01,5.021616554049223441e-02,1.581679119627864005e-01,8.705117236573035877e-02
6.981317007977318190e-02,9.818181818181817277e+01,4.898139857362564936e-02,6.348627878719309559e-01,3.438919677837535827e-01,5.014041265083117593e-02,1.858562129348990122e-01,1.021906959875261423e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.866217838360040182e-02,7.679465968695641243e-01,4.141670989352501664e-01,5.004587312287121781e-02,2.206749925675360047e-01,1.211900052204077372e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.834885211528821419e-02,9.030895364999171893e-01,4.849194688381266438e-01,4.993428805326320663e-02,2.621547519908957735e-01,1.437681130863945889e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.804159622436832838e-02,1.040299049388830221e+00,5.561385498831797891e-01,4.980739853865797512e-02,3.098391834422619673e-01,1.696490517026719158e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.774059151614035157e-02,1.179596520513860325e+00,6.278143231393531476e-01,4.966694567570639068e-02,3.632795741246204746e-01,1.985587104478876153e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.744603796550458941e-02,1.321060062087367371e+00,6.999397707753466369e-01,4.951467056105929299e-02,4.220295829359683726e-01,2.302218542871792561e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.715813622823183254e-02,1.464707197699503860e+00,7.725068855306254090e-01,4.935231429136749393e-02,4.856330661520740777e-01,2.643599540758369559e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.687704185432473719e-02,1.610507723151580528e+00,8.455050444398367615e-01,4.918161796328189561e-02,5.536146359704273712e-01,3.006880552219924896e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.660296621960038910e-02,1.758515324713668670e+00,9.189251724755734818e-01,4.900432267345327525e-02,6.254755932817217534e-01,3.389120755702503818e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.633610614249587117e-02,1.908788593511235421e+00,9.927593561507790376e-01,4.882216951853253495e-02,7.006862291244089214e-01,3.787257385406926358e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.607668253480497189e-02,2.061350591142903532e+00,1.066999242665771730e+00,4.863689959517046579e-02,7.786793816855581696e-01,4.198083773721114076e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.582483781658662492e-02,2.216214996988090213e+00,1.141635889643060731e+00,4.845025400001798377e-02,8.588427316664205557e-01,4.618214313263244164e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.558072378408554309e-02,2.373389886839039065e+00,1.216659765127345860e+00,4.826397382972585914e-02,9.405140388641344273e-01,5.044057015398607513e-01
2.967059728390360474e-01,9.227272727272726627e+01,4.534421871370482998e-02,2.532900220021504722e+00,1.292060995785691224e+00,4.807980018094494545e-02,1.022973556438435683e+00,5.471794038573414287e-01
3.141592653589793116e-01,9.181818181818181301e+01,4.511506331114608498e-02,2.694830233559613486e+00,1.367830217190497022e+00,4.789938242959296266e-02,1.105481875352836152e+00,5.897580999278282388e-01
3.316125578789225758e-01,9.136363636363635976e+01,4.489276601835180680e-02,2.859211190970931682e+00,1.443958251948763705e+00,4.772308747985863631e-02,1.187855742479134280e+00,6.320438133169006267e-01
3.490658503988658956e-01,9.090909090909090651e+01,4.467686467239906367e-02,3.025963968975900364e+00,1.520435967184364578e+00,4.755033905577509684e-02,1.270354498096995410e+00,6.741644713090308993e-01
3.665191429188092154e-01,9.045454545454545325e+01,4.446693937842438604e-02,3.195217839172582508e+00,1.597254274538045360e+00,4.738053903395017530e-02,1.353258270652141215e+00,7.162630737017375848e-01
3.839724354387524796e-01,9.000000000000000000e+01,4.426260764933512976e-02,3.367212164652684248e+00,1.674404130167425286e+00,4.721308929099159168e-02,1.436859285164773903e+00,7.584897033200502792e-01
4.014257279586957439e-01,8.954545454545454675e+01,4.406352006771445395e-02,3.541814544628310912e+00,1.751876534746995340e+00,4.704739170350720479e-02,1.521465084136213397e+00,8.010021944578300523e-01
4.188790204786390636e-01,8.909090909090909349e+01,4.386935652077065401e-02,3.719009207793863236e+00,1.829662533468120023e+00,4.688284814810472767e-02,1.607436837231852378e+00,8.439743719139854994e-01
4.363323129985823834e-01,8.863636363636364024e+01,4.367982297769591044e-02,3.898897093146939774e+00,1.907753216039035804e+00,4.671886050139198443e-02,1.695185128996630652e+00,8.875948055096875011e-01
4.537856055185257032e-01,8.818181818181817277e+01,4.349464867560642878e-02,4.081566360984823838e+00,1.986139715294211294e+00,4.655483063997676446e-02,1.785152645541028482e+00,9.320649359143529100e-01
4.712388980384689674e-01,8.772727272727271952e+01,4.331358368319817437e-02,4.267103918781570471e+00,2.064813143876176316e+00,4.639016461617423426e-02,1.877823812636352674e+00,9.776033648851737423e-01
4.886921905584122872e-01,8.727272727272726627e+01,4.313639677470726408e-02,4.455584783234781909e+00,2.143764506186944807e+00,4.622480638343461068e-02,1.973421643710132622e+00,1.024298637271212176e+00
5.061454830783556069e-01,8.681818181818181301e+01,4.296287356301929650e-02,4.647075185986732748e+00,2.222984691882116781e+00,4.605976261207796879e-02,2.071538270551533056e+00,1.071931383903704127e+00
5.235987755982988157e-01,8.636363636363635976e+01,4.279281485706952493e-02,4.841631163747522670e+00,2.302464484871755257e+00,4.589616462674245972e-02,2.171634946306449709e+00,1.120224241320647796e+00
5.410520681182421354e-01,8.590909090909090651e+01,4.262603521420425812e-02,5.039313444178727508e+00,2.382194807652394442e+00,4.573514375206619992e-02,2.273122689403422658e+00,1.168883033016586470e+00
5.585053606381854552e-01,8.545454545454545325e+01,4.246236165942999380e-02,5.240186810549979590e+00,2.462166988362788356e+00,4.557783131268730581e-02,2.375296436901494612e+00,1.217565395542224982e+00
