# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.006131592097105842e-02,1.269234567850247852e-01,6.162168837220818873e-02,5.031329341317365006e-02,-1.686683735847632073e-06,-8.150239475097501179e-07
1.745329251994329547e-02,9.954337899543378398e+01,4.981645099977100727e-02,2.524379462497766680e-01,1.231727481435942878e-01,5.030424979726789980e-02,4.512955711154481575e-03,2.181062203899321143e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.957821138525941168e-02,3.765187506991962141e-01,1.846636864346660467e-01,5.027098456719000102e-02,2.114581268691630503e-02,1.022567907666946212e-02
5.235987755982988295e-02,9.863013698630136616e+01,4.934616707127868762e-02,4.991548789916910867e-01,2.461056054787171543e-01,5.021526277489678225e-02,4.910001090564632825e-02,2.376808977681255791e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.911994544300592874e-02,6.202445495063391157e-01,3.075102026218274887e-01,5.013884947234513445e-02,8.762106991024502800e-02,4.247635329389905234e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.889919980394301369e-02,7.400862498740948814e-01,3.688897703228630198e-01,5.004350971149195554e-02,1.359799549927904749e-01,6.604181528719825500e-02
1.047197551196597659e-01,9.726027397260273233e+01,4.868360606854658240e-02,8.590851279296287668e-01,4.302571961534756850e-01,4.993100854429406016e-02,1.934580813821042411e-01,9.417024981184736465e-02
1.221730476396030718e-01,9.680365296803653052e+01,4.847286439590111490e-02,9.777253137243362424e-01,4.916259627981037217e-01,4.980311102270836704e-02,2.593351962861622506e-01,1.265737671923150565e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.826669956673602935e-02,1.100317488716109349e+00,5.530101480539711956e-01,4.966158219869172552e-02,3.328808367921788358e-01,1.629634166522194449e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.806485775499232810e-02,1.226445821876595454e+00,6.144244248310886114e-01,4.950818712420099882e-02,4.133488905632861643e-01,2.030424677532153555e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.786710229431544172e-02,1.353943451877871018e+00,6.758840611522520803e-01,4.934469085119310566e-02,4.999402338292072145e-01,2.465014544067933300e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.767321330432006121e-02,1.482811310262575288e+00,7.374049201530442632e-01,4.917285843162488151e-02,5.917824652848792111e-01,2.930130049551809557e-01
2.094395102393195318e-01,9.452054794520547887e+01,4.748298576151530753e-02,1.612941538840210409e+00,7.990034600818336497e-01,4.899445491745319653e-02,6.881346330679298795e-01,3.422246873500855990e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.729622760667474141e-02,1.744652401393726571e+00,8.606967342997748904e-01,4.881124536063491393e-02,7.884192124574016525e-01,3.937544397896339254e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.711275965644177305e-02,1.877919336491283397e+00,9.225023912808084647e-01,4.862499481312694549e-02,8.917055059539841233e-01,4.471866938197654462e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.693241448714655095e-02,2.012784588511267181e+00,9.844386746116614573e-01,4.843746832688614751e-02,9.982371505360165820e-01,5.020693620924197020e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.675503424577912709e-02,2.149644630437346216e+00,1.046524422991846892e+00,4.825043095386937625e-02,1.110289093687385709e+00,5.579115576148866440e-01
