# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,7.932340543066924710e-01,1.023975098201753281e-01,5.031329341317365006e-02,7.932340543066924710e-01,1.023975098201753281e-01
1.745329251994329547e-02,9.954545454545454675e+01,4.961274066872111560e-02,1.554205959325577036e+00,2.035406368927871745e-01,5.030434701831434235e-02,8.031247109300319043e-01,1.036935424320459681e-01
3.490658503988659095e-02,9.909090909090909349e+01,4.891602587130358670e-02,2.285158545341428482e+00,3.034858185750223258e-01,5.027139069520356052e-02,8.395200474433407445e-01,1.084667984177771771e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.822330508896990886e-02,2.988351070738713755e+00,4.022903897756727187e-01,5.021616554049223441e-02,9.003694402405443276e-01,1.164618329850848344e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.753474486566348217e-02,3.665937392768280123e+00,5.000099522769870797e-01,5.014041265083117593e-02,9.835564400754011061e-01,1.274215320070039292e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.685056756494048597e-02,4.319919822832691381e+00,5.966970700977421993e-01,5.004587312287121781e-02,1.086921731603599950e+00,1.410877171666212460e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.617095966892139497e-02,4.952225847805509673e+00,6.924021711451511241e-01,4.993428805326320663e-02,1.208284352108681459e+00,1.572017058628351893e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.549607232669181794e-02,5.564694147393871582e+00,7.871736112183289613e-01,4.980739853865797512e-02,1.345460857622168716e+00,1.755048146188618319e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.482607261121795278e-02,6.159062883392443233e+00,8.810577408163899893e-01,4.966694567570639068e-02,1.496282211761904568e+00,1.957387980052374410e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.416114313425991561e-02,6.736920890077300328e+00,9.740990975982102285e-01,4.951467056105929299e-02,1.658608250795736705e+00,2.176462180483556552e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.350146774038429059e-02,7.299743113412518802e+00,1.066340530583388624e+00,4.935231429136749393e-02,1.830339648484665238e+00,2.409707417431873888e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.284722927056013042e-02,7.848912657098144230e+00,1.157823302151097522e+00,4.918161796328189561e-02,2.009427366797181147e+00,2.654573666263296827e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.219860956215897713e-02,8.385731941789657640e+00,1.248587213962098819e+00,4.900432267345327525e-02,2.193879634100399656e+00,2.908525763964496802e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.155578889017629701e-02,8.911428683125704353e+00,1.338670701908256211e+00,4.882216951853253495e-02,2.381766500982371859e+00,3.169044297797494747e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.091894479306158738e-02,9.427163555134111306e+00,1.428110931705135256e+00,4.863689959517046579e-02,2.571221246381218961e+00,3.433625777231412712e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.028825575771689815e-02,9.934037537541186680e+00,1.516943895428549016e+00,4.845025400001798377e-02,2.760440258179497786e+00,3.699782362961178128e-01
2.792526803190927276e-01,9.272727272727271952e+01,3.966390228044111566e-02,1.043309580593493280e+01,1.605204483707801888e+00,4.826397382972585914e-02,2.947682183205034612e+00,3.965041242458616222e-01
2.967059728390360474e-01,9.227272727272726627e+01,3.904606686692994877e-02,1.092533613714771867e+01,1.692926578647012015e+00,4.807980018094494545e-02,3.131264997344588075e+00,4.226943710319879810e-01
3.141592653589793116e-01,9.181818181818181301e+01,3.843493403227593586e-02,1.141171068015205847e+01,1.780143114412950034e+00,4.789938242959296266e-02,3.309652292572231147e+00,4.483175159314084501e-01
3.316125578789225758e-01,9.136363636363635976e+01,3.783069029715601522e-02,1.189313361347732112e+01,1.866886158128349127e+00,4.772308747985863631e-02,3.482607702426663288e+00,4.733249675000000267e-01
3.490658503988658956e-01,9.090909090909090651e+01,3.723351937408861390e-02,1.237048308513691275e+01,1.953186968335815621e+00,4.755033905577509684e-02,3.650814071265778171e+00,4.978017122001550665e-01
3.665191429188092154e-01,9.045454545454545325e+01,3.664358794063909269e-02,1.284460671442430524e+01,2.039076061385446614e+00,4.738053903395017530e-02,3.814952715413759243e+00,5.218352478077769030e-01
3.839724354387524796e-01,9.000000000000000000e+01,3.606104802773402868e-02,1.331632477403191217e+01,2.124583270323071371e+00,4.721308929099159168e-02,3.975683892257216634e+00,5.455124775008941551e-01
4.014257279586957439e-01,8.954545454545454675e+01,3.548608415020108875e-02,1.378643329103081960e+01,2.209737798829423561e+00,4.704739170350720479e-02,4.133648625799182241e+00,5.689198354827806892e-01
4.188790204786390636e-01,8.909090909090909349e+01,3.491891811340334245e-02,1.425570709226018096e+01,2.294568280047355024e+00,4.688284814810472767e-02,4.289470198549137692e+00,5.921433667285408431e-01
4.363323129985823834e-01,8.863636363636364024e+01,3.435969296762746844e-02,1.472490026692250176e+01,2.379102821214580832e+00,4.671886050139198443e-02,4.443755357041339948e+00,6.152687628804931474e-01
4.537856055185257032e-01,8.818181818181817277e+01,3.380854931234622551e-02,1.519475333062146838e+01,2.463369061419988348e+00,4.655483063997676446e-02,4.597094912866248606e+00,6.383813529614144056e-01
4.712388980384689674e-01,8.772727272727271952e+01,3.326574675830620137e-02,1.566599306063796426e+01,2.547394209724049396e+00,4.639016461617423426e-02,4.750061099414442545e+00,6.615655820475989657e-01
4.886921905584122872e-01,8.727272727272726627e+01,3.273145385241015004e-02,1.613933875519378347e+01,2.631205101199708629e+00,4.622480638343461068e-02,4.902717504148838223e+00,6.848300058580815142e-01
5.061454830783556069e-01,8.681818181818181301e+01,3.220582604672049543e-02,1.661550095097738478e+01,2.714828230639771078e+00,4.605976261207796879e-02,5.054154727586877449e+00,7.080338248238895460e-01
5.235987755982988157e-01,8.636363636363635976e+01,3.168904182941343489e-02,1.709518880980022004e+01,2.798289806588252215e+00,4.589616462674245972e-02,5.203372518523111445e+00,7.310191563514482072e-01
5.410520681182421354e-01,8.590909090909090651e+01,3.118127841657106214e-02,1.757912403498769649e+01,2.881615782145493299e+00,4.573514375206619992e-02,5.349393926844986602e+00,7.536285094746998370e-01
5.585053606381854552e-01,8.545454545454545325e+01,3.068271072680503822e-02,1.806805043840068592e+01,2.964831907444818171e+00,4.557783131268730581e-02,5.491262896266947635e+00,7.757046885593599228e-01
5.759586531581287749e-01,8.500000000000000000e+01,3.019350834783379733e-02,1.856271721308738520e+01,3.047963758609565144e+00,4.542535863324394241e-02,5.628041750170356572e+00,7.970907186409451617e-01
5.934119456780720947e-01,8.454545454545454675e+01,2.971381712715953985e-02,1.906388550179249108e+01,3.131036787803795907e+00,4.527829875356095130e-02,5.759305299895980390e+00,8.177080383761905491e-01
6.108652381980153034e-01,8.409090909090909349e+01,2.924388460908164747e-02,1.957232618825105064e+01,3.214076351353240657e+00,4.513496042713533579e-02,5.886638758458809129e+00,8.377953084744427237e-01
6.283185307179586232e-01,8.363636363636364024e+01,2.878391371670816976e-02,2.008881025756226180e+01,3.297107762257091235e+00,4.499307844081339852e-02,6.012101244344994377e+00,8.576710668498622736e-01
6.457718232379019430e-01,8.318181818181817277e+01,2.833400448112322750e-02,2.061406519564313200e+01,3.380156317681995315e+00,4.485038758138576442e-02,6.137713671015733397e+00,8.776533337416360103e-01
6.632251157578451517e-01,8.272727272727271952e+01,2.789434953652361951e-02,2.114881976198876501e+01,3.463247338000403186e+00,4.470462263564307231e-02,6.265461208681787575e+00,8.980597185886128875e-01
6.806784082777884715e-01,8.227272727272726627e+01,2.746520415197532469e-02,2.169381353541762181e+01,3.546406195503656100e+00,4.455351839037597489e-02,6.397294421277432086e+00,9.192075166514586115e-01
6.981317007977317912e-01,8.181818181818181301e+01,2.704660002561928497e-02,2.224981650094290941e+01,3.629658401752383412e+00,4.439480963237502770e-02,6.535129150106792295e+00,9.414137989863659017e-01
7.155849933176750000e-01,8.136363636363635976e+01,2.663889865048116659e-02,2.281766556940574731e+01,3.713029634850295579e+00,4.422623114843094588e-02,6.680845521749093407e+00,9.649955147243385323e-01
7.330382858376184307e-01,8.090909090909090651e+01,2.624211677303856308e-02,2.339824756685974450e+01,3.796545647482087116e+00,4.404551772533431275e-02,6.836286401086363540e+00,9.902696222992708464e-01
7.504915783575616395e-01,8.045454545454545325e+01,2.585653691625255587e-02,2.399248405399119832e+01,3.880232303313939202e+00,4.385040414987573937e-02,7.003255741963992698e+00,1.017553276526999673e+00
7.679448708775049592e-01,8.000000000000000000e+01,2.548233689502085383e-02,2.460149675071101427e+01,3.964116166740021985e+00,4.363865010072871808e-02,7.183495787049205106e+00,1.047160591224795656e+00
7.853981633974482790e-01,7.954545454545454675e+01,2.511956675094577374e-02,2.522640243356877932e+01,4.048224461025251131e+00,4.341021886819889514e-02,7.376847554507461879e+00,1.079098350812899287e+00
8.028514559173914877e-01,7.909090909090909349e+01,2.476855212377016349e-02,2.586760592276036164e+01,4.132582893391891332e+00,4.316897580434139042e-02,7.579880393743380296e+00,1.112828852191001916e+00
8.203047484373349185e-01,7.863636363636364024e+01,2.442947272647723669e-02,2.652497951408082955e+01,4.217214130562338070e+00,4.291918601441424563e-02,7.788912616653901111e+00,1.147759414718628523e+00
8.377580409572781273e-01,7.818181818181817277e+01,2.410243728641691882e-02,2.719710966674714925e+01,4.302134131645425796e+00,4.266511460367548164e-02,8.000352196039267838e+00,1.183297762733532377e+00
