# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,8.088366525890564596e-01,9.942766937917080217e-02,5.031329341317365006e-02,8.088366525890564596e-01,9.942766937917080217e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.964569338617115524e-02,1.616760869040126503e+00,1.986200335875722978e-01,5.030434701831434235e-02,8.196385937690385814e-01,1.007547603758267435e-01
3.490658503988659095e-02,9.909090909090909349e+01,4.898189268913103606e-02,2.424318660636610723e+00,2.976082843804226385e-01,5.027139069520356052e-02,8.594357762242207377e-01,1.056439205182526514e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.832201106805899399e-02,3.232074560293341836e+00,3.964232982620781165e-01,5.021616554049223441e-02,9.261437348309845552e-01,1.138384382534868289e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.766620488509086540e-02,4.040614016004262510e+00,4.950956845839427634e-01,5.014041265083117593e-02,1.017688147716470315e+00,1.250824834228984328e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.701458266914607803e-02,4.850545828641216417e+00,5.936558335889022819e-01,5.004587312287121781e-02,1.132002605861886169e+00,1.391208992650272980e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.636725235594149619e-02,5.662504589119681242e+00,6.921339636308999621e-01,4.993428805326320663e-02,1.267026625112124494e+00,1.556990150624852076e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.572435803575849306e-02,6.477153140855416602e+00,7.905601677503251157e-01,4.980739853865797512e-02,1.420703768519406163e+00,1.745624696935399733e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.508603751196147563e-02,7.295185086533837904e+00,8.889644597813814997e-01,4.966694567570639068e-02,1.590979782257005093e+00,1.954570391150944608e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.445240702804514887e-02,8.117327359218803551e+00,9.873768201643385867e-01,4.951467056105929299e-02,1.775800679792503667e+00,2.181284633001570050e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.382357657664665701e-02,8.944342878945455766e+00,1.085827241633404494e+00,4.935231429136749393e-02,1.973110737320333818e+00,2.423222703934924671e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.319966288098290447e-02,9.776996351319345635e+00,1.184345431067670873e+00,4.918161796328189561e-02,2.180850389140819079e+00,2.677835978448435128e-01
