# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317364312e-02,7.694820789610105072e-01,9.615653667628004664e-02,5.031329341317364312e-02,7.694820789610105072e-01,9.615653667628004664e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.960887698315089023e-02,1.547514918004294859e+00,1.924590334214352216e-01,5.030434701831432848e-02,7.792880676876672297e-01,9.737583424221128714e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.890799842598467922e-02,2.333391698518890056e+00,2.889018877018966758e-01,5.027139069520355358e-02,8.154277553861489780e-01,1.018682511344313618e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.821089159629467213e-02,3.126340836160491410e+00,3.854794321792459622e-01,5.021616554049222747e-02,8.760466028667933669e-01,1.093991412475748271e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.751775420928921329e-02,3.925526154423554015e+00,4.821859347102152027e-01,5.014041265083116899e-02,9.593187274662428043e-01,1.197353034832270291e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.682875216397124757e-02,4.730047539377165045e+00,5.790155983466869216e-01,5.004587312287121087e-02,1.063437618996508460e+00,1.326445687362905190e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.614406506940215563e-02,5.538948861956050074e+00,6.759625613356938789e-01,4.993428805326319275e-02,1.186607578696723841e+00,1.478954225923106713e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.546388177929291258e-02,6.351292000825250028e+00,7.730208971194196810e-01,4.980739853865797512e-02,1.327035912478373936e+00,1.652566578238598149e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.478839312839149461e-02,7.166170584429202961e+00,8.701846143351980034e-01,4.966694567570637681e-02,1.482925905055694660e+00,1.844970524803940526e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.411779117573400022e-02,7.982677460249827384e+00,9.674476568155133682e-01,4.951467056105928605e-02,1.652470598158219950e+00,2.053850709139350417e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.345226799764151382e-02,8.799869346112435764e+00,1.064803903588000367e+00,4.935231429136748699e-02,1.833847392893703576e+00,2.276885864746471810e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.279201550403650967e-02,9.616788928923169166e+00,1.162247168875444325e+00,4.918161796328188867e-02,2.025213492704428742e+00,2.511746258465415438e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.213722543844285184e-02,1.043276813091456745e+01,1.259771202095780751e+00,4.900432267345326831e-02,2.224702198725584168e+00,2.756091360750607677e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.148808937798578733e-02,1.124778199033965365e+01,1.357369687862095775e+00,4.882216951853252801e-02,2.430420054113469952e+00,3.007567751395203159e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.084480117541634814e-02,1.206206675558205355e+01,1.455036245982626264e+00,4.863689959517046579e-02,2.640444607256414500e+00,3.263807012404477126e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.020756293816441646e-02,1.287543351025561833e+01,1.552764431460758932e+00,4.845025400001798377e-02,2.852823226168267112e+00,3.522424179765182295e-01
2.792526803190927276e-01,9.272727272727271952e+01,3.957657231418525157e-02,1.368726737182156938e+01,1.650547734495031671e+00,4.826397382972585220e-02,3.065573067069126356e+00,3.781016935014049341e-01
2.967059728390360474e-01,9.227272727272726627e+01,3.895201870291503665e-02,1.449699300590880924e+01,1.748379580479131779e+00,4.807980018094493158e-02,3.276681580883428868e+00,4.037164864093798489e-01
3.141592653589793116e-01,9.181818181818181301e+01,3.833408325527088573e-02,1.530419860033699564e+01,1.846253368182138033e+00,4.789938242959295572e-02,3.484213148139140070e+00,4.288556654824480230e-01
3.316125578789225758e-01,9.136363636363635976e+01,3.772293902726655407e-02,1.610854488395734663e+01,1.944162863957015208e+00,4.772308747985863631e-02,3.687689663084218861e+00,4.534655499679485779e-01
3.490658503988658956e-01,9.090909090909090651e+01,3.711876584193108536e-02,1.690966356978102780e+01,2.042102434325404392e+00,4.755033905577509684e-02,3.887723182256015875e+00,4.776241111436533293e-01
3.665191429188092154e-01,9.045454545454545325e+01,3.652177730124642890e-02,1.770719048108855631e+01,2.140066962628383251e+00,4.738053903395016836e-02,4.084961461480537182e+00,5.014129763489513225e-01
3.839724354387524796e-01,9.000000000000000000e+01,3.593219386394867071e-02,1.850058619278598471e+01,2.238050661673125941e+00,4.721308929099158475e-02,4.280062460061167862e+00,5.249144222571401341e-01
4.014257279586957439e-01,8.954545454545454675e+01,3.535016380558782950e-02,1.928899776987442749e+01,2.336046210507563003e+00,4.704739170350719785e-02,4.473693469954398871e+00,5.482113332588351984e-01
4.188790204786390636e-01,8.909090909090909349e+01,3.477584958199154974e-02,2.007147765366211445e+01,2.434045323721528931e+00,4.688284814810471379e-02,4.666530413835256574e+00,5.713871760065777350e-01
4.363323129985823834e-01,8.863636363636364024e+01,3.420949099500755763e-02,2.084818798428866060e+01,2.532040955647173686e+00,4.671886050139198443e-02,4.859257456534701092e+00,5.945260053227967578e-01
4.537856055185257032e-01,8.818181818181817277e+01,3.365128683488732148e-02,2.161958167368733541e+01,2.630027639534495698e+00,4.655483063997675752e-02,5.052567410382487800e+00,6.177124931831716736e-01
4.712388980384689674e-01,8.772727272727271952e+01,3.310141480288366495e-02,2.238425023371130251e+01,2.727999876061708129e+00,4.639016461617423426e-02,5.247156285983233914e+00,6.410313433907420810e-01
4.886921905584122872e-01,8.727272727272726627e+01,3.256005330787178909e-02,2.314160967767599075e+01,2.825951364759415885e+00,4.622480638343459680e-02,5.443089240669091389e+00,6.644915000765657664e-01
5.061454830783556069e-01,8.681818181818181301e+01,3.202738249214622662e-02,2.389243221699775077e+01,2.923876123376145664e+00,4.605976261207796879e-02,5.639167640746829413e+00,6.879507843418737334e-01
