# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.014507701059664480e-02,9.398189004438090022e-02,6.916944978183341142e-02,5.031329341317365006e-02,-3.387933144609885734e-05,-2.491114196288323406e-05
1.745329251994329547e-02,9.954337899543378398e+01,4.998211486517598751e-02,1.871894861730326320e-01,1.379371870179706971e-01,5.030424979726789980e-02,4.961346175907778086e-03,3.648181264001912685e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.982403973152327997e-02,2.794808460990217402e-01,2.062314422957873539e-01,5.027098456719000102e-02,2.339421484802711379e-02,1.720505104123104187e-02
5.235987755982988295e-02,9.863013698630136616e+01,4.967051888641375867e-02,3.707732709277494765e-01,2.740142528486111950e-01,5.021526277489678225e-02,5.447544249629202723e-02,4.007565424144915456e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.952125387365834130e-02,4.609685391312973168e-01,3.412814625557223369e-01,5.013884947234513445e-02,9.750617772918269976e-02,7.176626755941031832e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.937597402682827874e-02,5.501304051061357558e-01,4.080613326683482645e-01,5.004350971149195554e-02,1.518369071577061746e-01,1.118316319244370138e-01
1.047197551196597659e-01,9.726027397260273233e+01,4.923442951820399677e-02,6.381884241291426729e-01,4.743917036625862060e-01,4.993100854429406016e-02,2.168305503792896660e-01,1.598481294600278269e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.909639101672675504e-02,7.251922933613695887e-01,5.403013162418326409e-01,4.980311102270836704e-02,2.918330691677646915e-01,2.153881002470989514e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.896164963609377085e-02,8.111314154167321711e-01,6.058123911624941904e-01,4.966158219869172552e-02,3.761342375844766717e-01,2.780037347723122165e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.883001392410481201e-02,8.959179730844339939e-01,6.709477608912505220e-01,4.950818712420099882e-02,4.689327984939917759e-01,3.472345453148893979e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.870130525478556099e-02,9.796701056563629217e-01,7.357316778785490952e-01,4.934469085119310566e-02,5.694941948152552058e-01,4.226127436142148031e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.857535743878602097e-02,1.062218325035204636e+00,8.001881607176793976e-01,4.917285843162488151e-02,6.768585045049373417e-01,5.036403587886315592e-01
2.094395102393195318e-01,9.452054794520547887e+01,4.845201672338050880e-02,1.143676471557776297e+00,8.643401064782113563e-01,4.899445491745319653e-02,7.901261085194785094e-01,5.897548587071035353e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.833114178714791043e-02,1.224003251535436210e+00,9.282095244755240726e-01,4.881124536063491393e-02,9.080810455661615377e-01,6.803268325415868789e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.821260227191584424e-02,1.303099997489591155e+00,9.918180646930513378e-01,4.862499481312694549e-02,1.029615779580808077e+00,7.746589764080208385e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.809627532196684985e-02,1.381134951550734513e+00,1.055187083948374571e+00,4.843746832688614751e-02,1.153322872970301782e+00,8.719747345231352309e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.798204508562533416e-02,1.457835047266465400e+00,1.118337597984424558e+00,4.825043095386937625e-02,1.277812794794550566e+00,9.714137321528836244e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.786980271525759223e-02,1.533427220561457638e+00,1.181290246606476524e+00,4.806564774603350881e-02,1.401693540283011297e+00,1.072028879399242296e+00
3.141592653589793116e-01,9.178082191780821120e+01,4.775944636727177950e-02,1.607767914913796226e+00,1.244065312302539583e+00,4.788475030534902754e-02,1.523351448825718268e+00,1.172854791792164786e+00
3.316125578789225758e-01,9.132420091324200939e+01,4.765088120211794648e-02,1.680869258457880155e+00,1.306682802052664405e+00,4.770797476300282780e-02,1.642380249118177593e+00,1.273645633243590369e+00
3.490658503988658956e-01,9.086757990867579338e+01,4.754401920508541379e-02,1.753392114180865491e+00,1.369162469503722335e+00,4.753472583284749919e-02,1.759689596146225998e+00,1.374636025641057691e+00
3.665191429188092154e-01,9.041095890410957736e+01,4.743877727126476207e-02,1.824503990385934804e+00,1.431523862499373356e+00,4.736439716206318484e-02,1.874742173133135070e+00,1.476099434543281408e+00
3.839724354387524796e-01,8.995433789954337556e+01,4.733507604548130299e-02,1.894503954701771242e+00,1.493786403288111186e+00,4.719638239783003480e-02,1.987675410287764954e+00,1.578337753512093933e+00
4.014257279586957439e-01,8.949771689497715954e+01,4.723283990608401206e-02,1.963143576060651929e+00,1.555969391062137275e+00,4.703007518732817138e-02,2.099577702170241977e+00,1.681681989818869072e+00
4.188790204786390636e-01,8.904109589041095774e+01,4.713199696494552865e-02,2.031101339875740042e+00,1.618091921093219643e+00,4.686486917773775157e-02,2.212388153135793178e+00,1.786494642274507827e+00
4.363323129985823834e-01,8.858447488584474172e+01,4.703247906746214207e-02,2.097976195658631138e+00,1.680172820766731911e+00,4.670015801623894625e-02,2.356803283163696694e+00,1.893176944474579626e+00
4.537856055185257032e-01,8.812785388127853992e+01,4.693422179255381244e-02,2.163472172634061774e+00,1.742230748465148693e+00,4.653533535001187771e-02,2.510139273328931164e+00,2.002164766280688291e+00
4.712388980384689674e-01,8.767123287671232390e+01,4.683716445266415673e-02,2.234011149262950635e+00,1.804284812367465740e+00,4.636980908165701937e-02,2.671397141338922587e+00,2.113896831008511334e+00
4.886921905584122872e-01,8.721461187214610788e+01,4.674125004994856419e-02,2.319239844471647327e+00,1.866354804570832027e+00,4.620367390920396972e-02,2.841044182121134742e+00,2.228329117415645211e+00
5.061454830783556069e-01,8.675799086757990608e+01,4.664642436284290039e-02,2.405904010264730442e+00,1.928460457254946636e+00,4.603800204354138031e-02,3.018664289547673185e+00,2.344682048833691024e+00
5.235987755982988157e-01,8.630136986301369006e+01,4.655263508211011231e-02,2.493715206762436409e+00,1.990619355603446827e+00,4.587394037491530907e-02,3.203444303957235118e+00,2.462063261684232174e+00
5.410520681182421354e-01,8.584474885844748826e+01,4.645983177693357308e-02,2.582646192518124995e+00,2.052846557698030150e+00,4.571263579357191104e-02,3.394266211926314281e+00,2.579518164165306882e+00
5.585053606381854552e-01,8.538812785388127224e+01,4.636796589491706810e-02,2.673236652713145478e+00,2.115153878211925242e+00,4.555523518975727881e-02,3.590195240092531215e+00,2.696032160467302763e+00
5.759586531581287749e-01,8.493150684931507044e+01,4.627699076208479506e-02,2.765106519844624966e+00,2.177548925113313771e+00,4.540288368951509584e-02,3.789179039826414019e+00,2.810542738114129246e+00
5.934119456780720947e-01,8.447488584474885442e+01,4.618686158288137084e-02,2.858689662013379262e+00,2.240035427156799930e+00,4.525587110131407825e-02,3.990883819542474065e+00,2.922600070399738126e+00
6.108652381980153034e-01,8.401826484018263841e+01,4.609753544017183152e-02,2.953824311283919091e+00,2.302616706712476535e+00,4.511225922639045677e-02,4.197359035667535210e+00,3.033485862528009225e+00
6.283185307179586232e-01,8.356164383561643660e+01,4.600897129524163243e-02,3.050734767389473134e+00,2.365297473239039938e+00,4.496975168504232373e-02,4.412182643115932557e+00,3.144846892308396313e+00
6.457718232379019430e-01,8.310502283105022059e+01,4.592112998779663419e-02,3.149494806639763667e+00,2.428083044240939348e+00,4.482605209756788944e-02,4.639065676207438926e+00,3.258415015862561326e+00
6.632251157578451517e-01,8.264840182648401878e+01,4.583397422313872233e-02,3.249738109283468734e+00,2.490977915387139419e+00,4.467886408426530870e-02,4.883463194296147947e+00,3.375994234432346808e+00
6.806784082777884715e-01,8.219178082191780277e+01,4.574746810182466622e-02,3.352221346242581390e+00,2.553985853688539365e+00,4.452589126543275017e-02,5.150690748327234836e+00,3.499458741108838478e+00
6.981317007977317912e-01,8.173515981735158675e+01,4.566157652451155458e-02,3.456718240610242798e+00,2.617111026065231716e+00,4.436483726136833394e-02,5.447401856336715475e+00,3.630741479954324724e+00
7.155849933176750000e-01,8.127853881278538495e+01,4.557626515373541798e-02,3.563437666625739464e+00,2.680358257521067156e+00,4.419340569237025645e-02,5.781630297722546885e+00,3.771816007358820055e+00
7.330382858376184307e-01,8.082191780821916893e+01,4.549150041391123583e-02,3.672312601050725878e+00,2.743732417930202505e+00,4.400930017873671413e-02,6.162755718529925097e+00,3.924698366520119386e+00
7.504915783575616395e-01,8.036529680365296713e+01,4.540724949133293636e-02,3.783330583711310258e+00,2.807238118219940404e+00,4.381022434076578542e-02,6.603081692275779346e+00,4.091423123204480206e+00
7.679448708775049592e-01,7.990867579908675111e+01,4.532348033417339661e-02,3.897118474903025653e+00,2.870879898991749002e+00,4.359400578563256412e-02,7.116437485885217740e+00,4.273914607230999252e+00
7.853981633974482790e-01,7.945205479452054931e+01,4.524016165248444243e-02,4.012968162827767138e+00,2.934662359171479107e+00,4.336157164469899017e-02,7.712652320728203392e+00,4.471375951194598741e+00
8.028514559173914877e-01,7.899543378995433329e+01,4.515726291819684851e-02,4.131634483320895335e+00,2.998590134138700680e+00,4.311709284568653738e-02,8.392253319120085209e+00,4.680017763495065708e+00
8.203047484373349185e-01,7.853881278538811728e+01,4.507475436512033834e-02,4.252853395269458048e+00,3.062667882301619571e+00,4.286489317635176072e-02,9.145345561689879332e+00,4.895662826171021997e+00
8.377580409572781273e-01,7.808219178082191547e+01,4.499260698894358423e-02,4.376984126934453379e+00,3.126900321494843205e+00,4.260929642445125676e-02,9.959846842153265101e+00,5.113947409863346394e+00
8.552113334772214470e-01,7.762557077625569946e+01,4.491079254723420039e-02,4.504135134784768901e+00,3.191292163853898245e+00,4.235462637774163597e-02,1.082123140404713979e+01,5.330537124493921475e+00
8.726646259971647668e-01,7.716894977168949765e+01,4.482928355443932533e-02,4.633837081486831266e+00,3.255847568047411045e+00,4.210520682397948106e-02,1.171428092529280285e+01,5.541344974871581286e+00
8.901179185171079755e-01,7.671232876712328164e+01,4.474805312006956137e-02,4.767274633776592552e+00,3.320570251777698267e+00,4.186536155092141637e-02,1.262314099449251081e+01,5.742601758966927150e+00
9.075712110370514063e-01,7.625570776255707983e+01,4.466707475559048707e-02,4.903546359721049797e+00,3.385464600572556826e+00,4.163941434632401073e-02,1.352408281541516999e+01,5.930693564292420561e+00
9.250245035569946150e-01,7.579908675799086382e+01,4.458632236310330205e-02,5.043600372562853984e+00,3.450535877710496191e+00,4.143127213689007382e-02,1.439356286702400567e+01,6.102434820263638926e+00
9.424777960769379348e-01,7.534246575342464780e+01,4.450577023534486865e-02,5.186781315840907070e+00,3.515790003894465166e+00,4.123827909610967152e-02,1.523679160452086201e+01,6.260146556597160128e+00
9.599310885968812546e-01,7.488584474885844600e+01,4.442539305568768415e-02,5.333593952130875948e+00,3.581231241586131819e+00,4.105255566900679193e-02,1.608100194117446335e+01,6.410322481554588059e+00
9.773843811168245743e-01,7.442922374429222998e+01,4.434516589813988774e-02,5.484817942417605785e+00,3.646861890876405887e+00,4.086607762380452258e-02,1.696052726905968200e+01,6.559330686199185578e+00
9.948376736367677831e-01,7.397260273972602818e+01,4.426506422734526741e-02,5.639258108899187327e+00,3.712687297965233668e+00,4.067082072872611059e-02,1.791714051045021350e+01,6.713220002703966571e+00
1.012290966156711214e+00,7.351598173515981216e+01,4.418506389858325306e-02,5.798405239857598481e+00,3.778713482677684699e+00,4.045876075199461575e-02,1.899753966871108446e+01,6.877605747642342671e+00
1.029744258676654312e+00,7.305936073059359614e+01,4.410514115776891647e-02,5.961080891202951371e+00,3.844943488423314903e+00,4.022187346183318801e-02,2.025554801183358222e+01,7.057501446591533778e+00
1.047197551196597631e+00,7.260273972602739434e+01,4.402527264145297131e-02,6.128702574055568952e+00,3.911382284230139561e+00,3.995213462646503289e-02,2.175118936983424689e+01,7.257082228364600596e+00
1.064650843716540951e+00,7.214611872146117832e+01,4.394543537682178702e-02,6.300617981422976577e+00,3.978035480549484859e+00,3.964152960322401414e-02,2.355899796978247451e+01,7.479383507329771419e+00
1.082104136236484271e+00,7.168949771689497652e+01,4.386560678169736105e-02,6.477385438338555623e+00,4.044905794958808087e+00,3.928726495546971953e-02,2.572585591752792666e+01,7.722476759031652982e+00
1.099557428756427591e+00,7.123287671232876050e+01,4.378576465868437573e-02,6.659272239900287715e+00,4.111998899014617237e+00,3.890039406060440130e-02,2.822212849503134180e+01,7.974619341172428655e+00
1.117010721276370910e+00,7.077625570776255870e+01,4.370588672530511393e-02,6.845758015113466932e+00,4.179320564600390142e+00,3.849423989924227046e-02,3.096938126177596118e+01,8.223936876247140759e+00
1.134464013796314230e+00,7.031963470319634268e+01,4.362594980776197257e-02,7.038338798685183306e+00,4.246872762207826391e+00,3.808212545199763516e-02,3.388677962135933086e+01,8.460686286432931524e+00
1.151917306316257550e+00,6.986301369863012667e+01,4.354592976159889217e-02,7.235621988538471605e+00,4.314660336255971451e+00,3.767737369948475495e-02,3.686840358644460736e+01,8.677465578100825638e+00
1.169370598836200648e+00,6.940639269406392486e+01,4.346580147170132913e-02,7.439837480256123570e+00,4.382689709106276865e+00,3.729330762231790330e-02,3.979639162912643258e+01,8.869083057162839623e+00
1.186823891356144189e+00,6.894977168949770885e+01,4.338553885229628343e-02,7.648910619079789974e+00,4.450965624758448591e+00,3.694008162773673026e-02,4.255522968070721390e+01,9.033615568926576245e+00
1.204277183876087287e+00,6.849315068493150704e+01,4.330511484695228480e-02,7.865054453124896483e+00,4.519490231582341089e+00,3.661071322131779354e-02,4.518148113388494380e+01,9.177325486594698489e+00
1.221730476396030607e+00,6.803652968036529103e+01,4.322450142857939270e-02,8.086826761805342656e+00,4.588268434029797227e+00,3.629245294785624076e-02,4.776305460970237959e+01,9.307685232453225765e+00
1.239183768915973927e+00,6.757990867579908922e+01,4.314366959942919633e-02,8.315668349996848008e+00,4.657306274110725397e+00,3.597254700903820129e-02,5.039501685887044147e+01,9.430967718429020152e+00
1.256637061435917246e+00,6.712328767123287321e+01,4.306258939109482847e-02,8.551002206857335253e+00,4.726608626947276015e+00,3.563824160654974205e-02,5.319382517873679461e+01,9.552311901232576119e+00
1.274090353955860566e+00,6.666666666666665719e+01,4.298122986451093780e-02,8.791828289171823130e+00,4.796179177048675690e+00,3.527678294207696463e-02,5.626907907393496089e+01,9.675842569816110128e+00
1.291543646475803886e+00,6.621004566210045539e+01,4.289955910995370963e-02,9.039066773288801926e+00,4.866021516486821241e+00,3.487545045029333268e-02,5.975866862525487022e+01,9.804682061273084059e+00
1.308996938995747206e+00,6.575342465753423937e+01,4.281754424704087292e-02,9.292101807302106664e+00,4.936140549912266806e+00,3.442709178239707069e-02,6.376622402629789832e+01,9.939806638154653484e+00
1.326450231515690303e+00,6.529680365296803757e+01,4.273515143392727506e-02,9.552409670260374241e+00,5.006541511963213509e+00,3.393632080220873593e-02,6.833154585653674928e+01,1.007881406637537758e+01
1.343903524035633845e+00,6.484018264840182155e+01,4.265234683503097562e-02,9.818474248925564751e+00,5.077229382126126289e+00,3.340924630285365543e-02,7.346576714786991147e+01,1.021937890716296060e+01
1.361356816555576943e+00,6.438356164383561975e+01,4.256909842718840931e-02,1.009302973772301293e+01,5.148209061850788082e+00,3.285198636960384028e-02,7.901964226054676033e+01,1.035965913778725600e+01
1.378810109075520263e+00,6.392694063926940373e+01,4.248537619729170212e-02,1.037223973060317839e+01,5.219484702660346365e+00,3.227256267793097988e-02,8.494157251563552791e+01,1.049773507089264690e+01
1.396263401595463582e+00,6.347031963470319482e+01,4.240115214228866447e-02,1.066009721578397418e+01,5.291059488291398161e+00,3.168321193641669697e-02,9.095389943099279151e+01,1.063111797352295262e+01
1.413716694115406902e+00,6.301369863013698591e+01,4.231640026918280506e-02,1.095471780761921821e+01,5.362938146434266251e+00,3.109673622898557338e-02,9.343793473040081210e+01,1.075764090402992679e+01
1.431169986635350000e+00,6.255707762557076990e+01,4.223109659503331004e-02,1.125685037750533724e+01,5.435125582253261811e+00,3.052593763956216663e-02,9.511253624154279862e+01,1.087548239936459638e+01
1.448623279155293542e+00,6.210045662100456099e+01,4.214521914695505689e-02,1.156702807668405697e+01,5.507626554305431021e+00,2.998361825207108977e-02,9.656164761611124447e+01,1.098307326738628475e+01
1.466076571675236861e+00,6.164383561643835208e+01,4.205874796211862138e-02,1.188691974392427220e+01,5.580445660612546988e+00,2.948258015043694544e-02,9.780034285625029611e+01,1.107903012067019155e+01
1.483529864195180181e+00,6.118721461187214317e+01,4.197166508775024979e-02,1.221397477001063336e+01,5.653587947471817365e+00,2.903496033165550369e-02,9.839098968040178761e+01,1.116216227860106613e+01
1.500983156715123279e+00,6.073059360730593426e+01,4.188395458113189362e-02,1.255080240180291717e+01,5.727055275643988530e+00,2.863781256009871254e-02,9.512048983063735363e+01,1.123399532700049619e+01
1.518436449235066599e+00,6.027397260273972535e+01,4.179560250960117490e-02,1.289681653893093838e+01,5.800841334481543932e+00,2.827322517956006726e-02,9.112329046249401188e+01,1.129842992901099663e+01
1.535889741755009918e+00,5.981735159817350933e+01,4.170659681783054490e-02,1.325104848894880227e+01,5.874935056135696776e+00,2.792264500976750566e-02,8.765720754073413445e+01,1.135909688968349585e+01
1.553343034274953460e+00,5.936073059360730042e+01,4.161692486812520325e-02,1.361624672182215434e+01,5.949325031894262317e+00,2.756751887044897598e-02,8.437456828634975636e+01,1.141931420564610455e+01
1.570796326794896558e+00,5.890410958904109151e+01,4.152657127096584522e-02,1.398986275407751378e+01,6.023999811156704354e+00,2.718931293145205458e-02,8.105823696297052550e+01,1.148213058409419673e+01
1.588249619314839878e+00,5.844748858447488260e+01,4.143551781062375372e-02,1.437543305243450931e+01,6.098947935221202599e+00,2.677725520960545433e-02,7.777313883248211823e+01,1.154908813138222001e+01
1.605702911834782975e+00,5.799086757990867369e+01,4.134374344516082017e-02,1.477068992148564419e+01,6.174157939992213073e+00,2.634017322637659253e-02,7.452528939261209473e+01,1.161850058083595627e+01
1.623156204354726295e+00,5.753424657534246478e+01,4.125122430642953752e-02,1.517921977865514371e+01,6.249618363735169879e+00,2.588994044650423307e-02,7.145686321119998752e+01,1.168834627572328522e+01
1.640609496874669837e+00,5.707762557077625587e+01,4.115793370007300028e-02,1.559695909409135517e+01,6.325317751358851659e+00,2.543843033472716064e-02,6.863410141455014468e+01,1.175676898440051055e+01
1.658062789394613157e+00,5.662100456621003985e+01,4.106384210552489755e-02,1.602884111180504334e+01,6.401244657586337539e+00,2.499745199739370621e-02,6.604022584878001112e+01,1.182208944395476991e+01
1.675516081914556255e+00,5.616438356164383094e+01,4.096891717600940896e-02,1.647042940508576336e+01,6.477387648714012514e+00,2.457109895195521559e-02,6.374708007610355764e+01,1.188388632421262159e+01
1.692969374434499574e+00,5.570776255707762203e+01,4.087312360897244617e-02,1.692678796662009688e+01,6.553735303316838845e+00,2.414851834516156676e-02,6.160817772718689156e+01,1.194386737279982746e+01
1.710422666954442894e+00,5.525114155251141312e+01,4.077642264302464709e-02,1.739308843266205074e+01,6.630276212087631293e+00,2.371714543530468317e-02,5.953627247496510932e+01,1.200383366619631964e+01
1.727875959474386436e+00,5.479452054794520421e+01,4.067877193587053630e-02,1.787752931901491493e+01,6.706998977038162835e+00,2.326441548067645360e-02,5.754104690903972852e+01,1.206543905274020823e+01
1.745329251994329534e+00,5.433789954337899530e+01,4.058012556430851125e-02,1.837145094702101034e+01,6.783892210274383494e+00,2.277776373956878417e-02,5.551061738568314752e+01,1.213019610418234429e+01
1.762782544514272853e+00,5.388127853881277929e+01,4.048043402423086995e-02,1.888509154929490208e+01,6.860944532557365250e+00,2.224462547188703343e-02,5.342707082736512092e+01,1.219945801505689964e+01
1.780235837034215951e+00,5.342465753424657038e+01,4.037964423062378322e-02,1.941104499292750418e+01,6.938144571856708076e+00,2.165985894327655467e-02,5.133366068831003304e+01,1.227346941103056821e+01
