# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.011051906432321262e-02,1.182861745723565727e-01,6.224458268559442814e-02,5.031329341317365006e-02,-1.536889698724429331e-06,-8.060882164911421292e-07
1.745329251994329547e-02,9.954337899543378398e+01,4.991130685225023123e-02,2.363857624194150853e-01,1.247951390879795119e-01,5.030424979726789980e-02,5.232960732058632505e-03,2.745053820820923720e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.971558445995857833e-02,3.542577407544514889e-01,1.876220656879827586e-01,5.027098456719000102e-02,2.451995914132418936e-02,1.286935835056083124e-02
5.235987755982988295e-02,9.863013698630136616e+01,4.952327934788456482e-02,4.718659556753713180e-01,2.506954955886440684e-01,5.021526277489678225e-02,5.694323709724447014e-02,2.991378297577974160e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.933431875389693300e-02,5.892037823192438628e-01,3.139852985152157272e-01,5.013884947234513445e-02,1.016435492546670927e-01,5.346228331618564644e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.914862969329687747e-02,7.062839107220105772e-01,3.774610808151622754e-01,5.004350971149195554e-02,1.578015363173498331e-01,8.312890927444410716e-02
1.047197551196597659e-01,9.726027397260273233e+01,4.896613896651991205e-02,8.229899060674287226e-01,4.410921854581608681e-01,4.993100854429406016e-02,2.246219651733519784e-01,1.185465803372400401e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.878677326458785712e-02,9.394562931278735984e-01,5.048730833561065889e-01,4.980311102270836704e-02,3.013191283614171101e-01,1.593566112233351095e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.861045924555271180e-02,1.055496344639344608e+00,5.687982454208947436e-01,4.966158219869172552e-02,3.871033624360523118e-01,2.051988505683664810e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.843712353620804878e-02,1.171371943968399831e+00,6.328573531610687253e-01,4.950818712420099882e-02,4.811720027129284816e-01,2.557023835499055431e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.826669273208902128e-02,1.286914332134310612e+00,6.970466894603838393e-01,4.934469085119310566e-02,5.827157137226222083e-01,3.104772639542633939e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.809909340205371225e-02,1.402264122562066229e+00,7.613622335632593829e-01,4.917285843162488151e-02,6.909118590919119951e-01,3.691064728598826838e-01
2.094395102393195318e-01,9.452054794520547887e+01,4.793425255740126761e-02,1.517305198578281278e+00,8.257996610747782018e-01,4.899445491745319653e-02,8.047656089112075195e-01,4.311365515522757597e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.777209852038903637e-02,1.632067192291198898e+00,8.903543439606874665e-01,4.881124536063491393e-02,9.234707977887297581e-01,4.960973427092790211e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.761256101832313931e-02,1.746797714302183779e+00,9.550213505473978959e-01,4.862499481312694549e-02,1.045863273940492055e+00,5.634814570830810609e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.745557118355846898e-02,1.861161725193205996e+00,1.019795445521983979e+00,4.843746832688614751e-02,1.171139787388028930e+00,6.327287149633036289e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.730106110037621270e-02,1.975486943819853680e+00,1.084671089932184529e+00,4.825043095386937625e-02,1.298029718339964278e+00,7.032348255128975101e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.714895863978338375e-02,2.089364972735396009e+00,1.149642441186401687e+00,4.806564774603350881e-02,1.425481588766400964e+00,7.743408493366488177e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.699918417508930357e-02,2.203295213709855815e+00,1.214703374824659177e+00,4.788475030534902754e-02,1.552155198227407551e+00,8.453829199881798262e-01
3.316125578789225758e-01,9.132420091324200939e+01,4.685165052928029483e-02,2.317059921710078019e+00,1.279847804287452595e+00,4.770797476300282780e-02,1.677980044824389116e+00,9.162074150768927394e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.670626303064026597e-02,2.430642420572979301e+00,1.345069924046807808e+00,4.753472583284749919e-02,1.803296412397690229e+00,9.869935046349002095e-01
3.665191429188092154e-01,9.041095890410957736e+01,4.656292338428962702e-02,2.544175596449254062e+00,1.410364215688050038e+00,4.736439716206318484e-02,1.928436546098168503e+00,1.057941418265175848e+00
3.839724354387524796e-01,8.995433789954337556e+01,4.642153600229953492e-02,2.657341183802911733e+00,1.475725438323574945e+00,4.719638239783003480e-02,2.053689180698390349e+00,1.129266549478824766e+00
4.014257279586957439e-01,8.949771689497715954e+01,4.628200858860227057e-02,2.770889573434956787e+00,1.541148349636345838e+00,4.703007518732817138e-02,2.179655370016154059e+00,1.201196148629771088e+00
4.188790204786390636e-01,8.904109589041095774e+01,4.614425213899121803e-02,2.883935957339991862e+00,1.606627389960636476e+00,4.686486917773775157e-02,2.306808587554256551e+00,1.273968226679373483e+00
4.363323129985823834e-01,8.858447488584474172e+01,4.600818095687818354e-02,2.997204407019639749e+00,1.672156667499216320e+00,4.670015801623894625e-02,2.435448772807704554e+00,1.347830879803137982e+00
4.537856055185257032e-01,8.812785388127853992e+01,4.587371289186370493e-02,3.110161421466198561e+00,1.737730241355060379e+00,4.653533535001187771e-02,2.566146247896988974e+00,1.423043442056144414e+00
4.712388980384689674e-01,8.767123287671232390e+01,4.574076952482870190e-02,3.223224479486729521e+00,1.803342678342069849e+00,4.636980908165701937e-02,2.699256166994311368e+00,1.499873442221603348e+00
4.886921905584122872e-01,8.721461187214610788e+01,4.560927617277957952e-02,3.336423497197778421e+00,1.868989088389242825e+00,4.620367390920396972e-02,2.835022648492349084e+00,1.578275564650349905e+00
5.061454830783556069e-01,8.675799086757990608e+01,4.547916188884821437e-02,3.449278089549560722e+00,1.934664525448191785e+00,4.603800204354138031e-02,2.972270710001912342e+00,1.657723763356272917e+00
5.235987755982988157e-01,8.630136986301369006e+01,4.535035945752805692e-02,3.562342194910745441e+00,2.000363430468633297e+00,4.587394037491530907e-02,3.109969291675191982e+00,1.737618632349737569e+00
5.410520681182421354e-01,8.584474885844748826e+01,4.522280487835495660e-02,3.674964226422515967e+00,2.066079786538387975e+00,4.571263579357191104e-02,3.247351112307497178e+00,1.817325951589955579e+00
