# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.003266555194565979e-02,3.849639015664633179e-01,9.012226194005372448e-02,5.031329341317365006e-02,-2.299322025102528586e-06,-5.339948683809867467e-07
1.745329251994329547e-02,9.954337899543378398e+01,4.975990434364901266e-02,7.633443802567282388e-01,1.802332843889521974e-01,5.030424979726789980e-02,1.232603878269929697e-02,2.863303558700122393e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.949450213925753878e-02,1.134703566753824111e+00,2.703294307756031190e-01,5.027098456719000102e-02,5.772038149935617563e-02,1.342048477370208492e-02
5.235987755982988295e-02,9.863013698630136616e+01,4.923599560341172104e-02,1.498733412792333963e+00,3.604097927718176164e-01,5.021526277489678225e-02,1.339211354214669691e-01,3.118609430348806555e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.898396065976507591e-02,1.855223848949885124e+00,4.504761902923103967e-01,5.013884947234513445e-02,2.387357082273314224e-01,5.571525846124419229e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.873800810683884266e-02,2.204231224133353706e+00,5.405331714946992605e-01,5.004350971149195554e-02,3.700005953759727961e-01,8.659121771381071697e-02
1.047197551196597659e-01,9.726027397260273233e+01,4.849777983430832162e-02,2.545668145671219129e+00,6.305880127795056023e-01,4.993100854429406016e-02,5.255459759933603925e-01,1.234144075478126740e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.826294554278189736e-02,2.879962871927429280e+00,7.206507187901542988e-01,4.980311102270836704e-02,7.031654907665432219e-01,1.657924388375383029e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.803319987797060459e-02,3.210470727798377943e+00,8.107340224129735429e-01,4.966158219869172552e-02,9.005933058730121177e-01,2.133309013822709266e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.780825992114736550e-02,3.542018836221508149e+00,9.008533847771946768e-01,4.950818712420099882e-02,1.115489972539433827e+00,2.656249440009846863e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.758786298543628973e-02,3.868443725249594234e+00,9.910269952549531913e-01,4.934469085119310566e-02,1.345434881358730239e+00,3.222516451131295923e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.737176467437459459e-02,4.189583553723227105e+00,1.081275771461287061e+00,4.917285843162488151e-02,1.587910606056112561e+00,3.827633058371373576e-01
2.094395102393195318e-01,9.452054794520547887e+01,4.715973716558848755e-02,4.505020852943944831e+00,1.171623359254138297e+00,4.899445491745319653e-02,1.840354355587264346e+00,4.466814291123876179e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.695156768827613014e-02,4.815061000154117643e+00,1.262096132734352283e+00,4.881124536063491393e-02,2.100221101987552963e+00,5.134915676137334906e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.674705716845273251e-02,5.119691684683023603e+00,1.352723194245677218e+00,4.862499481312694549e-02,2.364819648721248946e+00,5.826390691357706819e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.654601902054750912e-02,5.418993467877407433e+00,1.443536374374765785e+00,4.843746832688614751e-02,2.631426926033652247e+00,6.535256952432544342e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.634827806791840671e-02,5.712557553340839256e+00,1.534570208774708400e+00,4.825043095386937625e-02,2.897826476552443076e+00,7.255071795454632877e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.615366957814823895e-02,6.001124626675355067e+00,1.625859101415613406e+00,4.806564774603350881e-02,3.163314329017008486e+00,7.978917494567058233e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.596203839782928707e-02,6.285745659536472019e+00,1.717431797683802497e+00,4.788475030534902754e-02,3.428705352638702575e+00,8.699932951584696816e-01
3.316125578789225758e-01,9.132420091324200939e+01,4.577323815710109683e-02,6.566435981951888046e+00,1.809310746925405278e+00,4.770797476300282780e-02,3.690528635899640086e+00,9.416522409151284467e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.558713056045556045e-02,6.844500533225282624e+00,1.901512102446358599e+00,4.753472583284749919e-02,3.947298495502512772e+00,1.013048909032492784e+00
3.665191429188092154e-01,9.041095890410957736e+01,4.540358476027377133e-02,7.119274939137180347e+00,1.994045721512407221e+00,4.736439716206318484e-02,4.200543143613436392e+00,1.084385074860078291e+00
3.839724354387524796e-01,8.995433789954337556e+01,4.522247677685638928e-02,7.393137862043720254e+00,2.086915165349103596e+00,4.719638239783003480e-02,4.450483881364093897e+00,1.155879436845316910e+00
4.014257279586957439e-01,8.949771689497715954e+01,4.504368894776615562e-02,7.663977710963710166e+00,2.180117727450877840e+00,4.703007518732817138e-02,4.698107578290610320e+00,1.227767626734125095e+00
4.188790204786390636e-01,8.904109589041095774e+01,4.486710947056889859e-02,7.933511761371726756e+00,2.273646749375967335e+00,4.686486917773775157e-02,4.944207942305048675e+00,1.300302411656468760e+00
4.363323129985823834e-01,8.858447488584474172e+01,4.469263196562842100e-02,8.202640411583645985e+00,2.367495618948594949e+00,4.670015801623894625e-02,5.189550771955460107e+00,1.373754062234787243e+00
4.537856055185257032e-01,8.812785388127853992e+01,4.452015504788573580e-02,8.468160201118053010e+00,2.461658166835967609e+00,4.653533535001187771e-02,5.434877936519772135e+00,1.448411080885618540e+00
4.712388980384689674e-01,8.767123287671232390e+01,4.434958199824730329e-02,8.733138354303495277e+00,2.556128666401349392e+00,4.636980908165701937e-02,5.680628081221454018e+00,1.524574392555650970e+00
4.886921905584122872e-01,8.721461187214610788e+01,4.418082039665931215e-02,8.996945642867329340e+00,2.650901607915725933e+00,4.620367390920396972e-02,5.926947197999107075e+00,1.602239745675974492e+00
5.061454830783556069e-01,8.675799086757990608e+01,4.401378182223813357e-02,9.258951201062627590e+00,2.745971017338035391e+00,4.603800204354138031e-02,6.172890994141435606e+00,1.680930411884800524e+00
5.235987755982988157e-01,8.630136986301369006e+01,4.384838158218008763e-02,9.521263019718766429e+00,2.841330328350967882e+00,4.587394037491530907e-02,6.416608597167502204e+00,1.760098000271595797e+00
5.410520681182421354e-01,8.584474885844748826e+01,4.368453841578878727e-02,9.780779486951777457e+00,2.936972663539672457e+00,4.571263579357191104e-02,6.656871922597550117e+00,1.839155546721338297e+00
5.585053606381854552e-01,8.538812785388127224e+01,4.352217429634246126e-02,1.004025154049176116e+01,3.032892180773600455e+00,4.555523518975727881e-02,6.892167301921186429e+00,1.917477546061769900e+00
5.759586531581287749e-01,8.493150684931507044e+01,4.336121415530899692e-02,1.030009716489986715e+01,3.129084459651063188e+00,4.540288368951509584e-02,7.120329647921077587e+00,1.994402221841671041e+00
5.934119456780720947e-01,8.447488584474885442e+01,4.320158572481790082e-02,1.055769108864392081e+01,3.225545257662207899e+00,4.525587110131407825e-02,7.342541815981886266e+00,2.069674169593591628e+00
6.108652381980153034e-01,8.401826484018263841e+01,4.304321929417127823e-02,1.081605556009603930e+01,3.322268401499924639e+00,4.511225922639045677e-02,7.560019480533621383e+00,2.144193409017483010e+00
6.283185307179586232e-01,8.356164383561643660e+01,4.288604757589643823e-02,1.107364080811020202e+01,3.419246213605394047e+00,4.496975168504232373e-02,7.776444523478406978e+00,2.219101950183520966e+00
6.457718232379019430e-01,8.310502283105022059e+01,4.273000549249805075e-02,1.133050216979671454e+01,3.516472275922556179e+00,4.482605209756788944e-02,7.996709306632494574e+00,2.295603099769660815e+00
6.632251157578451517e-01,8.264840182648401878e+01,4.257503006239352072e-02,1.158820322050162588e+01,3.613941832280999300e+00,4.467886408426530870e-02,8.223853834343501035e+00,2.374961497602427585e+00
6.806784082777884715e-01,8.219178082191780277e+01,4.242106020870350935e-02,1.184348962003580752e+01,3.711649664194790255e+00,4.452589126543275017e-02,8.459304931547906747e+00,2.458504427572504092e+00
6.981317007977317912e-01,8.173515981735158675e+01,4.226803666542928301e-02,1.210088730153529646e+01,3.809589407133586736e+00,4.436483726136833394e-02,8.709340096862066005e+00,2.547625432155134817e+00
7.155849933176750000e-01,8.127853881278538495e+01,4.211590180087736862e-02,1.235777558038589952e+01,3.907754071437836263e+00,4.419340569237025645e-02,8.977258636033015549e+00,2.643789478507115653e+00
7.330382858376184307e-01,8.082191780821916893e+01,4.196459954282757282e-02,1.261414221571047634e+01,4.006136941775253923e+00,4.400930017873671413e-02,9.266025679060708953e+00,2.748538898395148422e+00
7.504915783575616395e-01,8.036529680365296713e+01,4.181407521407034394e-02,1.287255395520860368e+01,4.104733593198726993e+00,4.381022434076578542e-02,9.581725159410641623e+00,2.863500084016578295e+00
