# angles(rad), pulling distance(m),                                     elastic band force(n), cable force(n)
0.000000000000000000e+00 3.145124789387866607e-04 2.120623809739690530e-02 1.429846395160090308e-02
1.745329251994329547e-02 6.241403633935968141e-04 4.271081349321072251e-02 2.966392741398401686e-02
3.490658503988659095e-02 9.290323548582211412e-04 6.453215234766328245e-02 4.618612501499251566e-02
5.235987755982988295e-02 1.229315714929414853e-03 8.668882900908198019e-02 6.396412888332735081e-02
6.981317007977318190e-02 1.525029260498393701e-03 1.091995660138996710e-01 8.312648332863493972e-02
8.726646259971647390e-02 1.816208255738342757e-03 1.320832340950029160e-01 1.038038092554698782e-01
1.047197551196597659e-01 2.102887164190275424e-03 1.553591286894668300e-01 1.261384286409788780e-01
1.221730476396030718e-01 2.385100581630596357e-03 1.790479744255412398e-01 1.502919274353839152e-01
1.396263401595463638e-01 2.662883050728149983e-03 2.031721531745756537e-01 1.764460282872773178e-01
1.570796326794896558e-01 2.936269147710102861e-03 2.277557054716784490e-01 2.048035492015588821e-01
1.745329251994329478e-01 3.205293486219634985e-03 2.528243326990952111e-01 2.355905411966821017e-01
1.919862177193762398e-01 3.469990731870163918e-03 2.784054601512468974e-01 2.690592998805444447e-01
2.094395102393195318e-01 3.730395605221749952e-03 3.045285952517291506e-01 3.054951135641853499e-01
2.268928027592628516e-01 3.986542880919799817e-03 3.312254808394483607e-01 3.452189269477893285e-01
2.443460952792061436e-01 4.238467382698150182e-03 3.585304262400954567e-01 3.885947434191904803e-01
2.617993877991494078e-01 4.486203975945855620e-03 3.864805438177431607e-01 4.360347617430237466e-01
2.792526803190927276e-01 4.729787558853948415e-03 4.151159311254603579e-01 4.880051981937677530e-01
2.967059728390360474e-01 4.969253053198931236e-03 4.444799572088798945e-01 5.450355631712010540e-01
3.141592653589793116e-01 5.204635395667982743e-03 4.746206028756891904e-01 6.077504058880039972e-01
3.316125578789225758e-01 5.435969530538541615e-03 5.055898091709004616e-01 6.768441289363216207e-01
3.490658503988658956e-01 5.663290404420400458e-03 5.374385302078563686e-01 7.529765978287290551e-01
3.665191429188092154e-01 5.886632963688420012e-03 5.702090486513703427e-01 8.366540710704595263e-01
3.839724354387524796e-01 6.106032155104936660e-03 6.039327016111626367e-01 9.282995396979124569e-01
4.014257279586957439e-01 6.321522930214434552e-03 6.386474771932190153e-01 1.028837723356997413e+00
4.188790204786390636e-01 6.533140253403076081e-03 6.743926182784660828e-01 1.139143947384871458e+00
4.363323129985823834e-01 6.740919115737600657e-03 7.112024594552213141e-01 1.259957306673271882e+00
4.537856055185257032e-01 6.944894548195581011e-03 7.491120575121756886e-01 1.392252814845972964e+00
4.712388980384689674e-01 7.145101658377399530e-03 7.881610346538854284e-01 1.537252208387391628e+00
4.886921905584122872e-01 7.341575606425126618e-03 8.283876598545852898e-01 1.696064045384811036e+00
5.061454830783556069e-01 7.534351808957818163e-03 8.698233940948820742e-01 1.869617230767704363e+00
5.235987755982988157e-01 7.723465425333761805e-03 9.125043617880208568e-01 2.059427022319735734e+00
5.410520681182421354e-01 7.908953023113920316e-03 9.564723123565384011e-01 2.267220442398023117e+00
5.585053606381854552e-01 8.090848482845820061e-03 1.001765311479620557e+00 2.494452332194375899e+00
5.759586531581287749e-01 8.269190538938431256e-03 1.048411655420061095e+00 2.742178246756053817e+00
5.934119456780720947e-01 8.444114732992329120e-03 1.096449905585327400e+00 3.011106333407576940e+00
6.108652381980153034e-01 8.615799594094499664e-03 1.145921137520107713e+00 3.301987723861557367e+00
6.283185307179586232e-01 8.784414519095080226e-03 1.196860977058760822e+00 3.615807208124617755e+00
6.457718232379019430e-01 8.950116300971958441e-03 1.249302143951278588e+00 3.953781394988788112e+00
6.632251157578451517e-01 9.113052948396101194e-03 1.303283036736039513e+00 4.317775220396598890e+00
6.806784082777884715e-01 9.273363188116974867e-03 1.358843941764849905e+00 4.709530678066860432e+00
6.981317007977317912e-01 9.431177656020903188e-03 1.416018231680577832e+00 5.130064307750729746e+00
7.155849933176750000e-01 9.586619507113506786e-03 1.474839712281057036e+00 5.581010192234176159e+00
7.330382858376184307e-01 9.739804996119209163e-03 1.535345771348954003e+00 6.064394384472481470e+00
7.504915783575616395e-01 9.890844033892192202e-03 1.597576133806161591e+00 6.582254715444538107e+00
7.679448708775049592e-01 1.003984070310342744e-02 1.661547094170513716e+00 7.133767745773987201e+00
7.853981633974482790e-01 1.018689370376623347e-02 1.727229771188529384e+00 7.714842586382630429e+00
8.028514559173914877e-01 1.033209674300427164e-02 1.794573268882422523e+00 8.323024189348108948e+00
8.203047484373349185e-01 1.047553894804930177e-02 1.863522948041181460e+00 8.957566521797980741e+00
8.377580409572781273e-01 1.061730517683310074e-02 1.934020884270073903e+00 9.617557166774258093e+00
8.552113334772214470e-01 1.075747634228771572e-02 2.006007172643137437e+00 1.030204823795078362e+01
8.726646259971647668e-01 1.089612971190695619e-02 2.079424515210624325e+00 1.101061030075847391e+01
8.901179185171079755e-01 1.103333913963101993e-02 2.154217001241435892e+00 1.174257830859165885e+01
9.075712110370514063e-01 1.116917535328413973e-02 2.230329476120611165e+00 1.249710159449916169e+01
9.250245035569946150e-01 1.130370612747991395e-02 2.307707541349324210e+00 1.327324143719459748e+01
9.424777960769379348e-01 1.143699654270142162e-02 2.386297552039358560e+00 1.406996518187111711e+01
9.599310885968812546e-01 1.156910912483180912e-02 2.466045277348504872e+00 1.488590247852489945e+01
9.773843811168245743e-01 1.170010407245888201e-02 2.546892361655132220e+00 1.571883688742227037e+01
9.948376736367677831e-01 1.183003937221535629e-02 2.628779218487040215e+00 1.656689659472000287e+01
1.012290966156711214e+00 1.195897100094613433e-02 2.711654511205553231e+00 1.743010334856568733e+01
1.029744258676654312e+00 1.208695301846727382e-02 2.795470101653566797e+00 1.830757021088217229e+01
1.047197551196597631e+00 1.221403775164380499e-02 2.880170768614641830e+00 1.919604180343070965e+01
1.064650843716540951e+00 1.234027586773582194e-02 2.965691218119506090e+00 2.009117799899174628e+01
1.082104136236484271e+00 1.246571654115645640e-02 3.051978564159297580e+00 2.099375930393546597e+01
1.099557428756427591e+00 1.259040751757612916e-02 3.138979887495269683e+00 2.190177765694377143e+01
1.117010721276370910e+00 1.271439525510101136e-02 3.226641247825984937e+00 2.281288188090847768e+01
1.134464013796314230e+00 1.283772499540636325e-02 3.314898415022089040e+00 2.372205949095072341e+01
1.151917306316257550e+00 1.296044086750940648e-02 3.403698108992170290e+00 2.462984985277651973e+01
1.169370598836200648e+00 1.308258598000437006e-02 3.492988566183775845e+00 2.553442701626380895e+01
1.186823891356144189e+00 1.320420248266791947e-02 3.582723216051226345e+00 2.643509773124730700e+01
1.204277183876087287e+00 1.332533168002103703e-02 3.672830588997121115e+00 2.732199361356838807e+01
1.221730476396030607e+00 1.344601406537235602e-02 3.763263019306939405e+00 2.819972606112143865e+01
1.239183768915973927e+00 1.356628943284437366e-02 3.853969531196845821e+00 2.906498150472684827e+01
1.256637061435917246e+00 1.368619691822575875e-02 3.944883419244873846e+00 2.991011682039908948e+01
1.274090353955860566e+00 1.380577507625336750e-02 4.035963147946140417e+00 3.074093418284437362e+01
1.291543646475803886e+00 1.392506195473108832e-02 4.127139291986011926e+00 3.154551878302465084e+01
1.308996938995747206e+00 1.404409512968202850e-02 4.218367096433574659e+00 3.232984155216269784e+01
1.326450231515690303e+00 1.416291180312797063e-02 4.309586338670809980e+00 3.308602982798956305e+01
1.343903524035633845e+00 1.428154882782201561e-02 4.400738849973246936e+00 3.381224358885936709e+01
1.361356816555576943e+00 1.440004278674937924e-02 4.491782278049345933e+00 3.451207643553937743e+01
1.378810109075520263e+00 1.451843004815610988e-02 4.582642128207256249e+00 3.517085978243321165e+01
1.396263401595463582e+00 1.463674680301832280e-02 4.673275054538518880e+00 3.579819225408650141e+01
1.413716694115406902e+00 1.475502915312797841e-02 4.763627640196381741e+00 3.638802188187806763e+01
1.431169986635350000e+00 1.487331313165750867e-02 4.853632067318565113e+00 3.693216774677609493e+01
1.448623279155293542e+00 1.499163478296722599e-02 4.943245777905127980e+00 3.743884501238858320e+01
1.466076571675236861e+00 1.511003021104081155e-02 5.032409085486860612e+00 3.789894985535155314e+01
1.483529864195180181e+00 1.522853561992230757e-02 5.121059564001950726e+00 3.830916960988945874e+01
1.500983156715123279e+00 1.534718739982077890e-02 5.209156701761390451e+00 3.867719438834109980e+01
1.518436449235066599e+00 1.546602214785869518e-02 5.296629765541218227e+00 3.898795940994405385e+01
1.535889741755009918e+00 1.558507675379193838e-02 5.383430764355826348e+00 3.924981849567375747e+01
1.553343034274953460e+00 1.570438844606094134e-02 5.469506970620318320e+00 3.945920145921070343e+01
1.570796326794896558e+00 1.582399484212480834e-02 5.554793200054649382e+00 3.960886565524089775e+01
1.588249619314839878e+00 1.594393403653596164e-02 5.639248191222857365e+00 3.970867559376927858e+01
1.605702911834782975e+00 1.606424462640406933e-02 5.722800587367987468e+00 3.974327632002604105e+01
1.623156204354726295e+00 1.618496581291696199e-02 5.805407922197170834e+00 3.972536138034981690e+01
1.640609496874669837e+00 1.630613744278710392e-02 5.887008941802698736e+00 3.964508297798617065e+01
1.658062789394613157e+00 1.642780008540327755e-02 5.967556933853719769e+00 3.950881865919312474e+01
1.675516081914556255e+00 1.654999511733910161e-02 6.047057524305983200e+00 3.934240501149107416e+01
1.692969374434499574e+00 1.667276476878795308e-02 6.125521951212005156e+00 3.914937964960698480e+01
1.710422666954442894e+00 1.679615224369272741e-02 6.202966443964170296e+00 3.893309188653446284e+01
1.727875959474386436e+00 1.692020175899395726e-02 6.279409924844510549e+00 3.869583459185938068e+01
1.745329251994329534e+00 1.704495867253469008e-02 6.354870187087476197e+00 3.843796365490080547e+01
1.762782544514272853e+00 1.717046954516415758e-02 6.429364546378589118e+00 3.816015158666211704e+01
1.780235837034215951e+00 1.729678225634197555e-02 6.502908303511631516e+00 3.786224715410018149e+01
1.797689129554159271e+00 1.742394610395162774e-02 6.575517393602528848e+00 3.754544580091095440e+01
1.815142422074102813e+00 1.755201190586505935e-02 6.647209241134485858e+00 3.721139479144992634e+01
1.832595714594046132e+00 1.768103213729872031e-02 6.718001054553479179e+00 3.686084514947395974e+01
1.850049007113989230e+00 1.781106102753939047e-02 6.787910034607957499e+00 3.649464871558033252e+01
1.867502299633932550e+00 1.794215472905848902e-02 6.856953391460023362e+00 3.611364042959613840e+01
1.884955592153875870e+00 1.807437142172738445e-02 6.925147745129603294e+00 3.571833215705326836e+01
1.902408884673818967e+00 1.820777150841402722e-02 6.992508469027826301e+00 3.530885504179602208e+01
1.919862177193762509e+00 1.834241773873467041e-02 7.059052610968101327e+00 3.488687338587246956e+01
1.937315469713705829e+00 1.847837542755095125e-02 7.124797588706685225e+00 3.445334081064050480e+01
1.954768762233649149e+00 1.861571261161484858e-02 7.189761431869619024e+00 3.400932800701463066e+01
1.972222054753592246e+00 1.875450028616832895e-02 7.253961429870005695e+00 3.355516336669238342e+01
1.989675347273535566e+00 1.889481261300391887e-02 7.317412718010681161e+00 3.309041146176568304e+01
2.007128639793478886e+00 1.903672716727324715e-02 7.380132210028849116e+00 3.261667879120183500e+01
2.024581932313422428e+00 1.918032521872623311e-02 7.442137680626912832e+00 3.213506342695279727e+01
2.042035224833365525e+00 1.932569198833649846e-02 7.503446382111714108e+00 3.164592262602025130e+01
2.059488517353308623e+00 1.947291700670798417e-02 7.564074465254246427e+00 3.114928024111918248e+01
2.076941809873252165e+00 1.962209442220242198e-02 7.624038439124605659e+00 3.064590174290327695e+01
2.094395102393195263e+00 1.977332339496351218e-02 7.683355487910616510e+00 3.013668373167126546e+01
2.111848394913138804e+00 1.992670852286260522e-02 7.742042921893042440e+00 2.962220908187548574e+01
2.129301687433081902e+00 2.008236027056221201e-02 7.800117877027763491e+00 2.910288528389413187e+01
2.146754979953025444e+00 2.024039549048697526e-02 7.857597163663577966e+00 2.857901421303362710e+01
2.164208272472968542e+00 2.040093798313393977e-02 7.914497482271476869e+00 2.805098020702552475e+01
2.181661564992911639e+00 2.056411909656912992e-02 7.970835523116306831e+00 2.751919311097862675e+01
