# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317364312e-02,7.916989350117789037e-01,9.782067628216291333e-02,5.031329341317364312e-02,7.916989350117789037e-01,9.782067628216291333e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.962769628308078690e-02,1.577985932070558928e+00,1.952737033867017746e-01,5.030434701831432848e-02,8.019500825945082845e-01,9.908933191785401773e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.894795495319119449e-02,2.359386714834573517e+00,2.923912832565674913e-01,5.027139069520355358e-02,8.397145985933671675e-01,1.037634112615039156e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.827411468589403593e-02,3.136486038998064441e+00,3.892062379892672896e-01,5.021616554049222747e-02,9.030033871407472379e-01,1.115981526660633771e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.760620743189587084e-02,3.909927208252990116e+00,4.857520098368651729e-01,5.014041265083116899e-02,9.898310165463891641e-01,1.223499811996858061e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.694427920323271386e-02,4.680411587888492875e+00,5.820626612059813798e-01,5.004587312287121087e-02,1.098215310976611958e+00,1.357761988374402151e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.628838930215248976e-02,5.448688074821199656e+00,6.781727191505123598e-01,4.993428805326319275e-02,1.226177034939130550e+00,1.516347033854739679e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.563859714891039393e-02,6.215288405280055883e+00,7.741134938071884131e-01,4.980739853865797512e-02,1.371739572271810426e+00,1.696837272340347980e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.499495873359846132e-02,6.980343723460921801e+00,8.699093375945073925e-01,4.966694567570637681e-02,1.532928524717108054e+00,1.896815895388972995e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.435752661609475289e-02,7.743721441155189567e+00,9.655774778571826200e-01,4.951467056105928605e-02,1.707771175364718896e+00,2.113864576846518073e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.372634992606336257e-02,8.505033775115375505e+00,1.061128016866142776e+00,4.935231429136748699e-02,1.894295780484156255e+00,2.345561159071738733e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.310147707913138809e-02,9.263744290880973509e+00,1.156564940082808191e+00,4.918161796328188867e-02,2.090530670432246829e+00,2.589477407602079340e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.248296402829682822e-02,1.001958089106592453e+01,1.251890338563529159e+00,4.900432267345326831e-02,2.294503157018563666e+00,2.843176847132071194e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.187086652690526906e-02,1.077236222023134360e+01,1.347105514098953183e+00,4.882216951853252801e-02,2.504238253767625988e+00,3.104212694319974930e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.126523751534976608e-02,1.152190855016026383e+01,1.442210981766720135e+00,4.863689959517046579e-02,2.717757181388354759e+00,3.370125834698355916e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.066612712107087191e-02,1.226807191821552401e+01,1.537206691617918564e+00,4.845025400001798377e-02,2.933075881331915546e+00,3.638443154337879237e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.007358265855662932e-02,1.301077112666165192e+01,1.632092419035422237e+00,4.826397382972585220e-02,3.148203514376913148e+00,3.906676169277107369e-01
2.967059728390360474e-01,9.227272727272726627e+01,3.948764862934256437e-02,1.374995674277430879e+01,1.726867805769353614e+00,4.807980018094493158e-02,3.361141077750673833e+00,4.172320111409381083e-01
3.141592653589793116e-01,9.181818181818181301e+01,3.890836718926479060e-02,1.448564700158798324e+01,1.821532613690288516e+00,4.789938242959295572e-02,3.569986518294176570e+00,4.432986267214404363e-01
3.316125578789225758e-01,9.136363636363635976e+01,3.833578528469436947e-02,1.521799007299535056e+01,1.916087277840664793e+00,4.772308747985863631e-02,3.774314788827746181e+00,4.688126877825926631e-01
3.490658503988658956e-01,9.090909090909090651e+01,3.776996022100745365e-02,1.594719733761953151e+01,2.010532936074799437e+00,4.755033905577509684e-02,3.974792617227557390e+00,4.938558346181514125e-01
3.665191429188092154e-01,9.045454545454545325e+01,3.721095629506247782e-02,1.667336611886168640e+01,2.104870494077773824e+00,4.738053903395016836e-02,4.172114944476490450e+00,5.185134157012967204e-01
3.839724354387524796e-01,9.000000000000000000e+01,3.665882242064355534e-02,1.739644107142922280e+01,2.199099721984062672e+00,4.721308929099158475e-02,4.366980339821828316e+00,5.428713604610053700e-01
4.014257279586957439e-01,8.954545454545454675e+01,3.611358803492979025e-02,1.811642771173367095e+01,2.293219630833822631e+00,4.704739170350719785e-02,4.560090663633999064e+00,5.670161439452412466e-01
4.188790204786390636e-01,8.909090909090909349e+01,3.557530632173808161e-02,1.883360861704656486e+01,2.387229802883073404e+00,4.688284814810471379e-02,4.752151403937776131e+00,5.910348012029468245e-01
4.363323129985823834e-01,8.863636363636364024e+01,3.504406157894465745e-02,1.954835597352590426e+01,2.481130565609058092e+00,4.671886050139198443e-02,4.943870640516423443e+00,6.150149403409984616e-01
4.537856055185257032e-01,8.818181818181817277e+01,3.451989042563460147e-02,2.026096046758351932e+01,2.574922366499781123e+00,4.655483063997675752e-02,5.135958630634854138e+00,6.390447656904562068e-01
4.712388980384689674e-01,8.772727272727271952e+01,3.400281793250044260e-02,2.097169105710431580e+01,2.668605533785844752e+00,4.639016461617423426e-02,5.329125099896557138e+00,6.632125095536284265e-01
4.886921905584122872e-01,8.727272727272726627e+01,3.349293180934839742e-02,2.168085352307816294e+01,2.762180441017497046e+00,4.622480638343459680e-02,5.523451951702944562e+00,6.875279062100827510e-01
5.061454830783556069e-01,8.681818181818181301e+01,3.299027734332414530e-02,2.238858427046438848e+01,2.855647565356514317e+00,4.605976261207796879e-02,5.717767101213666159e+00,7.118440167243030858e-01
5.235987755982988157e-01,8.636363636363635976e+01,3.249487444724958457e-02,2.309485811812334788e+01,2.949007235926575987e+00,4.589616462674245279e-02,5.910738975997782418e+00,7.359942771179356358e-01
5.410520681182421354e-01,8.590909090909090651e+01,3.200677140151120953e-02,2.379958192762003932e+01,3.042259450947851551e+00,4.573514375206619298e-02,6.101024819189188264e+00,7.598107871978815320e-01
