# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,8.343159408483994399e-01,1.004276099258951671e-01,5.031329341317365006e-02,8.343159408483994399e-01,1.004276099258951671e-01
1.745329251994329547e-02,9.954545454545454675e+01,4.960357968754212227e-02,1.676200862752169840e+00,2.008472716580587125e-01,5.030434701831434235e-02,8.448637329884363112e-01,1.016914643939572094e-01
3.490658503988659095e-02,9.909090909090909349e+01,4.889630023256231334e-02,2.526154708292378981e+00,3.012895796304885798e-01,5.027139069520356052e-02,8.837330705970286582e-01,1.063476036532682717e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.819171845433001949e-02,3.384695762948731979e+00,4.017851628928857388e-01,5.021616554049223441e-02,9.489157830556298467e-01,1.141513907922448168e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.749009436799261907e-02,4.252363411156969697e+00,5.023647317603876505e-01,5.014041265083117593e-02,1.038428229651722878e+00,1.248589518530941467e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.679166123018273921e-02,5.129720981880248942e+00,6.030591248688300654e-01,5.004587312287121781e-02,1.150304570724367537e+00,1.382270136973487162e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.609666339530794216e-02,6.017351476662337717e+00,7.038992509997954450e-01,4.993428805326320663e-02,1.282590645452433842e+00,1.540127591003248586e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.540537456526753946e-02,6.914236356577514009e+00,8.048950240799170874e-01,4.980739853865797512e-02,1.433338318952258161e+00,1.719736880882505869e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.471804808582853508e-02,7.818884920071266009e+00,9.060404432213784442e-01,4.966694567570639068e-02,1.600600198923319395e+00,1.918674776874312315e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.403492615202597021e-02,8.730590686268186573e+00,1.007329214101683634e+00,4.951467056105929299e-02,1.782424655736784658e+00,2.134518351083181664e-01
