# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,7.915349881226838580e-01,9.767460238781666693e-02,5.031329341317365006e-02,7.915349881226837470e-01,9.767460238781666693e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.959229278169809130e-02,1.583464941819401117e+00,1.952128088563323538e-01,5.030434701831434235e-02,8.013380740943624181e-01,9.888313744154424156e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.887451376956554461e-02,2.375836698507137523e+00,2.926261959163939386e-01,5.027139069520356052e-02,8.374551715266763674e-01,1.033354456074196404e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.816014384386165664e-02,3.168567541235338236e+00,3.899265930970937100e-01,5.021616554049223441e-02,8.979943381640428379e-01,1.107974953832514542e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.744939164321373970e-02,3.961443826863850326e+00,4.871260829457698116e-01,5.014041265083117593e-02,9.810723849442543054e-01,1.210359090350678346e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.674253273060298419e-02,4.754120102392108471e+00,5.842370010280057979e-01,5.004587312287121781e-02,1.084812478204623343e+00,1.338178001944367590e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.603981307410483920e-02,5.546118922303892695e+00,6.812719359276308007e-01,4.993428805326320663e-02,1.207341921928176909e+00,1.489106268573663072e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.534144122483936556e-02,6.336886153649875730e+00,7.782437292467194734e-01,4.980739853865797512e-02,1.346790059499693992e+00,1.660820536569833084e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.464763557318805060e-02,7.126364419633555158e+00,8.751654756055924356e-01,4.966694567570639068e-02,1.501286259894183628e+00,1.850998190542025024e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.395862899543349217e-02,7.915037568105677046e+00,9.720505226428154399e-01,4.951467056105929299e-02,1.668957977592584907e+00,2.057316046961691902e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.327465716080981101e-02,8.703709346048121631e+00,1.068912471015200039e+00,4.935231429136749393e-02,1.847928896942454546e+00,2.277449056325506205e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.259595451373334590e-02,9.493438665748493932e+00,1.165764805661336778e+00,4.918161796328189561e-02,2.036317188859289473e+00,2.509069013561495698e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.192275427015159511e-02,1.028473636418559600e+01,1.262618160305793102e+00,4.900432267345327525e-02,2.232233919898185981e+00,2.749843287480241427e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.125528841754322329e-02,1.107742036245143957e+01,1.359479087358622218e+00,4.882216951853253495e-02,2.433781661672166141e+00,2.997433591143477405e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.059378943162649661e-02,1.187109169774610251e+01,1.456350052025827679e+00,4.863689959517046579e-02,2.639053454091215833e+00,3.249494955685578446e-01
2.617993877991494078e-01,9.318181818181817277e+01,3.993849534713116850e-02,1.266521110952285056e+01,1.553229441883403172e+00,4.845025400001798377e-02,2.846132041770850662e+00,3.503674784885078552e-01
2.792526803190927276e-01,9.272727272727271952e+01,3.928964429025938454e-02,1.345941092942014983e+01,1.650113269654667869e+00,4.826397382972585914e-02,3.053089164586525239e+00,3.757611702357667172e-01
2.967059728390360474e-01,9.227272727272726627e+01,3.864747268262379298e-02,1.425380796467011635e+01,1.746998823108439680e+00,4.807980018094494545e-02,3.257985369726277280e+00,4.008934795159940223e-01
3.141592653589793116e-01,9.181818181818181301e+01,3.801221524124756557e-02,1.504861156947529999e+01,1.843885136585373230e+00,4.789938242959296266e-02,3.458973391234309247e+00,4.255389664003403349e-01
3.316125578789225758e-01,9.136363636363635976e+01,3.738410407372173838e-02,1.584403952108199043e+01,1.940772804411624142e+00,4.772308747985863631e-02,3.655628408109206973e+00,4.496467930996120854e-01
3.490658503988658956e-01,9.090909090909090651e+01,3.676335159675658826e-02,1.664010743974313300e+01,2.037662348228041154e+00,4.755033905577509684e-02,3.848577329790955126e+00,4.732950136948165798e-01
3.665191429188092154e-01,9.045454545454545325e+01,3.615013974568833527e-02,1.743671789372776360e+01,2.134553372645430880e+00,4.738053903395017530e-02,4.038474544920117815e+00,4.965649385175129327e-01
3.839724354387524796e-01,9.000000000000000000e+01,3.554470483632206357e-02,1.823374474713051896e+01,2.231444741332754056e+00,4.721308929099159168e-02,4.225977394711542878e+00,5.195381382958981220e-01
4.014257279586957439e-01,8.954545454545454675e+01,3.494736534225248437e-02,1.903121960143111480e+01,2.328335793949098065e+00,4.704739170350720479e-02,4.411746101655041663e+00,5.422964563606258448e-01
4.188790204786390636e-01,8.909090909090909349e+01,3.435833423488788424e-02,1.982921842178081206e+01,2.425226835035596107e+00,4.688284814810472767e-02,4.596443894462294288e+00,5.649220663477131366e-01
4.363323129985823834e-01,8.863636363636364024e+01,3.377781498384547360e-02,2.062766189606603007e+01,2.522118387425608343e+00,4.671886050139198443e-02,4.780736928175282507e+00,5.874974928718390554e-01
4.537856055185257032e-01,8.818181818181817277e+01,3.320604011686764667e-02,2.142679537998344586e+01,2.619009803627709854e+00,4.655483063997676446e-02,4.965293806891524220e+00,6.101056190424752890e-01
4.712388980384689674e-01,8.772727272727271952e+01,3.264323414562941839e-02,2.222678189616680200e+01,2.715899458341293649e+00,4.639016461617423426e-02,5.150780075751977272e+00,6.328291120999666175e-01
4.886921905584122872e-01,8.727272727272726627e+01,3.208960729481376978e-02,2.302653293675260215e+01,2.812786407147270573e+00,4.622480638343461068e-02,5.337256569333983514e+00,6.556766813890825274e-01
5.061454830783556069e-01,8.681818181818181301e+01,3.154537957104749241e-02,2.382651354238051056e+01,2.909670764641549834e+00,4.605976261207796879e-02,5.523583255163599937e+00,6.785099742428890579e-01
5.235987755982988157e-01,8.636363636363635976e+01,3.101089574873410262e-02,2.462811646459621784e+01,3.006552784115151589e+00,4.589616462674245972e-02,5.708474647026616111e+00,7.011726500321050493e-01
5.410520681182421354e-01,8.590909090909090651e+01,3.048626065347078903e-02,2.543023834124024063e+01,3.103432437429742397e+00,4.573514375206619992e-02,5.890645722284575392e+00,7.235075746076803371e-01
5.585053606381854552e-01,8.545454545454545325e+01,2.997179543652423242e-02,2.623211621166996466e+01,3.200309413202399256e+00,4.557783131268730581e-02,6.068808553793497040e+00,7.453567690565697790e-01
5.759586531581287749e-01,8.500000000000000000e+01,2.946762969842114596e-02,2.703431263385217775e+01,3.297183068364523795e+00,4.542535863324394241e-02,6.241670191951517843e+00,7.665613906737984706e-01
5.934119456780720947e-01,8.454545454545454675e+01,2.897412939100442106e-02,2.783792023556426543e+01,3.394052165045162273e+00,4.527829875356095130e-02,6.408566641517076334e+00,7.870395427882549422e-01
6.108652381980153034e-01,8.409090909090909349e+01,2.849142901128730310e-02,2.864160056497764728e+01,3.490915372109572257e+00,4.513496042713533579e-02,6.571406485927816732e+00,8.070248284927084015e-01
6.283185307179586232e-01,8.363636363636364024e+01,2.801972712811158506e-02,2.944547701221137359e+01,3.587772963695733619e+00,4.499307844081339852e-02,6.732760948356125041e+00,8.268322257128621899e-01
6.457718232379019430e-01,8.318181818181817277e+01,2.755930255072987917e-02,3.025013488886517621e+01,3.684625891244678542e+00,4.485038758138576442e-02,6.895212458091571683e+00,8.467783043638448248e-01
6.632251157578451517e-01,8.272727272727271952e+01,2.711040952523695660e-02,3.105519260715776753e+01,3.781474111617935119e+00,4.470462263564307231e-02,7.061355692433763487e+00,8.671812974267778529e-01
6.806784082777884715e-01,8.227272727272726627e+01,2.667326130098138584e-02,3.186040952415803673e+01,3.878316233481899467e+00,4.455351839037597489e-02,7.233799384028945845e+00,8.883612429264056143e-01
6.981317007977317912e-01,8.181818181818181301e+01,2.624807344570726647e-02,3.266663875727331146e+01,3.975150729704189700e+00,4.439480963237502770e-02,7.415168497414374116e+00,9.106402204618680996e-01
7.155849933176750000e-01,8.136363636363635976e+01,2.583512167697759113e-02,3.347386665061686983e+01,4.071978907570401596e+00,4.422623114843094588e-02,7.608107895235270313e+00,9.343426608205671613e-01
7.330382858376184307e-01,8.090909090909090651e+01,2.543465590886566374e-02,3.428165062807887153e+01,4.168800842859949007e+00,4.404551772533431275e-02,7.815287702737534481e+00,9.597957474540319556e-01
7.504915783575616395e-01,8.045454545454545325e+01,2.504687056251669180e-02,3.508922779772264988e+01,4.265614298593317422e+00,4.385040414987573937e-02,8.039410329382651099e+00,9.873299466559909421e-01
7.679448708775049592e-01,8.000000000000000000e+01,2.467192812325045073e-02,3.589760320377212821e+01,4.362420167307430319e+00,4.363865010072871808e-02,8.283193926481200009e+00,1.017276190608266573e+00
