# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,8.327082537995865730e-01,1.008014869584313855e-01,5.031329341317365006e-02,8.327082537995865730e-01,1.008014869584313855e-01
1.745329251994329547e-02,9.954545454545454675e+01,4.959937497073626383e-02,1.655256143035714445e+00,2.009677808127167120e-01,5.030434701831434235e-02,8.430462740333669602e-01,1.020573138755796888e-01
3.490658503988659095e-02,9.909090909090909349e+01,4.888931619655580152e-02,2.469842205669889879e+00,3.005320176374308150e-01,5.027139069520356052e-02,8.811212741809397730e-01,1.066833164898908226e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.818328644939030847e-02,3.277594936446235341e+00,3.995279740238728561e-01,5.021616554049223441e-02,9.448971769264815634e-01,1.144346067177732656e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.748150590021830986e-02,4.078585975659553498e+00,4.979900670800667672e-01,5.014041265083117593e-02,1.032326917753916051e+00,1.250660757441466875e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.678418824885579447e-02,4.872468301189375239e+00,5.959533515604505949e-01,5.004587312287121781e-02,1.141358643922442351e+00,1.383325223427348816e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.609152718034371932e-02,5.659741062117785937e+00,6.934529961707693868e-01,4.993428805326320663e-02,1.269941278708200727e+00,1.539887737397932499e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.540371122027507533e-02,6.441015415042602221e+00,7.905231542689664659e-01,4.980739853865797512e-02,1.416028982763781752e+00,1.717897907167895422e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.472092685331918033e-02,7.216530549647016457e+00,8.871968339664505487e-01,4.966694567570639068e-02,1.577584244948038616e+00,1.914907510486399678e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.404336245825250795e-02,7.986478773072920312e+00,9.835062998669205081e-01,4.951467056105929299e-02,1.752579526987229297e+00,2.128471075472692098e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.337121023224550787e-02,8.751189921996326504e+00,1.079483480650438310e+00,4.935231429136749393e-02,1.938997554558203218e+00,2.356146189273121416e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.270466620396474317e-02,9.511004827795318306e+00,1.175159948190426906e+00,4.918161796328189561e-02,2.134830481312596451e+00,2.595493534341957176e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.204393023357289039e-02,1.026617207832937062e+01,1.270566534646320633e+00,4.900432267345327525e-02,2.338078245633797181e+00,2.844076666774024709e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.138920365515697669e-02,1.101688176603631142e+01,1.365733115530183284e+00,4.882216951853253495e-02,2.546746497059137582e+00,3.099461584632807742e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.074068181510458880e-02,1.176333255754326323e+01,1.460688906010591204e+00,4.863689959517046579e-02,2.758844757361747391e+00,3.359217076258121937e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.009855958918499136e-02,1.250594236109386870e+01,1.555464152638518227e+00,4.845025400001798377e-02,2.972384478726569412e+00,3.620914416771807698e-01
2.792526803190927276e-01,9.272727272727271952e+01,3.946303335121234546e-02,1.324527495905588914e+01,1.650090728078251301e+00,4.826397382972585914e-02,3.185377103153987477e+00,3.882125055469556330e-01
2.967059728390360474e-01,9.227272727272726627e+01,3.883430097304571560e-02,1.398153944779055990e+01,1.744599508769871798e+00,4.807980018094494545e-02,3.395833612507234811e+00,4.140419344891717590e-01
3.141592653589793116e-01,9.181818181818181301e+01,3.821256182458904888e-02,1.471317291776139058e+01,1.839010417014925292e+00,4.789938242959296266e-02,3.601872595686148149e+00,4.393494038682813629e-01
3.316125578789225758e-01,9.136363636363635976e+01,3.759801545204782131e-02,1.543779187717925083e+01,1.933330069025322118e+00,4.772308747985863631e-02,3.803079350053561125e+00,4.640842327575690485e-01
3.490658503988658956e-01,9.090909090909090651e+01,3.699085515533611507e-02,1.615354860667742187e+01,2.027555568790720297e+00,4.755033905577509684e-02,4.000112876588477917e+00,4.883279379714484669e-01
3.665191429188092154e-01,9.045454545454545325e+01,3.639126739362442964e-02,1.686033329778222267e+01,2.121683876942986657e+00,4.738053903395017530e-02,4.193653881439283637e+00,5.121650735057688975e-01
3.839724354387524796e-01,9.000000000000000000e+01,3.579944129607318809e-02,1.755947144651379332e+01,2.215713171735477438e+00,4.721308929099159168e-02,4.384391969904679165e+00,5.356801961335055928e-01
4.014257279586957439e-01,8.954545454545454675e+01,3.521557671686411511e-02,1.825268263990489714e+01,2.309641914821479514e+00,4.704739170350720479e-02,4.573024597518416279e+00,5.589579000813579279e-01
4.188790204786390636e-01,8.909090909090909349e+01,3.463988735407438901e-02,1.894032287091348365e+01,2.403468112334627094e+00,4.688284814810472767e-02,4.760248620185888235e+00,5.820828526355568133e-01
4.363323129985823834e-01,8.863636363636364024e+01,3.407255932283122929e-02,1.962205603357581296e+01,2.497189385702311970e+00,4.671886050139198443e-02,4.946760397540022502e+00,6.051398242529678617e-01
4.537856055185257032e-01,8.818181818181817277e+01,3.351377537996606815e-02,2.029712708935422683e+01,2.590803146932088019e+00,4.655483063997676446e-02,5.133253736212100904e+00,6.282137225467080421e-01
4.712388980384689674e-01,8.772727272727271952e+01,3.296373305552476735e-02,2.096523783510048489e+01,2.684306651770852259e+00,4.639016461617423426e-02,5.320414307137220966e+00,6.513890364213628104e-01
4.886921905584122872e-01,8.727272727272726627e+01,3.242262320190954922e-02,2.162688456457824415e+01,2.777697099459889518e+00,4.622480638343461068e-02,5.508316391200332340e+00,6.746746811035213565e-01
5.061454830783556069e-01,8.681818181818181301e+01,3.189063097368200622e-02,2.228137256203017103e+01,2.870971711748405930e+00,4.605976261207796879e-02,5.695827750433977599e+00,6.979298277974597120e-01
5.235987755982988157e-01,8.636363636363635976e+01,3.136790359711758014e-02,2.292852568254629020e+01,2.964127921712765623e+00,4.589616462674245972e-02,5.881673833376421356e+00,7.209957256074239762e-01
5.410520681182421354e-01,8.590909090909090651e+01,3.085475678866210492e-02,2.356943600331779720e+01,3.057163323360830631e+00,4.573514375206619992e-02,6.064575982223377792e+00,7.437131889109181992e-01
