3.564199836545613920e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.530703093545492521e+01,6.162865174009525271e-01,0.000000000000000000e+00
3.496398692150848575e+01,1.220969327798479886e+00,0.000000000000000000e+00
3.461330592469218459e+01,1.814006497157650610e+00,0.000000000000000000e+00
3.425508492927604465e+01,2.395348881958463849e+00,0.000000000000000000e+00
3.388946140716289079e+01,2.964943686126060740e+00,0.000000000000000000e+00
3.351672336243017014e+01,3.522749577619455064e+00,0.000000000000000000e+00
3.313717310033859320e+01,4.068733248688615411e+00,0.000000000000000000e+00
3.275109448803178225e+01,4.602866156764878092e+00,0.000000000000000000e+00
3.235877387722658938e+01,5.125126290132758555e+00,0.000000000000000000e+00
3.196052011141351556e+01,5.635502013117717368e+00,0.000000000000000000e+00
3.155664523241730279e+01,6.133990455626585181e+00,0.000000000000000000e+00
3.114746023832375599e+01,6.620597053011824329e+00,0.000000000000000000e+00
3.073328065577357648e+01,7.095336912352705028e+00,0.000000000000000000e+00
3.031443413804471376e+01,7.558237320959825922e+00,0.000000000000000000e+00
2.989122010738178759e+01,8.009328288553886566e+00,0.000000000000000000e+00
2.946389979230773193e+01,8.448637311904141356e+00,0.000000000000000000e+00
2.903285874733687777e+01,8.876235689516333238e+00,0.000000000000000000e+00
2.859853982410252016e+01,9.292228872352065849e+00,0.000000000000000000e+00
2.816076834288073627e+01,9.696530151907287731e+00,0.000000000000000000e+00
2.771922717528517666e+01,1.008897360866662929e+01,0.000000000000000000e+00
2.727453282230369780e+01,1.046971222287538517e+01,0.000000000000000000e+00
2.682740017359880369e+01,1.083897324110855465e+01,0.000000000000000000e+00
2.637816812053123172e+01,1.119686806490854991e+01,0.000000000000000000e+00
2.592713832194356272e+01,1.154350570889149985e+01,0.000000000000000000e+00
2.547455631270668519e+01,1.187898069671589063e+01,0.000000000000000000e+00
2.502007151249175010e+01,1.220310424489056977e+01,0.000000000000000000e+00
2.456341346064671072e+01,1.251568428465351701e+01,0.000000000000000000e+00
2.410555882605472533e+01,1.281715298328389885e+01,0.000000000000000000e+00
2.364735262459168652e+01,1.310794160270656583e+01,0.000000000000000000e+00
2.318902338853165901e+01,1.338818889561327730e+01,0.000000000000000000e+00
2.273006204832665844e+01,1.365759915289241100e+01,0.000000000000000000e+00
2.226990740224329102e+01,1.391578260552049784e+01,0.000000000000000000e+00
2.180951220923665090e+01,1.416326283261209440e+01,0.000000000000000000e+00
2.134977930870119067e+01,1.440060797642517088e+01,0.000000000000000000e+00
2.089087663056062283e+01,1.462794929652760878e+01,0.000000000000000000e+00
2.043249530185106266e+01,1.484507679006453174e+01,0.000000000000000000e+00
1.997424556363925063e+01,1.505167364222812587e+01,0.000000000000000000e+00
1.951668555941840921e+01,1.524810590462481663e+01,0.000000000000000000e+00
1.906045046131937681e+01,1.543484844908083709e+01,0.000000000000000000e+00
1.860578970360374385e+01,1.561211127805593435e+01,0.000000000000000000e+00
1.815271991572670274e+01,1.577991867803371306e+01,0.000000000000000000e+00
1.770112964280710699e+01,1.593816871902389920e+01,0.000000000000000000e+00
1.725108265536247742e+01,1.608689482833326068e+01,0.000000000000000000e+00
1.680278535214080549e+01,1.622626120005510231e+01,0.000000000000000000e+00
1.635663624275371575e+01,1.635663624275371220e+01,0.000000000000000000e+00
1.591295754590152711e+01,1.647834992084341721e+01,0.000000000000000000e+00
1.547191025332831416e+01,1.659159243997934396e+01,0.000000000000000000e+00
1.503327720419750158e+01,1.669614580187816699e+01,0.000000000000000000e+00
1.459686404053880260e+01,1.679177123673625260e+01,0.000000000000000000e+00
1.416374958899772452e+01,1.687969945729279786e+01,0.000000000000000000e+00
1.373556038700067816e+01,1.696200446532262873e+01,0.000000000000000000e+00
1.331435776566371310e+01,1.704160081018620687e+01,0.000000000000000000e+00
1.290109642587570882e+01,1.712033320518393964e+01,0.000000000000000000e+00
1.249497510791767318e+01,1.719785783527524003e+01,0.000000000000000000e+00
1.209535476897507067e+01,1.727395680415047963e+01,0.000000000000000000e+00
1.170194513567621364e+01,1.734884711383108069e+01,0.000000000000000000e+00
1.131441291999123600e+01,1.742266804162555260e+01,0.000000000000000000e+00
1.093237007520796844e+01,1.749544931561041849e+01,0.000000000000000000e+00
1.055546196687817506e+01,1.756723877820659041e+01,0.000000000000000000e+00
1.018336736206266657e+01,1.763810966323118379e+01,0.000000000000000000e+00
9.815774750615599231e+00,1.770812640509798896e+01,0.000000000000000000e+00
9.452381822672160538e+00,1.777734465445812617e+01,0.000000000000000000e+00
9.092897668265454314e+00,1.784581648922106822e+01,0.000000000000000000e+00
