# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.009114915008071323e-02,3.840590390213916572e-01,7.987948221669070870e-02,5.031329341317365006e-02,-2.099940310300678608e-03,-4.338533640759456556e-04
1.745329251994329547e-02,9.954337899543378398e+01,4.987184117210151368e-02,7.563940843100902534e-01,1.584410493390659147e-01,5.030424979726789980e-02,1.379366907042328845e-02,2.850559573376312914e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.965522620222090344e-02,1.115108829259956247e+00,2.353621167078209508e-01,5.027098456719000102e-02,7.213018337231170973e-02,1.492074180524818189e-02
5.235987755982988989e-02,9.863013698630136616e+01,4.944117484218438219e-02,1.460323302846620930e+00,3.107461429951398069e-01,5.021526277489678225e-02,1.694054019219687901e-01,3.510094774223060377e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.922957157249808341e-02,1.792202600825432146e+00,3.846710779071292330e-01,5.013884947234513445e-02,3.018930818368399938e-01,6.269748676775514784e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.902031314851849897e-02,2.110826717413911258e+00,4.572148826705492719e-01,5.004350971149195554e-02,4.657031430304251485e-01,9.700544417674517028e-02
1.047197551196597798e-01,9.726027397260273233e+01,4.881330075375485411e-02,2.416406876502975365e+00,5.284495446931191109e-01,4.993100854429406016e-02,6.568319382808330831e-01,1.373151663355308694e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.860843760404844061e-02,2.708983763951059220e+00,5.984422661783974640e-01,4.980311102270836704e-02,8.712053166407993654e-01,1.829184429434921322e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.840562894698024338e-02,2.988910282100582183e+00,6.672563166796768863e-01,4.966158219869172552e-02,1.104715416757112267e+00,2.331142745529246885e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.820478206187094050e-02,3.256062564299830431e+00,7.349509681368829872e-01,4.950818712420099882e-02,1.353259736908974054e+00,2.872119288827423844e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.800580625978088933e-02,3.510863441568312648e+00,8.015820448189958647e-01,4.934469085119310566e-02,1.612830630425492018e+00,3.445258647583488432e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.780861288351014732e-02,3.753485735836012971e+00,8.672021244032317444e-01,4.917285843162488151e-02,1.879509390070210006e+00,4.043861766312027983e-01
2.094395102393195596e-01,9.452054794520547887e+01,4.761311530759845118e-02,3.983817184682751922e+00,9.318608281904002810e-01,4.899445491745319653e-02,2.149527739059901243e+00,4.661413873794330032e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.741922893832522384e-02,4.202346787234488623e+00,9.956050588767207943e-01,4.881124536063491393e-02,2.419391280794426446e+00,5.291542362084791229e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.722687121370958835e-02,4.409272511048454746e+00,1.058479207177037251e+00,4.862499481312694549e-02,2.685700775186507627e+00,5.928035754510625477e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.703596160351034700e-02,4.604568251795611467e+00,1.120525348377702457e+00,4.843746832688614751e-02,2.945627700173982344e+00,6.564838563357721091e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.684642160922599524e-02,4.788557220996613850e+00,1.181783427740424219e+00,4.825043095386937625e-02,3.196227195028920054e+00,7.196041789276762524e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.665817476409470782e-02,4.961544648667747914e+00,1.242291412538925499e+00,4.806564774603350881e-02,3.435267771593141450e+00,7.815875420588933586e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.647114663309435956e-02,5.123723677074805138e+00,1.302085441375649300e+00,4.788475030534902754e-02,3.661012851465392348e+00,8.419140666016696750e-01
3.316125578789226314e-01,9.132420091324200939e+01,4.628526481294250455e-02,5.275285965956383549e+00,1.361199966910202175e+00,4.770797476300282780e-02,3.873323983689433980e+00,9.005358890602640498e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.610045893209639006e-02,5.416089483220293488e+00,1.419667865438579035e+00,4.753472583284749919e-02,4.073355172744280495e+00,9.576783151442518349e-01
3.665191429188092154e-01,9.041095890410957736e+01,4.591666065075294956e-02,5.546632729109080451e+00,1.477520564349811272e+00,4.736439716206318484e-02,4.262350465709019431e+00,1.013564375704372633e+00
3.839724354387524796e-01,8.995433789954337556e+01,4.573380366084880966e-02,5.667139416133963437e+00,1.534788137360841853e+00,4.719638239783003480e-02,4.441138874542824411e+00,1.068411685601403871e+00
4.014257279586957994e-01,8.949771689497715954e+01,4.555182368606028320e-02,5.777824583063093655e+00,1.591499402522341233e+00,4.703007518732817138e-02,4.610430288474902660e+00,1.122432907742886954e+00
4.188790204786391191e-01,8.904109589041095774e+01,4.537065848180336924e-02,5.878911961592121926e+00,1.647682015758086926e+00,4.686486917773775157e-02,4.771081732375924922e+00,1.175836131966261355e+00
4.363323129985823834e-01,8.858447488584474172e+01,4.519024783523375305e-02,5.970552609246687403e+00,1.703362542680410208e+00,4.670015801623894625e-02,4.923810967349476542e+00,1.228825168018244263e+00
4.537856055185257032e-01,8.812785388127853992e+01,4.501053356524681304e-02,6.052611805891387142e+00,1.758566548567241261e+00,4.653533535001187771e-02,5.069148879695909216e+00,1.281599789121111721e+00
4.712388980384689674e-01,8.767123287671232390e+01,4.483145952247762078e-02,6.125864447632372034e+00,1.813318652605259595e+00,4.636980908165701937e-02,5.207569113400299265e+00,1.334351394577839134e+00
4.886921905584122872e-01,8.721461187214610788e+01,4.465297158930092714e-02,6.190236573939906783e+00,1.867642610998883734e+00,4.620367390920396972e-02,5.338656637123460058e+00,1.387050410157953717e+00
5.061454830783556069e-01,8.675799086757990608e+01,4.447501767983116916e-02,6.245853098710473894e+00,1.921561359988849693e+00,4.603800204354138031e-02,5.461503356805444298e+00,1.439359847557651007e+00
5.235987755982988157e-01,8.630136986301369006e+01,4.429754762983709182e-02,6.293260154591195032e+00,1.975097091053483522e+00,4.587394037491530907e-02,5.575623409813065479e+00,1.490925428452797963e+00
5.410520681182421354e-01,8.584474885844748826e+01,4.412051161173918823e-02,6.332371307892148415e+00,2.028271286194724521e+00,4.571263579357191104e-02,5.680487258453480237e+00,1.541399135182834446e+00
5.585053606381854552e-01,8.538812785388127224e+01,4.394385894552172572e-02,6.363299661507668681e+00,2.081104785505147436e+00,4.555523518975727881e-02,5.775834202154055852e+00,1.590438817445898989e+00
5.759586531581287749e-01,8.493150684931507044e+01,4.376753806988621653e-02,6.386545839739836694e+00,2.133617817230406555e+00,4.540288368951509584e-02,5.861588821455409715e+00,1.637708246636215170e+00
5.934119456780720947e-01,8.447488584474885442e+01,4.359149654225140391e-02,6.402288402271720358e+00,2.185830057479182020e+00,4.525587110131407825e-02,5.938290895568115957e+00,1.683139775707555685e+00
6.108652381980153034e-01,8.401826484018263841e+01,4.341568103875328294e-02,6.410477895634990375e+00,2.237760658166520145e+00,4.511225922639045677e-02,6.007261341651977560e+00,1.727350621894801597e+00
6.283185307179586232e-01,8.356164383561643660e+01,4.324003735424508665e-02,6.411799019568640290e+00,2.289428297322867234e+00,4.496975168504232373e-02,6.070034273953806903e+00,1.771057899635015254e+00
6.457718232379019430e-01,8.310502283105022059e+01,4.306451040229727911e-02,6.407764404997332797e+00,2.340851208814190620e+00,4.482605209756788944e-02,6.127942922620320587e+00,1.814968064553534877e+00
6.632251157578452627e-01,8.264840182648401878e+01,4.288904421519756927e-02,6.397309693046741685e+00,2.392047221033605453e+00,4.467886408426530870e-02,6.181439848090303890e+00,1.859777294749545451e+00
6.806784082777884715e-01,8.219178082191780277e+01,4.271358194395091096e-02,6.382459988828021125e+00,2.443033791865332649e+00,4.452589126543275017e-02,6.230793731148533077e+00,1.906171478144111031e+00
6.981317007977317912e-01,8.173515981735158675e+01,4.253806585827949599e-02,6.361519071531102298e+00,2.493828034705297902e+00,4.436483726136833394e-02,6.276235996323999089e+00,1.954825941242160248e+00
7.155849933176751110e-01,8.127853881278538495e+01,4.236243734662274718e-02,6.336481374100385366e+00,2.544446759558609550e+00,4.419340569237025645e-02,6.317264995441511211e+00,2.006404585448050781e+00
7.330382858376184307e-01,8.082191780821916893e+01,4.218663691613733918e-02,6.305567000124282728e+00,2.594906488941330913e+00,4.400930017873671413e-02,6.352757475623716843e+00,2.061558585299247959e+00
7.504915783575617505e-01,8.036529680365296713e+01,4.201060419269717766e-02,6.270795213278563374e+00,2.645223501142195399e+00,4.381022434076578542e-02,6.381603463715777025e+00,2.120924827728114526e+00
7.679448708775049592e-01,7.990867579908675111e+01,4.183427792089341318e-02,6.230358307230914328e+00,2.695413843869471915e+00,4.359400578563256412e-02,6.402117092677221066e+00,2.185087355509830243e+00
7.853981633974482790e-01,7.945205479452054931e+01,4.165759596403443427e-02,6.189423933681785783e+00,2.745493371023608020e+00,4.336157164469899017e-02,6.411524009462858054e+00,2.253700097460357821e+00
8.028514559173915988e-01,7.899543378995433329e+01,4.148049530414587432e-02,6.143576353084231556e+00,2.795477763373709568e+00,4.311709284568653738e-02,6.409632259421844225e+00,2.325468489103284409e+00
8.203047484373349185e-01,7.853881278538811728e+01,4.130291204197060473e-02,6.094191732863123434e+00,2.845382552547055521e+00,4.286489317635176072e-02,6.395538633890396341e+00,2.399077481830762970e+00
8.377580409572782383e-01,7.808219178082191547e+01,4.112478139696872786e-02,6.039696266258521185e+00,2.895223152487037321e+00,4.260929642445125676e-02,6.370610785777681251e+00,2.473239017788757987e+00
8.552113334772214470e-01,7.762557077625569946e+01,4.094603770731759795e-02,5.981669266636560067e+00,2.945014872029181774e+00,4.235462637774163597e-02,6.335228666586572466e+00,2.546693161014350615e+00
8.726646259971647668e-01,7.716894977168949765e+01,4.076661442991180023e-02,5.918816938445514708e+00,2.994772952142128908e+00,4.210520682397948106e-02,6.290111458858961058e+00,2.618208455302026394e+00
8.901179185171080865e-01,7.671232876712328164e+01,4.058644414036317177e-02,5.852313303619647300e+00,3.044512576988345653e+00,4.186536155092141637e-02,6.237589623483026813e+00,2.686581382075624802e+00
9.075712110370514063e-01,7.625570776255707983e+01,4.040545853300077372e-02,5.838234854084289438e+00,3.094248905524987769e+00,4.163941434632401073e-02,6.184970833783604682e+00,2.750634774027562290e+00
9.250245035569946150e-01,7.579908675799086382e+01,4.022358842087091907e-02,5.973012973089371513e+00,3.143997092001391547e+00,4.143127213689007382e-02,6.130248723921400078e+00,2.809332238810187565e+00
9.424777960769379348e-01,7.534246575342464780e+01,4.004076373573715875e-02,6.110712218435490506e+00,3.193772305235374809e+00,4.123827909610967152e-02,6.074955690221946369e+00,2.863492010308858138e+00
9.599310885968812546e-01,7.488584474885844600e+01,3.985691352808028165e-02,6.252662391379551821e+00,3.243589761093836010e+00,4.105255566900679193e-02,6.016617479090228038e+00,2.915369339082318767e+00
9.773843811168245743e-01,7.442922374429222998e+01,3.967196596709831463e-02,6.397498152898026369e+00,3.293464733059560334e+00,4.086607762380452258e-02,5.954499754418177915e+00,2.967217230611530532e+00
9.948376736367678941e-01,7.397260273972602818e+01,3.948584834070652944e-02,6.546491368913537556e+00,3.343412589092670917e+00,4.067082072872611059e-02,5.882545156386751906e+00,3.021246922732904405e+00
1.012290966156711214e+00,7.351598173515981216e+01,3.929848705553743576e-02,6.698612968784214416e+00,3.393448804879665825e+00,4.045876075199461575e-02,5.827741046310403128e+00,3.079624837020724648e+00
1.029744258676654534e+00,7.305936073059359614e+01,3.910980753436754664e-02,6.854348283929108554e+00,3.443588993783702090e+00,4.022187346183318801e-02,5.974460635673872311e+00,3.144465091829788062e+00
1.047197551196597631e+00,7.260273972602739434e+01,3.891973344013911762e-02,7.013127090123209229e+00,3.493848932069750113e+00,3.995213462646503289e-02,6.177994608989436642e+00,3.217817598175397809e+00
1.064650843716540951e+00,7.214611872146117832e+01,3.872818632103535580e-02,7.173622436585023188e+00,3.544244577864098300e+00,3.964152960322401414e-02,6.421601232853356045e+00,3.301649492027964428e+00
1.082104136236484271e+00,7.168949771689497652e+01,3.853508560864764981e-02,7.336979476131574529e+00,3.594792108641402084e+00,3.928726495546971953e-02,6.707799297003332661e+00,3.396437949623766439e+00
1.099557428756427591e+00,7.123287671232876050e+01,3.834034861797556981e-02,7.500831163694181569e+00,3.645507934080570500e+00,3.890039406060440130e-02,7.029296015863761404e+00,3.498948629024095425e+00
1.117010721276370910e+00,7.077625570776255870e+01,3.814389054742687440e-02,7.667751982074109129e+00,3.696408738471775202e+00,3.849423989924227046e-02,7.371366771107657812e+00,3.605451253917549170e+00
1.134464013796314230e+00,7.031963470319634268e+01,3.794562447881750372e-02,7.834929130376560025e+00,3.747511497317808526e+00,3.808212545199763516e-02,7.719873404149494966e+00,3.712357217243978713e+00
1.151917306316257550e+00,6.986301369863012667e+01,3.774546137737158635e-02,8.005694703168554582e+00,3.798833515989808784e+00,3.767737369948475495e-02,8.063744334858659712e+00,3.816229867807208187e+00
1.169370598836200870e+00,6.940639269406392486e+01,3.754331009172143241e-02,8.178023939497684580e+00,3.850392457494970166e+00,3.729330762231790330e-02,8.391756546130716643e+00,3.913780419274416555e+00
1.186823891356144189e+00,6.894977168949770885e+01,3.733907735390754740e-02,8.352801343999757933e+00,3.902206374097223041e+00,3.694008162773673026e-02,8.693482332883156971e+00,4.002642962108011737e+00
1.204277183876087287e+00,6.849315068493150704e+01,3.713266777937860447e-02,8.528305685125772584e+00,3.954293747987235541e+00,3.661071322131779354e-02,8.975882495437002007e+00,4.084781650267197861e+00
1.221730476396030607e+00,6.803652968036529103e+01,3.692398386699147217e-02,8.707295000110715222e+00,4.006673517521891270e+00,3.629245294785624076e-02,9.248556711958636711e+00,4.163504500894974036e+00
1.239183768915973927e+00,6.757990867579908922e+01,3.671292599901119363e-02,8.888045285263675765e+00,4.059365128973263737e+00,3.597254700903820129e-02,9.523535924090458238e+00,4.242012454821337819e+00
1.256637061435917246e+00,6.712328767123287321e+01,3.649939244111101433e-02,9.071513616095252530e+00,4.112388561486400640e+00,3.563824160654974205e-02,9.810495160574816964e+00,4.323409010898709326e+00
1.274090353955860566e+00,6.666666666666665719e+01,3.628327934237235430e-02,9.256421864503669994e+00,4.165764387137690150e+00,3.527678294207696463e-02,1.012070881255585597e+01,4.410702834847300302e+00
1.291543646475803886e+00,6.621004566210045539e+01,3.606448073528480819e-02,9.444619355011772299e+00,4.219513798795763826e+00,3.487545045029333268e-02,1.046552911774199224e+01,4.506797201136119035e+00
1.308996938995747206e+00,6.575342465753423937e+01,3.584288853574617295e-02,9.634709630493336618e+00,4.273658676828781644e+00,3.442709178239707069e-02,1.085085334459298778e+01,4.613190432871807189e+00
1.326450231515690525e+00,6.529680365296803757e+01,3.561839254306242708e-02,9.827546626393724338e+00,4.328221622676871050e+00,3.393632080220873593e-02,1.127358666360735207e+01,4.728790480473432645e+00
1.343903524035633845e+00,6.484018264840182155e+01,3.539088043994772365e-02,1.002281336550920265e+01,4.383226032580105347e+00,3.340924630285365543e-02,1.172979439384679878e+01,4.852462043279015980e+00
1.361356816555576943e+00,6.438356164383561975e+01,3.516023779252440418e-02,1.022080864151443969e+01,4.438696138333675378e+00,3.285198636960384028e-02,1.221683594589683075e+01,4.983221578052744682e+00
1.378810109075520263e+00,6.392694063926940373e+01,3.492634805032299866e-02,1.042189191082186817e+01,4.494657089391497884e+00,3.227256267793097988e-02,1.272953669877328409e+01,5.119752868830095061e+00
1.396263401595463582e+00,6.347031963470319482e+01,3.468909254628222555e-02,1.062530006981850939e+01,4.551135002778750049e+00,3.168321193641669697e-02,1.325925168262106091e+01,5.259749008215296229e+00
1.413716694115406902e+00,6.301369863013698591e+01,3.444838832610729040e-02,1.083257182923694550e+01,4.608157054645220185e+00,3.109673622898557338e-02,1.379771627363656528e+01,5.400538077391146885e+00
1.431169986635350222e+00,6.255707762557076990e+01,3.420430113474062089e-02,1.104197891964311218e+01,4.665751543450113559e+00,3.052593763956216663e-02,1.433091424889444454e+01,5.539246046777045684e+00
1.448623279155293542e+00,6.210045662100456099e+01,3.395692992186999382e-02,1.125585358404422998e+01,4.723947986421984879e+00,2.998361825207108977e-02,1.485061470277850404e+01,5.672806979628332691e+00
1.466076571675236861e+00,6.164383561643835208e+01,3.370636851096600606e-02,1.147116106666329038e+01,4.782777209503247029e+00,2.948258015043694544e-02,1.533897250140893398e+01,5.797870220017367515e+00
1.483529864195180181e+00,6.118721461187214317e+01,3.345270559928205378e-02,1.169208655994082413e+01,4.842271449024449836e+00,2.903496033165550369e-02,1.578553905429689053e+01,5.910948387057976205e+00
1.500983156715123501e+00,6.073059360730593426e+01,3.319602475785436019e-02,1.191478192304218808e+01,4.902464450887551450e+00,2.863781256009871254e-02,1.618616795845742473e+01,6.012299203867616626e+00
1.518436449235066599e+00,6.027397260273972535e+01,3.293640524476940112e-02,1.214318371765162929e+01,4.963391590330671121e+00,2.827322517956006726e-02,1.656010729732204823e+01,6.106157419444278034e+00
1.535889741755009918e+00,5.981735159817350933e+01,3.267392689476500411e-02,1.237235257853809678e+01,5.025090089371478719e+00,2.792264500976750566e-02,1.692622540819543886e+01,6.197123134361770980e+00
1.553343034274953238e+00,5.936073059360730042e+01,3.240867188583031883e-02,1.260870870809205613e+01,5.087598940530927649e+00,2.756751887044897598e-02,1.730102234249518389e+01,6.289958090133622726e+00
1.570796326794896558e+00,5.890410958904109151e+01,3.214072226513924047e-02,1.284702509892741240e+01,5.150956988472112918e+00,2.718931293145205458e-02,1.770547164821383745e+01,6.389575752232426353e+00
1.588249619314839878e+00,5.844748858447488260e+01,3.187015666546962750e-02,1.309164187184664918e+01,5.215194473920101714e+00,2.677725520960545433e-02,1.815454316934967238e+01,6.498961687027637879e+00
1.605702911834783198e+00,5.799086757990867369e+01,3.159705759853113222e-02,1.333708770631024088e+01,5.280332092716085945e+00,2.634017322637659253e-02,1.863708723638569609e+01,6.615930040341629237e+00
1.623156204354726517e+00,5.753424657534246478e+01,3.132151739831039866e-02,1.359103770474776063e+01,5.346385361398656499e+00,2.588994044650423307e-02,1.914372843837098515e+01,6.737414160174429512e+00
1.640609496874669837e+00,5.707762557077625587e+01,3.104361174876082638e-02,1.384685745960570635e+01,5.413373318569248305e+00,2.543843033472716064e-02,1.966254883419222210e+01,6.860224346693081010e+00
1.658062789394613157e+00,5.662100456621003985e+01,3.076341544805153913e-02,1.410900581553932653e+01,5.481316973525221847e+00,2.499745199739370621e-02,2.017554902514322990e+01,6.981104204831662940e+00
