# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.006625063699691319e-02,4.654482559586131662e-01,7.960010887334632856e-02,5.031329341317365006e-02,-9.439721650121375880e-04,-1.568820314659649586e-04
1.745329251994329547e-02,9.954337899543378398e+01,4.982322343770492074e-02,8.977220778315549987e-01,1.581683711935992220e-01,5.030424979726789980e-02,1.659215725694265092e-02,2.760289231717234348e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.958401477336611685e-02,1.297567604763648630e+00,2.355594194997622515e-01,5.027098456719000102e-02,8.080051072500164799e-02,1.349237165344217490e-02
5.235987755982988989e-02,9.863013698630136616e+01,4.934843311186932341e-02,1.668039798089730574e+00,3.118015097589842410e-01,5.021526277489678225e-02,1.873008378603494006e-01,3.147556046673410240e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.911629411092673786e-02,2.010968301829965110e+00,3.869666942909600338e-01,5.013884947234513445e-02,3.311602892609905591e-01,5.614809442202396694e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.888742147213887002e-02,2.328267179058689074e+00,4.611017804693359201e-01,5.004350971149195554e-02,5.070279329965736714e-01,8.694825454115721886e-02
1.047197551196597798e-01,9.726027397260273233e+01,4.866164694773238153e-02,2.623033558714861879e+00,5.342574584064306853e-01,4.993100854429406016e-02,7.092953596101467806e-01,1.233124779129414206e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.843881034056007201e-02,2.895329482429663148e+00,6.064813555813879375e-01,4.980311102270836704e-02,9.323042964042684844e-01,1.646737839878555376e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.821875950410089290e-02,3.147502408496383186e+00,6.778180305280869788e-01,4.966158219869172552e-02,1.170609776228849430e+00,2.104606499716673573e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.800135034245994747e-02,3.382006695899449689e+00,7.483103318875024001e-01,4.950818712420099882e-02,1.419278949034301851e+00,2.600968433095708354e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.778644681036847697e-02,3.598686645963217856e+00,8.179990015452541785e-01,4.934469085119310566e-02,1.673742268301830594e+00,3.130129191271266986e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.757392091318388833e-02,3.798637946728684156e+00,8.869228945303989642e-01,4.917285843162488151e-02,1.929423585763974325e+00,3.686484307298362739e-01
2.094395102393195596e-01,9.452054794520547887e+01,4.736365270688971257e-02,3.984542477331447063e+00,9.551191674909639273e-01,4.899445491745319653e-02,2.182306353759561279e+00,4.264291031905053098e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.715553029809564645e-02,4.157390675236568356e+00,1.022623371767729106e+00,4.881124536063491393e-02,2.429746011431089592e+00,4.857818608595886878e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.694944984403753158e-02,4.314898543896357630e+00,1.089469570436132351e+00,4.862499481312694549e-02,2.669098097851850593e+00,5.461355778132840344e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.674531547318544478e-02,4.461089866012843075e+00,1.155690441331855833e+00,4.843746832688614751e-02,2.896915245433115960e+00,6.069163696744664938e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.654303663669339536e-02,4.596745170293144334e+00,1.221317384325486310e+00,4.825043095386937625e-02,3.112140772709213188e+00,6.675498683443518155e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.634252490164413735e-02,4.720206896444405054e+00,1.286380599036925254e+00,4.806564774603350881e-02,3.314203390309754305e+00,7.274616203113530855e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.614369375873472734e-02,4.833477897974456816e+00,1.350909176876752937e+00,4.788475030534902754e-02,3.501456950704162630e+00,7.861203485937271473e-01
3.316125578789226314e-01,9.132420091324200939e+01,4.594645862227654531e-02,4.938103697791511593e+00,1.414931176366687637e+00,4.770797476300282780e-02,3.674077869983372491e+00,8.434475143949274889e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.575073683019526688e-02,5.033225443595953585e+00,1.478473692207448176e+00,4.753472583284749919e-02,3.834129528838593703e+00,8.996347208258836936e-01
3.665191429188092154e-01,9.041095890410957736e+01,4.555644764403087021e-02,5.118845469438249474e+00,1.541562930561784839e+00,4.736439716206318484e-02,3.983903048773518307e+00,9.548777114001991695e-01
3.839724354387524796e-01,8.995433789954337556e+01,4.536351224893764300e-02,5.197281432319478256e+00,1.604224261266522955e+00,4.719638239783003480e-02,4.124520854442280893e+00,1.009372743219022039e+00
4.014257279586957994e-01,8.949771689497715954e+01,4.517185375368418243e-02,5.268936826295349540e+00,1.666482290007530231e+00,4.703007518732817138e-02,4.254725413573803294e+00,1.063316578899047293e+00
