# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,4.997077912672360372e-02,8.120270167138937678e-01,9.658868134641340752e-02,5.031329341317365006e-02,-1.014423795453496665e-03,-1.185290334148886163e-04
1.745329251994329547e-02,9.954337899543378398e+01,4.963345846505724107e-02,1.589029936220836436e+00,1.924686630503547879e-01,5.030424979726789980e-02,2.074963562007605192e-02,2.425589779095152238e-03
3.490658503988659095e-02,9.908675799086756797e+01,4.930123481547016295e-02,2.329608074907992155e+00,2.874115129646361844e-01,5.027098456719000102e-02,1.006691911638182835e-01,1.178816743744308219e-02
5.235987755982988989e-02,9.863013698630136616e+01,4.897401029807319645e-02,3.033743122874261733e+00,3.813414174558882319e-01,5.021526277489678225e-02,2.340598697379206727e-01,2.748691539369343961e-02
6.981317007977318190e-02,9.817351598173515015e+01,4.865168576579241566e-02,3.702524077011647652e+00,4.743154675888081040e-01,5.013884947234513445e-02,4.159923058856686007e-01,4.904648391818354491e-02
8.726646259971647390e-02,9.771689497716894834e+01,4.833416080436911400e-02,4.337087896935874376e+00,5.663985139721424700e-01,5.004350971149195554e-02,6.413521120622148741e-01,7.599523204197383697e-02
1.047197551196597798e-01,9.726027397260273233e+01,4.802133373235981800e-02,4.938347227367893666e+00,6.576279289230163583e-01,4.993100854429406016e-02,9.048939367024748659e-01,1.078621497305611715e-01
1.221730476396030718e-01,9.680365296803653052e+01,4.771310160589323224e-02,5.507238616754505323e+00,7.480448042541175679e-01,4.980311102270836704e-02,1.201292089088102477e+00,1.441740576464212997e-01
1.396263401595463638e-01,9.634703196347031451e+01,4.740936123715137201e-02,6.044708020396878823e+00,8.376925612411539879e-01,4.966158219869172552e-02,1.525189551102299257e+00,1.844531865266840209e-01
1.570796326794896558e-01,9.589041095890409849e+01,4.711001147167128561e-02,6.551512218666290188e+00,9.266110260229933893e-01,4.950818712420099882e-02,1.871246595307567651e+00,2.282152203106692090e-01
1.745329251994329478e-01,9.543378995433789669e+01,4.681495349724529992e-02,7.028600516279643884e+00,1.014838173908835017e+00,4.934469085119310566e-02,2.234189670714255005e+00,2.749678715392585571e-01
1.919862177193762398e-01,9.497716894977168067e+01,4.652409070595603380e-02,7.476906128752818681e+00,1.102411214304256593e+00,4.917285843162488151e-02,2.608877212818851987e+00,3.242121012071028652e-01
2.094395102393195596e-01,9.452054794520547887e+01,4.623732364891317698e-02,7.897362799218410778e+00,1.189366170044277915e+00,4.899445491745319653e-02,2.990492176736150753e+00,3.754600554681161717e-01
2.268928027592628516e-01,9.406392694063926285e+01,4.595454366060031104e-02,8.290962102965686142e+00,1.275737793676473109e+00,4.881124536063491393e-02,3.374543060279228790e+00,4.282305759796378730e-01
2.443460952792061436e-01,9.360730593607306105e+01,4.567563241330997031e-02,8.658693300179038488e+00,1.361559811309063450e+00,4.862499481312694549e-02,3.756796461890905103e+00,4.820365199330106099e-01
2.617993877991494078e-01,9.315068493150684503e+01,4.540045881281710993e-02,9.001457474807725845e+00,1.446864998296651272e+00,4.843746832688614751e-02,4.133295711270843498e+00,5.363833112877990361e-01
2.792526803190927276e-01,9.269406392694062902e+01,4.512887359204994370e-02,9.319707265203083679e+00,1.531685234520332228e+00,4.825043095386937625e-02,4.500359917747283944e+00,5.907658045561967608e-01
2.967059728390360474e-01,9.223744292237442721e+01,4.486070894190465758e-02,9.613710112580520217e+00,1.616051548755087053e+00,4.806564774603350881e-02,4.854631371177480226e+00,6.446727615488074825e-01
3.141592653589793116e-01,9.178082191780821120e+01,4.459579000433124690e-02,9.884935828899104493e+00,1.699994210534508277e+00,4.788475030534902754e-02,5.193331153604699324e+00,6.976265310998877034e-01
3.316125578789226314e-01,9.132420091324200939e+01,4.433395335555444933e-02,1.013501959603102343e+01,1.783542771969377494e+00,4.770797476300282780e-02,5.516502141594517461e+00,7.495533534546292564e-01
3.490658503988658956e-01,9.086757990867579338e+01,4.407504867405809962e-02,1.036575175903627688e+01,1.866726141460424371e+00,4.753472583284749919e-02,5.825686092901074531e+00,8.006234692667795194e-01
3.665191429188092154e-01,9.041095890410957736e+01,4.381893668118168328e-02,1.057869653147407618e+01,1.949572618644917377e+00,4.736439716206318484e-02,6.122291830621604092e+00,8.510119148421932955e-01
3.839724354387524796e-01,8.995433789954337556e+01,4.356548344274700779e-02,1.077520367864726403e+01,2.032109966323241590e+00,4.719638239783003480e-02,6.407633185778087714e+00,9.008958257763561850e-01
4.014257279586957994e-01,8.949771689497715954e+01,4.331455939165687608e-02,1.095399559504895137e+01,2.114365440792245199e+00,4.703007518732817138e-02,6.682971859719120999e+00,9.504546502951547460e-01
4.188790204786391191e-01,8.904109589041095774e+01,4.306603934897972052e-02,1.112168640808450704e+01,2.196365858453885433e+00,4.686486917773775157e-02,6.949464500918775656e+00,9.998703988819638289e-01
