# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317364312e-02,1.232304039197583828e-01,5.561126276151481113e-02,5.031329341317364312e-02,1.232304039197583967e-01,5.561126276151481113e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.999824752913983178e-02,2.475759613391505798e-01,1.119164924486173579e-01,5.030434701831432848e-02,1.267230283022379722e-01,5.719034736999368401e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.968746267870078476e-02,3.731172023902646351e-01,1.689537621377933674e-01,5.027139069520355358e-02,1.396077626807617489e-01,6.301703988888839036e-02
5.235987755982988295e-02,9.863636363636362603e+01,4.938111104978061550e-02,4.999283865626517054e-01,2.267616400121374443e-01,5.021616554049222747e-02,1.612658147722296487e-01,7.281551921244898418e-02
6.981317007977318190e-02,9.818181818181817277e+01,4.907936396793579487e-02,6.287118047229561801e-01,2.853793144417030025e-01,5.014041265083116899e-02,1.911136106583375127e-01,8.632791505984437064e-02
8.726646259971647390e-02,9.772727272727271952e+01,4.878239633092496669e-02,7.599986422170180722e-01,3.448475092757716243e-01,5.004587312287121087e-02,2.285949770961510086e-01,1.033103077081490156e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.849038660870894080e-02,8.943070227575540265e-01,4.052095358068611430e-01,4.993428805326319275e-02,2.731729771151438224e-01,1.235291832845897414e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.820351684345068610e-02,1.032211414608138922e+00,4.665137883535407926e-01,4.980739853865797512e-02,3.243204773021818310e-01,1.467581280367751539e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.792197264951535141e-02,1.174228617712779643e+00,5.288078900950067274e-01,4.966694567570637681e-02,3.815089837904660497e-01,1.727745989856044051e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.764594013997630606e-02,1.320544583274942507e+00,5.921259496090583996e-01,4.951467056105928605e-02,4.442223508798878173e-01,2.013569110660811123e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.737559314354469059e-02,1.470807810802600812e+00,6.564705440322915475e-01,4.935231429136748699e-02,5.120366048344391352e-01,2.322814660981286916e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.711109072304671408e-02,1.624300065819457961e+00,7.218123129718883035e-01,4.918161796328188867e-02,5.845845793092362408e-01,2.653193529485432522e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.685259036599300625e-02,1.781072293164710274e+00,7.881282918819408900e-01,4.900432267345326831e-02,6.614318501878966305e-01,3.002334152689230540e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.660025969645207461e-02,1.941347306274082918e+00,8.554047328102044601e-01,4.882216951853252801e-02,7.421253469052826457e-01,3.367745852272063800e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.635428783693092830e-02,2.105075533712308822e+00,9.236246783192014753e-01,4.863689959517046579e-02,8.262156087733433241e-01,3.746783642260537173e-01
2.617993877991494078e-01,9.318181818181817277e+01,4.611479426783785668e-02,2.272113971851211556e+00,9.927679687668188313e-01,4.845025400001798377e-02,9.132219153063149131e-01,4.136619008034893019e-01
2.792526803190927276e-01,9.272727272727271952e+01,4.588161307389158894e-02,2.442388120172661381e+00,1.062814841416482192e+00,4.826397382972585220e-02,1.002608217539113333e+00,4.534190273197049592e-01
2.967059728390360474e-01,9.227272727272726627e+01,4.565440072859198312e-02,2.616073483924464149e+00,1.133746371967240707e+00,4.807980018094493158e-02,1.093754206435616494e+00,4.936154958929965808e-01
3.141592653589793116e-01,9.181818181818181301e+01,4.543277339589012892e-02,2.792916558803704152e+00,1.205544005467303448e+00,4.789938242959295572e-02,1.185933555890613889e+00,5.339036972329190833e-01
3.316125578789225758e-01,9.136363636363635976e+01,4.521639994879340929e-02,2.973413253475824636e+00,1.278189339901803390e+00,4.772308747985863631e-02,1.278924736505835824e+00,5.741947631200523539e-01
3.490658503988658956e-01,9.090909090909090651e+01,4.500497755255913890e-02,3.156742349288649940e+00,1.351664109935193814e+00,4.755033905577509684e-02,1.372905272015976452e+00,6.146077739146493801e-01
3.665191429188092154e-01,9.045454545454545325e+01,4.479822176135060674e-02,3.343369156272241405e+00,1.425950015633991486e+00,4.738053903395016836e-02,1.467998899190000373e+00,6.552717349529033619e-01
