1.360421193487431246e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.334510045528506517e+01,2.329395949205868843e-01,0.000000000000000000e+00
1.309649206321144099e+01,4.573395804899103578e-01,0.000000000000000000e+00
1.285642429820448207e+01,6.737766469894282961e-01,0.000000000000000000e+00
1.262459455302892231e+01,8.827976491727193009e-01,0.000000000000000000e+00
1.240047757499073988e+01,1.084901210119130655e+00,0.000000000000000000e+00
1.218350854688509877e+01,1.280538348673191384e+00,0.000000000000000000e+00
1.197324734525740375e+01,1.470129917869298586e+00,0.000000000000000000e+00
1.176926537310054677e+01,1.654062379369503066e+00,0.000000000000000000e+00
1.157116267254727582e+01,1.832692123795566008e+00,0.000000000000000000e+00
1.137857336699027755e+01,2.006349486571147978e+00,0.000000000000000000e+00
1.119116020216912588e+01,2.175341179707366734e+00,0.000000000000000000e+00
1.100860485297434543e+01,2.339951196332146210e+00,0.000000000000000000e+00
1.083061573815686529e+01,2.500444664244330983e+00,0.000000000000000000e+00
1.065691809521521805e+01,2.657068105143363557e+00,0.000000000000000000e+00
1.048725684741016906e+01,2.810052003081315863e+00,0.000000000000000000e+00
1.032139312024114020e+01,2.959611851831851936e+00,0.000000000000000000e+00
1.015910261903160183e+01,3.105949366724993332e+00,0.000000000000000000e+00
1.000017592263702859e+01,3.249254123058847643e+00,0.000000000000000000e+00
9.844415038843180810e+00,3.389703934557758647e+00,0.000000000000000000e+00
9.691634528369135637e+00,3.527466489712929754e+00,0.000000000000000000e+00
9.541659146456815677e+00,3.662699780891495394e+00,0.000000000000000000e+00
9.394322940099524288e+00,3.795552841765044594e+00,0.000000000000000000e+00
9.249470432099792916e+00,3.926167261701732691e+00,0.000000000000000000e+00
9.106951593217493368e+00,4.054676085016702736e+00,0.000000000000000000e+00
8.966627841302328150e+00,4.181207230225099103e+00,0.000000000000000000e+00
8.828362821554938122e+00,4.305880251755602295e+00,0.000000000000000000e+00
8.692031413706017062e+00,4.428811213088254206e+00,0.000000000000000000e+00
8.557510290832524902e+00,4.550108933175817327e+00,0.000000000000000000e+00
8.424683964866291674e+00,4.669878577354386273e+00,0.000000000000000000e+00
8.293441601756573078e+00,4.788220741282597892e+00,0.000000000000000000e+00
8.163674973285255376e+00,4.905230797987980118e+00,0.000000000000000000e+00
8.035283524892925300e+00,5.021002408607538214e+00,0.000000000000000000e+00
7.908166715492766841e+00,5.135623513312820521e+00,0.000000000000000000e+00
7.782230255344938286e+00,5.249180587258973851e+00,0.000000000000000000e+00
7.657382374567385241e+00,5.361756861626250092e+00,0.000000000000000000e+00
7.533532520161381640e+00,5.473431762008647006e+00,0.000000000000000000e+00
7.410595896082797118e+00,5.584284551168336996e+00,0.000000000000000000e+00
7.288487136366033070e+00,5.694390238621885203e+00,0.000000000000000000e+00
7.167124369369582304e+00,5.803822878238321437e+00,0.000000000000000000e+00
7.046428412904596428e+00,5.912655482385352101e+00,0.000000000000000000e+00
6.926319305927706615e+00,6.020957514523446186e+00,0.000000000000000000e+00
6.806721292668727941e+00,6.128799380327143886e+00,0.000000000000000000e+00
6.687558550422078696e+00,6.236249237697499836e+00,0.000000000000000000e+00
6.568755522893719778e+00,6.343373472910435851e+00,0.000000000000000000e+00
6.450239830006461617e+00,6.450239830006460728e+00,0.000000000000000000e+00
6.331937549468499071e+00,6.556913277503401360e+00,0.000000000000000000e+00
6.213776151356419142e+00,6.663459115812219835e+00,0.000000000000000000e+00
6.095684445197450785e+00,6.769943431285931901e+00,0.000000000000000000e+00
5.977589265656314765e+00,6.876429842554458105e+00,0.000000000000000000e+00
5.859419258893128202e+00,6.982983952301587749e+00,0.000000000000000000e+00
5.741102377140012258e+00,7.089671000906823117e+00,0.000000000000000000e+00
5.622565023254264105e+00,7.196555052975778466e+00,0.000000000000000000e+00
