# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,3.736542497270759489e-01,9.043770805373901878e-02,5.031329341317365006e-02,3.736542497270759489e-01,9.043770805373901878e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.992622873284354584e-02,7.542484299225404865e-01,1.812602324513858665e-01,5.030434701831434235e-02,3.822979754549969966e-01,9.251416903363579580e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.954634541021842725e-02,1.141225308399231864e+00,2.724551814299573937e-01,5.027139069520356052e-02,4.142012683885013535e-01,1.001724238501819492e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.917381251405533032e-02,1.534005742794548821e+00,3.640100384727069094e-01,5.021616554049223441e-02,4.678808190550675095e-01,1.130376526584303681e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.880878324482783998e-02,1.931990764505288505e+00,4.559121623091239583e-01,5.014041265083117593e-02,5.419616984972864815e-01,1.307514023814703719e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.845133078201706994e-02,2.334563780726284676e+00,5.481487869149345160e-01,5.004587312287121781e-02,6.351460288669540377e-01,1.529674590159637304e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.810138210910690909e-02,2.741092877559516250e+00,6.407070215121009049e-01,4.993428805326320663e-02,7.461842354561728508e-01,1.793481110365142128e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.775876390934026550e-02,3.150933206106227402e+00,7.335738505688218503e-01,4.980739853865797512e-02,8.738484337391472234e-01,2.095606600148439136e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.742331809872644272e-02,3.563429432644260153e+00,8.267361337995323689e-01,4.966694567570639068e-02,1.016907639989892642e+00,2.432740749873191499e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.709490808173014131e-02,3.977918233439182050e+00,9.201806061649040469e-01,4.951467056105929299e-02,1.174104637188697398e+00,2.801557258349013924e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.677339038652257586e-02,4.393730814447740940e+00,1.013893877871844484e+00,4.935231429136749393e-02,1.344136521284556407e+00,3.198686350761205111e-01
