# Angles (rad),Stance Percentage (%),Transmission Cable Displacement (m),Transmission Cable Force (N),Storage Cable Force (N),Scaled Transmission Cable Displacement (cm),Scaled Transmission Cable Force (N),Scaled Storage Cable Force (N)
0.000000000000000000e+00,1.000000000000000000e+02,5.031329341317365006e-02,3.729812998849156291e-01,9.242443173387242250e-02,5.031329341317365006e-02,3.729812998849156847e-01,9.242443173387242250e-02
1.745329251994329547e-02,9.954545454545454675e+01,4.997237098774673369e-02,7.556502010240729872e-01,1.855117811549159279e-01,5.030434701831434235e-02,3.827952707240290797e-01,9.483264628649883121e-02
3.490658503988659095e-02,9.909090909090909349e+01,4.963891953936944851e-02,1.147419101154752541e+00,2.792439816356095394e-01,5.027139069520356052e-02,4.190528317143576986e-01,1.037197990423488619e-01
5.235987755982988295e-02,9.863636363636362603e+01,4.931274607266455945e-02,1.547675694993708495e+00,3.736027767748714701e-01,5.021616554049223441e-02,4.801820241792974508e-01,1.186682853565103474e-01
6.981317007977318190e-02,9.818181818181817277e+01,4.899370851262589699e-02,1.955785504498664951e+00,4.685697203980592196e-01,5.014041265083117593e-02,5.647944158728114283e-01,1.392885513280970045e-01
8.726646259971647390e-02,9.772727272727271952e+01,4.868165320752708414e-02,2.371094520719051690e+00,5.641261777061492566e-01,5.004587312287121781e-02,6.716310314612742305e-01,1.652113248452209693e-01
1.047197551196597659e-01,9.727272727272726627e+01,4.837644137384235210e-02,2.792933047475293140e+00,6.602533609798814096e-01,4.993428805326320663e-02,7.995125745988770349e-01,1.960805357772123503e-01
1.221730476396030718e-01,9.681818181818181301e+01,4.807788653786736199e-02,3.220619543277865038e+00,7.569323713507314366e-01,4.980739853865797512e-02,9.472932943000311745e-01,2.315467760164962585e-01
1.396263401595463638e-01,9.636363636363635976e+01,4.778587323111795765e-02,3.653462763068799912e+00,8.541442011728328509e-01,4.966694567570639068e-02,1.113818070700047125e+00,2.712611918040110925e-01
1.570796326794896558e-01,9.590909090909090651e+01,4.750024569868871449e-02,4.090764416579566465e+00,9.518697340229769210e-01,4.951467056105929299e-02,1.297883731743799895e+00,3.148700200279470618e-01
1.745329251994329478e-01,9.545454545454545325e+01,4.722084007110161769e-02,4.531821833909170039e+00,1.050089744700612560e+00,4.935231429136749393e-02,1.498211192586608176e+00,3.620112279444346326e-01
1.919862177193762398e-01,9.500000000000000000e+01,4.694749995605652232e-02,4.975930570297780520e+00,1.148784899227845990e+00,4.918161796328189561e-02,1.713410124199135076e+00,4.123089009461975429e-01
2.094395102393195318e-01,9.454545454545454675e+01,4.668007406768130696e-02,5.422385442380931231e+00,1.247935754849442080e+00,4.900432267345327525e-02,1.941941166434982158e+00,4.653665497715139265e-01
2.268928027592628516e-01,9.409090909090909349e+01,4.641841788591509477e-02,5.870461949998976081e+00,1.347522760032821898e+00,4.882216951853253495e-02,2.182093591275792388e+00,5.207634770276844405e-01
2.443460952792061436e-01,9.363636363636364024e+01,4.616237094380989947e-02,6.319424332765900765e+00,1.447526363734625399e+00,4.863689959517046579e-02,2.431978756402666697e+00,5.780540086846412962e-01
